bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710524804861275000,2.0,-18108.0,-15.81,179.0,2.0,2.0,-18108.0,-15.81,179.0
1710524805406002531,3.0,-17608.0,-10.96,179.5,2.0,2.0,-17608.0,-10.96,179.5
1710524805951186143,4.0,-17108.0,0.16,180.0,2.0,2.0,-17108.0,0.16,180.0
1710524806496232384,5.0,-16608.0,14.36,180.5,2.0,2.0,-16608.0,14.36,180.5
1710524807041149395,6.0,-16108.0,30.46,181.0,2.0,2.0,-16108.0,30.46,181.0
1710524807588876810,7.0,-15608.0,48.54,181.5,2.0,2.0,-15608.0,48.54,181.5
1710524808134106627,8.0,-15108.0,68.71,182.0,2.0,2.0,-15108.0,68.71,182.0
1710524808679082033,9.0,-14608.0,88.61,182.5,2.0,2.0,-14608.0,88.61,182.5
1710524809224035824,10.0,-14108.0,107.38,183.0,2.0,2.0,-14108.0,107.38,183.0
1710524809768579828,11.0,-13608.0,130.98,183.5,2.0,2.0,-13608.0,130.98,183.5
1710524810317295610,12.0,-13108.0,153.39,184.0,2.0,2.0,-13108.0,153.39,184.0
1710524810862101247,13.0,-12608.0,174.58,184.5,2.0,2.0,-12608.0,174.58,184.5
1710524811406686240,14.0,-12108.0,195.0,185.0,2.0,2.0,-12108.0,195.0,185.0
1710524811951911102,15.0,-11608.0,218.11,185.5,2.0,2.0,-11608.0,218.11,185.5
1710524812500153469,16.0,-11108.0,239.09,186.0,2.0,2.0,-11108.0,239.09,186.0
1710524813044894864,17.0,-10608.0,261.22,186.5,2.0,2.0,-10608.0,261.22,186.5
1710524813589708608,18.0,-10108.0,282.36,187.0,2.0,2.0,-10108.0,282.36,187.0
1710524814134867076,19.0,-9608.0,307.24,187.5,2.0,2.0,-9608.0,307.24,187.5
1710524814679871031,20.0,-9108.0,328.36,188.0,2.0,2.0,-9108.0,328.36,188.0
1710524815228099653,21.0,-8608.0,351.73,188.5,2.0,2.0,-8608.0,351.73,188.5
1710524815778600514,22.0,-8108.0,375.57,189.0,2.0,2.0,-8108.0,375.57,189.0
1710524816318091917,23.0,-7608.0,396.2,189.5,2.0,2.0,-7608.0,396.2,189.5
1710524816863117427,24.0,-7108.0,421.17,190.0,2.0,2.0,-7108.0,421.17,190.0
1710524817410848747,25.0,-6608.0,443.22,190.5,2.0,2.0,-6608.0,443.22,190.5
1710524817955877642,26.0,-6108.0,467.67,191.0,2.0,2.0,-6108.0,467.67,191.0
1710524818500861060,27.0,-5608.0,488.78,191.5,2.0,2.0,-5608.0,488.78,191.5
1710524819046041963,28.0,-5108.0,512.87,192.0,2.0,2.0,-5108.0,512.87,192.0
1710524819590376390,29.0,-4608.0,534.55,192.5,2.0,2.0,-4608.0,534.55,192.5
1710524820138986721,30.0,-4108.0,558.8,193.0,2.0,2.0,-4108.0,558.8,193.0
1710524820683789741,31.0,-3608.0,581.28,193.5,2.0,2.0,-3608.0,581.28,193.5
1710524821228739940,32.0,-3108.0,601.88,194.0,2.0,2.0,-3108.0,601.88,194.0
1710524821777255744,33.0,-2608.0,628.65,194.5,2.0,2.0,-2608.0,628.65,194.5
1710524822322081441,34.0,-2108.0,649.02,195.0,2.0,2.0,-2108.0,649.02,195.0
1710524822866799590,35.0,-1608.0,674.57,195.5,2.0,2.0,-1608.0,674.57,195.5
1710524823411407474,36.0,-1108.0,695.18,196.0,2.0,2.0,-1108.0,695.18,196.0
1710524823956800412,37.0,-608.0,722.21,196.5,2.0,2.0,-608.0,722.21,196.5
1710524824501518736,38.0,-108.0,745.8,197.0,2.0,2.0,-108.0,745.8,197.0
1710524825046726032,39.0,392.0,769.64,197.5,2.0,2.0,392.0,769.64,197.5
1710524825594479502,40.0,892.0,764.66,198.0,2.0,2.0,892.0,764.66,198.0
1710524826139642477,41.0,1392.0,783.45,198.5,2.0,2.0,1392.0,783.45,198.5
1710524826684470905,42.0,1892.0,800.89,199.0,2.0,2.0,1892.0,800.89,199.0
1710524827229354235,43.0,2392.0,824.67,199.5,2.0,2.0,2392.0,824.67,199.5
1710524827777448158,44.0,2892.0,849.72,200.0,2.0,2.0,2892.0,849.72,200.0
1710524828322528695,45.0,3392.0,875.1,200.5,2.0,2.0,3392.0,875.1,200.5
1710524828867701620,46.0,3892.0,894.04,201.0,2.0,2.0,3892.0,894.04,201.0
1710524829412432647,47.0,4392.0,917.32,201.5,2.0,2.0,4392.0,917.32,201.5
1710524829957258764,48.0,4892.0,940.13,202.0,2.0,2.0,4892.0,940.13,202.0
1710524830505611123,49.0,5392.0,964.55,202.5,2.0,2.0,5392.0,964.55,202.5
1710524831050392379,50.0,5892.0,988.95,203.0,2.0,2.0,5892.0,988.95,203.0
1710524831595358420,51.0,6392.0,1012.96,203.5,2.0,2.0,6392.0,1012.96,203.5
