bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710525233284177788,3.0,31356.0,-108.46,294.0,2.0,2.0,31356.0,-108.46,294.0
1710525233828968865,4.0,31856.0,-108.26,294.5,2.0,2.0,31856.0,-108.26,294.5
1710525234373422412,5.0,32356.0,-108.47,295.0,2.0,2.0,32356.0,-108.47,295.0
1710525234918184228,6.0,-32680.0,-108.24,295.5,2.0,2.0,-32680.0,-108.24,295.5
1710525235463115949,7.0,-32180.0,-108.12,296.0,2.0,2.0,-32180.0,-108.12,296.0
1710525236011710585,8.0,-31680.0,-107.79,296.5,2.0,2.0,-31680.0,-107.79,296.5
1710525236556894508,9.0,-31180.0,-107.96,297.0,2.0,2.0,-31180.0,-107.96,297.0
1710525237101966914,10.0,-30680.0,-103.18,297.5,2.0,2.0,-30680.0,-103.18,297.5
1710525237646558786,11.0,-30180.0,-93.98,298.0,2.0,2.0,-30180.0,-93.98,298.0
1710525238194742234,12.0,-29680.0,-81.38,298.5,2.0,2.0,-29680.0,-81.38,298.5
1710525238739840720,13.0,-29180.0,-60.09,299.0,2.0,2.0,-29180.0,-60.09,299.0
1710525239284751963,14.0,-28680.0,16.33,299.5,2.0,2.0,-28680.0,16.33,299.5
1710525239829896679,15.0,-28180.0,-18.25,300.0,2.0,2.0,-28180.0,-18.25,300.0
1710525240374313256,16.0,-27680.0,6.54,300.5,2.0,2.0,-27680.0,6.54,300.5
1710525240922834338,17.0,-27180.0,30.43,301.0,2.0,2.0,-27180.0,30.43,301.0
1710525241467739322,18.0,-26680.0,52.17,301.5,2.0,2.0,-26680.0,52.17,301.5
1710525242012713793,19.0,-26180.0,82.03,302.0,2.0,2.0,-26180.0,82.03,302.0
1710525242557682216,20.0,-25680.0,108.46,302.5,2.0,2.0,-25680.0,108.46,302.5
1710525243102929359,21.0,-25180.0,133.61,303.0,2.0,2.0,-25180.0,133.61,303.0
1710525243650689671,22.0,-24680.0,159.44,303.5,2.0,2.0,-24680.0,159.44,303.5
1710525244195493560,23.0,-24180.0,188.42,304.0,2.0,2.0,-24180.0,188.42,304.0
1710525244740978722,24.0,-23680.0,213.74,304.5,2.0,2.0,-23680.0,213.74,304.5
1710525245285552015,25.0,-23180.0,237.25,305.0,2.0,2.0,-23180.0,237.25,305.0
1710525245833853496,26.0,-22680.0,266.02,305.5,2.0,2.0,-22680.0,266.02,305.5
1710525246378535243,27.0,-22180.0,294.85,306.0,2.0,2.0,-22180.0,294.85,306.0
1710525246923777169,28.0,-21680.0,319.62,306.5,2.0,2.0,-21680.0,319.62,306.5
1710525247468343126,29.0,-21180.0,340.35,307.0,2.0,2.0,-21180.0,340.35,307.0
1710525248016744603,30.0,-20680.0,362.42,307.5,2.0,2.0,-20680.0,362.42,307.5
1710525248564748001,31.0,-20180.0,385.29,308.0,2.0,2.0,-20180.0,385.29,308.0
1710525249106918603,32.0,-19680.0,411.59,308.5,2.0,2.0,-19680.0,411.59,308.5
1710525249651809691,33.0,-19180.0,432.81,309.0,2.0,2.0,-19180.0,432.81,309.0
1710525250196558346,34.0,-18680.0,454.22,309.5,2.0,2.0,-18680.0,454.22,309.5
1710525250744701182,35.0,-18180.0,476.82,310.0,2.0,2.0,-18180.0,476.82,310.0
1710525251289924846,36.0,-17680.0,502.05,310.5,2.0,2.0,-17680.0,502.05,310.5
1710525251834764480,37.0,-17180.0,523.27,311.0,2.0,2.0,-17180.0,523.27,311.0
1710525252379261947,38.0,-16680.0,545.08,311.5,2.0,2.0,-16680.0,545.08,311.5
1710525252927666990,39.0,-16180.0,566.99,312.0,2.0,2.0,-16180.0,566.99,312.0
1710525253472644335,40.0,-15680.0,592.96,312.5,2.0,2.0,-15680.0,592.96,312.5
1710525254017472204,41.0,-15180.0,614.07,313.0,2.0,2.0,-15180.0,614.07,313.0
1710525254568754802,42.0,-14680.0,634.58,313.5,2.0,2.0,-14680.0,634.58,313.5
1710525255107644402,43.0,-14180.0,655.94,314.0,2.0,2.0,-14180.0,655.94,314.0
1710525255655717433,44.0,-13680.0,678.47,314.5,2.0,2.0,-13680.0,678.47,314.5
1710525256200409802,45.0,-13180.0,701.6,315.0,2.0,2.0,-13180.0,701.6,315.0
1710525256745700810,46.0,-12680.0,722.3,315.5,2.0,2.0,-12680.0,722.3,315.5
1710525257290610088,47.0,-12180.0,743.92,316.0,2.0,2.0,-12180.0,743.92,316.0
1710525257838685997,48.0,-11680.0,765.18,316.5,2.0,2.0,-11680.0,765.18,316.5
1710525258383475224,49.0,-11180.0,789.05,317.0,2.0,2.0,-11180.0,789.05,317.0
1710525258928662416,50.0,-10680.0,810.06,317.5,2.0,2.0,-10680.0,810.06,317.5
1710525259473363296,51.0,-10180.0,833.86,318.0,2.0,2.0,-10180.0,833.86,318.0
1710525260018288535,52.0,-9680.0,855.77,318.5,2.0,2.0,-9680.0,855.77,318.5
1710525260566655733,53.0,-9180.0,880.61,319.0,2.0,2.0,-9180.0,880.61,319.0
1710525261111645242,54.0,-8680.0,901.76,319.5,2.0,2.0,-8680.0,901.76,319.5
1710525261656428971,55.0,-8180.0,922.87,320.0,2.0,2.0,-8180.0,922.87,320.0
1710525262201361945,56.0,-7680.0,945.68,320.5,2.0,2.0,-7680.0,945.68,320.5
1710525262749698674,57.0,-7180.0,965.76,321.0,2.0,2.0,-7180.0,965.76,321.0
1710525263294768503,58.0,-6680.0,988.2,321.5,2.0,2.0,-6680.0,988.2,321.5
1710525263839649339,59.0,-6180.0,1009.36,322.0,2.0,2.0,-6180.0,1009.36,322.0
