bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710527194548326674,2.0,-20824.0,-67.33,569.5,2.0,2.0,-20824.0,-67.33,569.5
1710527195093247779,3.0,-20324.0,-67.39,570.0,2.0,2.0,-20324.0,-67.39,570.0
1710527195638206654,4.0,-19824.0,-62.82,570.5,2.0,2.0,-19824.0,-62.82,570.5
1710527196183045803,5.0,-19324.0,-62.2,571.0,2.0,2.0,-19324.0,-62.2,571.0
1710527196730376450,6.0,-18824.0,-62.81,571.5,2.0,2.0,-18824.0,-62.81,571.5
1710527197276202935,7.0,-18324.0,-34.55,572.0,2.0,2.0,-18324.0,-34.55,572.0
1710527197820964149,8.0,-17824.0,-8.64,572.5,2.0,2.0,-17824.0,-8.64,572.5
1710527198365415451,9.0,-17324.0,13.12,573.0,2.0,2.0,-17324.0,13.12,573.0
1710527198910974933,10.0,-16824.0,34.46,573.5,2.0,2.0,-16824.0,34.46,573.5
1710527199456133938,11.0,-16324.0,61.18,574.0,2.0,2.0,-16324.0,61.18,574.0
1710527200004228287,12.0,-15824.0,80.57,574.5,2.0,2.0,-15824.0,80.57,574.5
1710527200548425082,13.0,-15324.0,107.23,575.0,2.0,2.0,-15324.0,107.23,575.0
1710527201093952012,14.0,-14824.0,131.24,575.5,2.0,2.0,-14824.0,131.24,575.5
1710527201639004534,15.0,-14324.0,150.73,576.0,2.0,2.0,-14324.0,150.73,576.0
1710527202186966853,16.0,-13824.0,175.9,576.5,2.0,2.0,-13824.0,175.9,576.5
1710527202731690553,17.0,-13324.0,194.78,577.0,2.0,2.0,-13324.0,194.78,577.0
1710527203277163387,18.0,-12824.0,219.12,577.5,2.0,2.0,-12824.0,219.12,577.5
1710527203821870739,19.0,-12324.0,241.84,578.0,2.0,2.0,-12324.0,241.84,578.0
1710527204370259010,20.0,-11824.0,266.58,578.5,2.0,2.0,-11824.0,266.58,578.5
1710527204915121833,21.0,-11324.0,292.77,579.0,2.0,2.0,-11324.0,292.77,579.0
1710527205460004912,22.0,-10824.0,316.33,579.5,2.0,2.0,-10824.0,316.33,579.5
1710527206005500901,23.0,-10324.0,343.02,580.0,2.0,2.0,-10324.0,343.02,580.0
1710527206549694484,24.0,-9824.0,368.34,580.5,2.0,2.0,-9824.0,368.34,580.5
1710527207098055240,25.0,-9324.0,392.03,581.0,2.0,2.0,-9324.0,392.03,581.0
1710527207643110205,26.0,-8824.0,414.06,581.5,2.0,2.0,-8824.0,414.06,581.5
1710527208188017830,27.0,-8324.0,432.15,582.0,2.0,2.0,-8324.0,432.15,582.0
1710527208732207879,28.0,-7824.0,450.33,582.5,2.0,2.0,-7824.0,450.33,582.5
1710527209281161813,29.0,-7324.0,475.41,583.0,2.0,2.0,-7324.0,475.41,583.0
1710527209825894151,30.0,-6824.0,497.79,583.5,2.0,2.0,-6824.0,497.79,583.5
1710527210370576205,31.0,-6324.0,525.21,584.0,2.0,2.0,-6324.0,525.21,584.0
1710527210915830568,32.0,-5824.0,543.07,584.5,2.0,2.0,-5824.0,543.07,584.5
1710527211460879154,33.0,-5324.0,558.79,585.0,2.0,2.0,-5324.0,558.79,585.0
1710527212009015041,34.0,-4824.0,584.69,585.5,2.0,2.0,-4824.0,584.69,585.5
1710527212554066465,35.0,-4324.0,602.91,586.0,2.0,2.0,-4324.0,602.91,586.0
1710527213098912794,36.0,-3824.0,624.16,586.5,2.0,2.0,-3824.0,624.16,586.5
1710527213643651199,37.0,-3324.0,647.97,587.0,2.0,2.0,-3324.0,647.97,587.0
1710527214192108058,38.0,-2824.0,654.64,587.5,2.0,2.0,-2824.0,654.64,587.5
1710527214736718815,39.0,-2324.0,667.1,588.0,2.0,2.0,-2324.0,667.1,588.0
1710527215282006120,40.0,-1824.0,700.07,588.5,2.0,2.0,-1824.0,700.07,588.5
1710527215826838981,41.0,-1324.0,736.75,589.0,2.0,2.0,-1324.0,736.75,589.0
1710527216371798711,42.0,-824.0,766.24,589.5,2.0,2.0,-824.0,766.24,589.5
1710527216919852296,43.0,-324.0,801.3,590.0,2.0,2.0,-324.0,801.3,590.0
1710527217464711510,44.0,176.0,815.27,590.5,2.0,2.0,176.0,815.27,590.5
1710527218009579659,45.0,676.0,846.79,591.0,2.0,2.0,676.0,846.79,591.0
1710527218553847648,46.0,1176.0,884.82,591.5,2.0,2.0,1176.0,884.82,591.5
1710527219098941958,47.0,1676.0,920.46,592.0,2.0,2.0,1676.0,920.46,592.0
1710527219647881768,48.0,2176.0,944.8,592.5,2.0,2.0,2176.0,944.8,592.5
1710527220192663965,49.0,2676.0,974.09,593.0,2.0,2.0,2676.0,974.09,593.0
1710527220737116143,50.0,3176.0,995.73,593.5,2.0,2.0,3176.0,995.73,593.5
1710527221282571436,51.0,3676.0,1018.73,594.0,2.0,2.0,3676.0,1018.73,594.0
