bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710528203513389953,2.0,-3896.0,-56.47,717.5,2.0,2.0,-3896.0,-56.47,717.5
1710528204058288236,3.0,-3396.0,-50.22,718.0,2.0,2.0,-3396.0,-50.22,718.0
1710528204603589971,4.0,-2896.0,-33.72,718.5,2.0,2.0,-2896.0,-33.72,718.5
1710528205151409341,5.0,-2396.0,-20.0,719.0,2.0,2.0,-2396.0,-20.0,719.0
1710528205696046723,6.0,-1896.0,5.28,719.5,2.0,2.0,-1896.0,5.28,719.5
1710528206240845540,7.0,-1396.0,32.77,720.0,2.0,2.0,-1396.0,32.77,720.0
1710528206785938790,8.0,-896.0,53.74,720.5,2.0,2.0,-896.0,53.74,720.5
1710528207331055568,9.0,-396.0,79.33,721.0,2.0,2.0,-396.0,79.33,721.0
1710528207875790616,10.0,104.0,101.53,721.5,2.0,2.0,104.0,101.53,721.5
1710528208423854295,11.0,604.0,120.99,722.0,2.0,2.0,604.0,120.99,722.0
1710528208968837670,12.0,1104.0,123.08,722.5,2.0,2.0,1104.0,123.08,722.5
1710528209513287465,13.0,1604.0,133.54,723.0,2.0,2.0,1604.0,133.54,723.0
1710528210059406094,14.0,2104.0,137.17,723.5,2.0,2.0,2104.0,137.17,723.5
1710528210606987577,15.0,2604.0,147.89,724.0,2.0,2.0,2604.0,147.89,724.0
1710528211151589842,16.0,3104.0,155.92,724.5,2.0,2.0,3104.0,155.92,724.5
1710528211696644993,17.0,3604.0,159.06,725.0,2.0,2.0,3604.0,159.06,725.0
1710528212241495228,18.0,4104.0,172.32,725.5,2.0,2.0,4104.0,172.32,725.5
1710528212786515386,19.0,4604.0,174.81,726.0,2.0,2.0,4604.0,174.81,726.0
1710528213335242165,20.0,5104.0,189.81,726.5,2.0,2.0,5104.0,189.81,726.5
1710528213878998453,21.0,5604.0,196.23,727.0,2.0,2.0,5604.0,196.23,727.0
1710528214424790192,22.0,6104.0,197.24,727.5,2.0,2.0,6104.0,197.24,727.5
1710528214969392693,23.0,6604.0,205.63,728.0,2.0,2.0,6604.0,205.63,728.0
1710528215513589815,24.0,7104.0,212.26,728.5,2.0,2.0,7104.0,212.26,728.5
1710528216062644300,25.0,7604.0,219.28,729.0,2.0,2.0,7604.0,219.28,729.0
