bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710529088364881999,2.0,6996.0,27.68,925.0,2.0,2.0,6996.0,27.68,925.0
1710529088909465704,3.0,7496.0,27.65,925.5,2.0,2.0,7496.0,27.65,925.5
1710529089454393897,4.0,7996.0,26.76,926.0,2.0,2.0,7996.0,26.76,926.0
1710529089999759591,5.0,8496.0,26.47,926.5,2.0,2.0,8496.0,26.47,926.5
1710529090544281414,6.0,8996.0,26.18,927.0,2.0,2.0,8996.0,26.18,927.0
1710529091092251184,7.0,9496.0,26.13,927.5,2.0,2.0,9496.0,26.13,927.5
1710529091637516830,8.0,9996.0,26.16,928.0,2.0,2.0,9996.0,26.16,928.0
1710529092182374600,9.0,10496.0,25.73,928.5,2.0,2.0,10496.0,25.73,928.5
1710529092727072054,10.0,10996.0,30.59,929.0,2.0,2.0,10996.0,30.59,929.0
1710529093275555266,11.0,11496.0,53.64,929.5,2.0,2.0,11496.0,53.64,929.5
1710529093820529543,12.0,11996.0,73.59,930.0,2.0,2.0,11996.0,73.59,930.0
1710529094365446361,13.0,12496.0,80.3,930.5,2.0,2.0,12496.0,80.3,930.5
1710529094909868592,14.0,12996.0,87.61,931.0,2.0,2.0,12996.0,87.61,931.0
1710529095455012058,15.0,13496.0,94.24,931.5,2.0,2.0,13496.0,94.24,931.5
1710529096003649096,16.0,13996.0,101.26,932.0,2.0,2.0,13996.0,101.26,932.0
1710529096548314961,17.0,14496.0,108.3,932.5,2.0,2.0,14496.0,108.3,932.5
1710529097092729597,18.0,14996.0,116.39,933.0,2.0,2.0,14996.0,116.39,933.0
1710529097638081846,19.0,15496.0,122.54,933.5,2.0,2.0,15496.0,122.54,933.5
1710529098186505714,20.0,15996.0,126.02,934.0,2.0,2.0,15996.0,126.02,934.0
1710529098731257708,21.0,16496.0,132.76,934.5,2.0,2.0,16496.0,132.76,934.5
1710529099276237329,22.0,16996.0,136.47,935.0,2.0,2.0,16996.0,136.47,935.0
1710529099821246716,23.0,17496.0,143.67,935.5,2.0,2.0,17496.0,143.67,935.5
1710529100366175507,24.0,17996.0,151.11,936.0,2.0,2.0,17996.0,151.11,936.0
1710529100914427273,25.0,18496.0,158.82,936.5,2.0,2.0,18496.0,158.82,936.5
1710529101459308784,26.0,18996.0,160.6,937.0,2.0,2.0,18996.0,160.6,937.0
1710529102004104812,27.0,19496.0,167.89,937.5,2.0,2.0,19496.0,167.89,937.5
1710529102548557749,28.0,19996.0,174.52,938.0,2.0,2.0,19996.0,174.52,938.0
1710529103098529528,29.0,20496.0,178.44,938.5,2.0,2.0,20496.0,178.44,938.5
1710529103642326689,30.0,20996.0,186.76,939.0,2.0,2.0,20996.0,186.76,939.0
1710529104187395368,31.0,21496.0,191.15,939.5,2.0,2.0,21496.0,191.15,939.5
1710529104731614695,32.0,21996.0,199.86,940.0,2.0,2.0,21996.0,199.86,940.0
1710529105277505189,33.0,22496.0,204.68,940.5,2.0,2.0,22496.0,204.68,940.5
1710529105825450045,34.0,22996.0,213.27,941.0,2.0,2.0,22996.0,213.27,941.0
1710529106370338843,35.0,23496.0,219.62,941.5,2.0,2.0,23496.0,219.62,941.5
1710529106915229850,36.0,23996.0,224.68,942.0,2.0,2.0,23996.0,224.68,942.0
1710529107459988322,37.0,24496.0,231.91,942.5,2.0,2.0,24496.0,231.91,942.5
1710529108008460747,38.0,24996.0,242.19,943.0,2.0,2.0,24996.0,242.19,943.0
1710529108553243478,39.0,25496.0,255.37,943.5,2.0,2.0,25496.0,255.37,943.5
1710529109097603683,40.0,25996.0,270.49,944.0,2.0,2.0,25996.0,270.49,944.0
1710529109643052456,41.0,26496.0,285.35,944.5,2.0,2.0,26496.0,285.35,944.5
1710529110188008111,42.0,26996.0,299.61,945.0,2.0,2.0,26996.0,299.61,945.0
1710529110735980422,43.0,27496.0,314.9,945.5,2.0,2.0,27496.0,314.9,945.5
1710529111281056774,44.0,27996.0,330.06,946.0,2.0,2.0,27996.0,330.06,946.0
1710529111825971722,45.0,28496.0,343.22,946.5,2.0,2.0,28496.0,343.22,946.5
1710529112371108579,46.0,28996.0,350.98,947.0,2.0,2.0,28996.0,350.98,947.0
1710529112919330869,47.0,29496.0,365.1,947.5,2.0,2.0,29496.0,365.1,947.5
1710529113464347177,48.0,29996.0,382.34,948.0,2.0,2.0,29996.0,382.34,948.0
1710529114009241134,49.0,30496.0,398.21,948.5,2.0,2.0,30496.0,398.21,948.5
1710529114554053462,50.0,30996.0,413.09,949.0,2.0,2.0,30996.0,413.09,949.0
1710529115101431463,51.0,31496.0,427.27,949.5,2.0,2.0,31496.0,427.27,949.5
1710529115647158336,52.0,31996.0,434.57,950.0,2.0,2.0,31996.0,434.57,950.0
1710529116192188408,53.0,32496.0,451.34,950.5,2.0,2.0,32496.0,451.34,950.5
1710529116737011166,54.0,-32540.0,470.68,951.0,2.0,2.0,-32540.0,470.68,951.0
1710529117282087321,55.0,-32040.0,482.68,951.5,2.0,2.0,-32040.0,482.68,951.5
1710529117830138838,56.0,-31540.0,496.09,952.0,2.0,2.0,-31540.0,496.09,952.0
1710529118375247452,57.0,-31040.0,512.8,952.5,2.0,2.0,-31040.0,512.8,952.5
1710529118920122308,58.0,-30540.0,519.04,953.0,2.0,2.0,-30540.0,519.04,953.0
1710529119464884793,59.0,-30040.0,518.45,953.5,2.0,2.0,-30040.0,518.45,953.5
1710529120013178774,60.0,-29540.0,540.68,954.0,2.0,2.0,-29540.0,540.68,954.0
1710529120558117656,61.0,-29040.0,548.11,954.5,2.0,2.0,-29040.0,548.11,954.5
1710529121102698566,62.0,-28540.0,569.09,955.0,2.0,2.0,-28540.0,569.09,955.0
1710529121647990874,63.0,-28040.0,578.23,955.5,2.0,2.0,-28040.0,578.23,955.5
1710529122192873490,64.0,-27540.0,587.24,956.0,2.0,2.0,-27540.0,587.24,956.0
1710529122741292342,65.0,-27040.0,590.1,956.5,2.0,2.0,-27040.0,590.1,956.5
1710529123289151107,66.0,-26540.0,601.47,957.0,2.0,2.0,-26540.0,601.47,957.0
1710529123831067042,67.0,-26040.0,618.25,957.5,2.0,2.0,-26040.0,618.25,957.5
1710529124375812569,68.0,-25540.0,642.45,958.0,2.0,2.0,-25540.0,642.45,958.0
1710529124924012410,69.0,-25040.0,655.19,958.5,2.0,2.0,-25040.0,655.19,958.5
1710529125469078224,70.0,-24540.0,664.34,959.0,2.0,2.0,-24540.0,664.34,959.0
1710529126014377517,71.0,-24040.0,686.62,959.5,2.0,2.0,-24040.0,686.62,959.5
1710529126558972811,72.0,-23540.0,694.86,960.0,2.0,2.0,-23540.0,694.86,960.0
1710529127104678048,73.0,-23040.0,706.01,960.5,2.0,2.0,-23040.0,706.01,960.5
1710529127652151924,74.0,-22540.0,717.62,961.0,2.0,2.0,-22540.0,717.62,961.0
1710529128197085461,75.0,-22040.0,729.97,961.5,2.0,2.0,-22040.0,729.97,961.5
