bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710528095062959531,2.0,28140.0,-54.63,684.0,2.0,2.0,28140.0,-54.63,684.0
1710528095607874997,3.0,28640.0,-52.18,684.5,2.0,2.0,28640.0,-52.18,684.5
1710528096152264908,4.0,29140.0,-54.81,685.0,2.0,2.0,29140.0,-54.81,685.0
1710528096697508590,5.0,29640.0,-53.9,685.5,2.0,2.0,29640.0,-53.9,685.5
1710528097245982785,6.0,30140.0,-54.21,686.0,2.0,2.0,30140.0,-54.21,686.0
1710528097790904227,7.0,30640.0,-53.04,686.5,2.0,2.0,30640.0,-53.04,686.5
1710528098335833321,8.0,31140.0,-53.49,687.0,2.0,2.0,31140.0,-53.49,687.0
1710528098880695706,9.0,31640.0,-52.01,687.5,2.0,2.0,31640.0,-52.01,687.5
1710528099425427883,10.0,32140.0,-52.44,688.0,2.0,2.0,32140.0,-52.44,688.0
1710528099973786434,11.0,32640.0,-46.34,688.5,2.0,2.0,32640.0,-46.34,688.5
1710528100518193667,12.0,-32396.0,-13.78,689.0,2.0,2.0,-32396.0,-13.78,689.0
1710528101063604218,13.0,-31896.0,18.94,689.5,2.0,2.0,-31896.0,18.94,689.5
1710528101608524770,14.0,-31396.0,51.47,690.0,2.0,2.0,-31396.0,51.47,690.0
1710528102152837517,15.0,-30896.0,88.55,690.5,2.0,2.0,-30896.0,88.55,690.5
1710528102701731649,16.0,-30396.0,123.97,691.0,2.0,2.0,-30396.0,123.97,691.0
1710528103246640914,17.0,-29896.0,161.01,691.5,2.0,2.0,-29896.0,161.01,691.5
1710528103791553027,18.0,-29396.0,184.57,692.0,2.0,2.0,-29396.0,184.57,692.0
1710528104336616162,19.0,-28896.0,201.77,692.5,2.0,2.0,-28896.0,201.77,692.5
1710528104884787492,20.0,-28396.0,221.7,693.0,2.0,2.0,-28396.0,221.7,693.0
1710528105429686966,21.0,-27896.0,232.48,693.5,2.0,2.0,-27896.0,232.48,693.5
1710528105974415023,22.0,-27396.0,240.48,694.0,2.0,2.0,-27396.0,240.48,694.0
1710528106518697065,23.0,-26896.0,237.6,694.5,2.0,2.0,-26896.0,237.6,694.5
1710528107064480875,24.0,-26396.0,248.61,695.0,2.0,2.0,-26396.0,248.61,695.0
1710528107612616945,25.0,-25896.0,258.28,695.5,2.0,2.0,-25896.0,258.28,695.5
1710528108157596982,26.0,-25396.0,266.07,696.0,2.0,2.0,-25396.0,266.07,696.0
1710528108702273257,27.0,-24896.0,275.72,696.5,2.0,2.0,-24896.0,275.72,696.5
1710528109247399272,28.0,-24396.0,285.34,697.0,2.0,2.0,-24396.0,285.34,697.0
1710528109795720831,29.0,-23896.0,293.61,697.5,2.0,2.0,-23896.0,293.61,697.5
1710528110340680110,30.0,-23396.0,307.45,698.0,2.0,2.0,-23396.0,307.45,698.0
1710528110885686088,31.0,-22896.0,321.13,698.5,2.0,2.0,-22896.0,321.13,698.5
1710528111430437230,32.0,-22396.0,340.86,699.0,2.0,2.0,-22396.0,340.86,699.0
1710528111975272036,33.0,-21896.0,341.06,699.5,2.0,2.0,-21896.0,341.06,699.5
1710528112523276988,34.0,-21396.0,358.87,700.0,2.0,2.0,-21396.0,358.87,700.0
1710528113068633755,35.0,-20896.0,365.57,700.5,2.0,2.0,-20896.0,365.57,700.5
1710528113613291135,36.0,-20396.0,375.94,701.0,2.0,2.0,-20396.0,375.94,701.0
1710528114158310672,37.0,-19896.0,372.14,701.5,2.0,2.0,-19896.0,372.14,701.5
1710528114710793777,38.0,-19396.0,382.62,702.0,2.0,2.0,-19396.0,382.62,702.0
1710528115251442292,39.0,-18896.0,394.98,702.5,2.0,2.0,-18896.0,394.98,702.5
1710528115796300255,40.0,-18396.0,404.78,703.0,2.0,2.0,-18396.0,404.78,703.0
1710528116340857698,41.0,-17896.0,419.79,703.5,2.0,2.0,-17896.0,419.79,703.5
1710528116886177220,42.0,-17396.0,427.0,704.0,2.0,2.0,-17396.0,427.0,704.0
1710528117434558944,43.0,-16896.0,448.58,704.5,2.0,2.0,-16896.0,448.58,704.5
1710528117979423208,44.0,-16396.0,463.51,705.0,2.0,2.0,-16396.0,463.51,705.0
1710528118523763883,45.0,-15896.0,479.29,705.5,2.0,2.0,-15896.0,479.29,705.5
1710528119069224300,46.0,-15396.0,493.46,706.0,2.0,2.0,-15396.0,493.46,706.0
1710528119617540474,47.0,-14896.0,515.39,706.5,2.0,2.0,-14896.0,515.39,706.5
1710528120162498075,48.0,-14396.0,537.17,707.0,2.0,2.0,-14396.0,537.17,707.0
1710528120711079266,49.0,-13896.0,556.16,707.5,2.0,2.0,-13896.0,556.16,707.5
1710528121252339221,50.0,-13396.0,577.1,708.0,2.0,2.0,-13396.0,577.1,708.0
1710528121797113326,51.0,-12896.0,595.2,708.5,2.0,2.0,-12896.0,595.2,708.5
1710528122345095238,52.0,-12396.0,623.95,709.0,2.0,2.0,-12396.0,623.95,709.0
1710528122890219460,53.0,-11896.0,651.96,709.5,2.0,2.0,-11896.0,651.96,709.5
1710528123435324981,54.0,-11396.0,673.6,710.0,2.0,2.0,-11396.0,673.6,710.0
1710528123980073466,55.0,-10896.0,698.95,710.5,2.0,2.0,-10896.0,698.95,710.5
1710528124528201552,56.0,-10396.0,722.84,711.0,2.0,2.0,-10396.0,722.84,711.0
1710528125073323169,57.0,-9896.0,743.7,711.5,2.0,2.0,-9896.0,743.7,711.5
1710528125618712686,58.0,-9396.0,773.08,712.0,2.0,2.0,-9396.0,773.08,712.0
1710528126163150258,59.0,-8896.0,797.04,712.5,2.0,2.0,-8896.0,797.04,712.5
1710528126712199835,60.0,-8396.0,822.01,713.0,2.0,2.0,-8396.0,822.01,713.0
1710528127256245710,61.0,-7896.0,847.02,713.5,2.0,2.0,-7896.0,847.02,713.5
1710528127801329719,62.0,-7396.0,871.88,714.0,2.0,2.0,-7396.0,871.88,714.0
1710528128345829083,63.0,-6896.0,897.15,714.5,2.0,2.0,-6896.0,897.15,714.5
1710528128891360109,64.0,-6396.0,923.05,715.0,2.0,2.0,-6396.0,923.05,715.0
1710528129439294573,65.0,-5896.0,949.79,715.5,2.0,2.0,-5896.0,949.79,715.5
1710528129984278631,66.0,-5396.0,975.12,716.0,2.0,2.0,-5396.0,975.12,716.0
1710528130528707999,67.0,-4896.0,1001.77,716.5,2.0,2.0,-4896.0,1001.77,716.5
