bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710533248071779256,2.0,17356.0,-7.69,280.0,2.0,2.0,17356.0,-7.69,280.0
1710533248616914422,3.0,17856.0,-30.27,280.5,2.0,2.0,17856.0,-30.27,280.5
1710533249161977375,4.0,18356.0,-17.09,281.0,2.0,2.0,18356.0,-17.09,281.0
1710533249706889470,5.0,18856.0,-3.29,281.5,2.0,2.0,18856.0,-3.29,281.5
1710533250251876932,6.0,19356.0,-10.43,282.0,2.0,2.0,19356.0,-10.43,282.0
1710533250799896854,7.0,19856.0,-19.09,282.5,2.0,2.0,19856.0,-19.09,282.5
1710533251344874164,8.0,20356.0,-6.79,283.0,2.0,2.0,20356.0,-6.79,283.0
1710533251889354400,9.0,20856.0,-4.61,283.5,2.0,2.0,20856.0,-4.61,283.5
1710533252434797080,10.0,21356.0,0.02,284.0,2.0,2.0,21356.0,0.02,284.0
1710533252979609374,11.0,21856.0,5.19,284.5,2.0,2.0,21856.0,5.19,284.5
1710533253527784436,12.0,22356.0,12.94,285.0,2.0,2.0,22356.0,12.94,285.0
1710533254072156614,13.0,22856.0,15.89,285.5,2.0,2.0,22856.0,15.89,285.5
1710533254617482434,14.0,23356.0,21.68,286.0,2.0,2.0,23356.0,21.68,286.0
1710533255162362339,15.0,23856.0,25.71,286.5,2.0,2.0,23856.0,25.71,286.5
1710533255710713182,16.0,24356.0,39.97,287.0,2.0,2.0,24356.0,39.97,287.0
1710533256257951966,17.0,24856.0,62.2,287.5,2.0,2.0,24856.0,62.2,287.5
1710533256800571987,18.0,25356.0,83.63,288.0,2.0,2.0,25356.0,83.63,288.0
1710533257345512254,19.0,25856.0,102.02,288.5,2.0,2.0,25856.0,102.02,288.5
1710533257890596533,20.0,26356.0,118.3,289.0,2.0,2.0,26356.0,118.3,289.0
1710533258438662249,21.0,26856.0,133.8,289.5,2.0,2.0,26856.0,133.8,289.5
1710533258983567234,22.0,27356.0,147.49,290.0,2.0,2.0,27356.0,147.49,290.0
1710533259528343786,23.0,27856.0,161.9,290.5,2.0,2.0,27856.0,161.9,290.5
1710533260072831900,24.0,28356.0,174.17,291.0,2.0,2.0,28356.0,174.17,291.0
1710533260621716739,25.0,28856.0,194.51,291.5,2.0,2.0,28856.0,194.51,291.5
1710533261166692529,26.0,29356.0,204.55,292.0,2.0,2.0,29356.0,204.55,292.0
1710533261711378369,27.0,29856.0,221.49,292.5,2.0,2.0,29856.0,221.49,292.5
1710533262257949219,28.0,30356.0,233.76,293.0,2.0,2.0,30356.0,233.76,293.0
1710533262801625592,29.0,30856.0,245.97,293.5,2.0,2.0,30856.0,245.97,293.5
1710533263349595718,30.0,31356.0,258.76,294.0,2.0,2.0,31356.0,258.76,294.0
1710533263894612820,31.0,31856.0,272.79,294.5,2.0,2.0,31856.0,272.79,294.5
1710533264439554737,32.0,32356.0,281.14,295.0,2.0,2.0,32356.0,281.14,295.0
1710533264984498541,33.0,-32680.0,291.96,295.5,2.0,2.0,-32680.0,291.96,295.5
1710533265532561792,34.0,-32180.0,302.41,296.0,2.0,2.0,-32180.0,302.41,296.0
1710533266077634053,35.0,-31680.0,319.13,296.5,2.0,2.0,-31680.0,319.13,296.5
1710533266622888057,36.0,-31180.0,330.88,297.0,2.0,2.0,-31180.0,330.88,297.0
1710533267167211501,37.0,-30680.0,341.49,297.5,2.0,2.0,-30680.0,341.49,297.5
1710533267712184550,38.0,-30180.0,350.89,298.0,2.0,2.0,-30180.0,350.89,298.0
1710533268261744294,39.0,-29680.0,363.34,298.5,2.0,2.0,-29680.0,363.34,298.5
1710533268805449763,40.0,-29180.0,375.51,299.0,2.0,2.0,-29180.0,375.51,299.0
1710533269350891839,41.0,-28680.0,385.56,299.5,2.0,2.0,-28680.0,385.56,299.5
1710533269894926770,42.0,-28180.0,396.36,300.0,2.0,2.0,-28180.0,396.36,300.0
1710533270443528182,43.0,-27680.0,410.12,300.5,2.0,2.0,-27680.0,410.12,300.5
1710533270989223804,44.0,-27180.0,426.3,301.0,2.0,2.0,-27180.0,426.3,301.0
1710533271533334398,45.0,-26680.0,438.44,301.5,2.0,2.0,-26680.0,438.44,301.5
1710533272077743844,46.0,-26180.0,454.75,302.0,2.0,2.0,-26180.0,454.75,302.0
1710533272626559949,47.0,-25680.0,462.92,302.5,2.0,2.0,-25680.0,462.92,302.5
1710533273171392184,48.0,-25180.0,479.19,303.0,2.0,2.0,-25180.0,479.19,303.0
1710533273716496504,49.0,-24680.0,489.36,303.5,2.0,2.0,-24680.0,489.36,303.5
1710533274262497490,50.0,-24180.0,503.12,304.0,2.0,2.0,-24180.0,503.12,304.0
1710533274806224368,51.0,-23680.0,512.0,304.5,2.0,2.0,-23680.0,512.0,304.5
1710533275354429215,52.0,-23180.0,525.49,305.0,2.0,2.0,-23180.0,525.49,305.0
1710533275899502473,53.0,-22680.0,534.83,305.5,2.0,2.0,-22680.0,534.83,305.5
1710533276444347748,54.0,-22180.0,548.99,306.0,2.0,2.0,-22180.0,548.99,306.0
1710533276989231961,55.0,-21680.0,562.52,306.5,2.0,2.0,-21680.0,562.52,306.5
1710533277537575119,56.0,-21180.0,572.26,307.0,2.0,2.0,-21180.0,572.26,307.0
1710533278082191762,57.0,-20680.0,587.78,307.5,2.0,2.0,-20680.0,587.78,307.5
1710533278627387331,58.0,-20180.0,597.45,308.0,2.0,2.0,-20180.0,597.45,308.0
1710533279172724787,59.0,-19680.0,611.78,308.5,2.0,2.0,-19680.0,611.78,308.5
1710533279717581162,60.0,-19180.0,624.13,309.0,2.0,2.0,-19180.0,624.13,309.0
1710533280265059361,61.0,-18680.0,634.7,309.5,2.0,2.0,-18680.0,634.7,309.5
1710533280810424182,62.0,-18180.0,648.02,310.0,2.0,2.0,-18180.0,648.02,310.0
1710533281355392906,63.0,-17680.0,660.84,310.5,2.0,2.0,-17680.0,660.84,310.5
1710533281900165738,64.0,-17180.0,669.04,311.0,2.0,2.0,-17180.0,669.04,311.0
1710533282448467669,65.0,-16680.0,685.67,311.5,2.0,2.0,-16680.0,685.67,311.5
1710533282993424523,66.0,-16180.0,693.15,312.0,2.0,2.0,-16180.0,693.15,312.0
1710533283538251961,67.0,-15680.0,705.82,312.5,2.0,2.0,-15680.0,705.82,312.5
1710533284083262912,68.0,-15180.0,716.14,313.0,2.0,2.0,-15180.0,716.14,313.0
1710533284628376355,69.0,-14680.0,725.04,313.5,2.0,2.0,-14680.0,725.04,313.5
1710533285176380414,70.0,-14180.0,738.51,314.0,2.0,2.0,-14180.0,738.51,314.0
1710533285721544603,71.0,-13680.0,750.19,314.5,2.0,2.0,-13680.0,750.19,314.5
1710533286265743765,72.0,-13180.0,760.58,315.0,2.0,2.0,-13180.0,760.58,315.0
1710533286811267074,73.0,-12680.0,771.55,315.5,2.0,2.0,-12680.0,771.55,315.5
1710533287359514219,74.0,-12180.0,787.85,316.0,2.0,2.0,-12180.0,787.85,316.0
1710533287904329238,75.0,-11680.0,802.39,316.5,2.0,2.0,-11680.0,802.39,316.5
1710533288449219645,76.0,-11180.0,806.03,317.0,2.0,2.0,-11180.0,806.03,317.0
1710533288994417728,77.0,-10680.0,820.94,317.5,2.0,2.0,-10680.0,820.94,317.5
1710533289542492110,78.0,-10180.0,827.53,318.0,2.0,2.0,-10180.0,827.53,318.0
1710533290087612674,79.0,-9680.0,843.88,318.5,2.0,2.0,-9680.0,843.88,318.5
1710533290632495043,80.0,-9180.0,849.01,319.0,2.0,2.0,-9180.0,849.01,319.0
1710533291177228343,81.0,-8680.0,863.79,319.5,2.0,2.0,-8680.0,863.79,319.5
1710533291722243977,82.0,-8180.0,876.47,320.0,2.0,2.0,-8180.0,876.47,320.0
1710533292270188226,83.0,-7680.0,890.89,320.5,2.0,2.0,-7680.0,890.89,320.5
1710533292815351572,84.0,-7180.0,893.53,321.0,2.0,2.0,-7180.0,893.53,321.0
1710533293360147131,85.0,-6680.0,906.12,321.5,2.0,2.0,-6680.0,906.12,321.5
1710533293905112460,86.0,-6180.0,919.48,322.0,2.0,2.0,-6180.0,919.48,322.0
1710533294449618108,87.0,-5680.0,934.13,322.5,2.0,2.0,-5680.0,934.13,322.5
1710533294998309390,88.0,-5180.0,943.92,323.0,2.0,2.0,-5180.0,943.92,323.0
1710533295543104584,89.0,-4680.0,954.92,323.5,2.0,2.0,-4680.0,954.92,323.5
