bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710536051973632280,2.0,-16504.0,-4.84,901.5,2.0,2.0,-16504.0,-4.84,901.5
1710536052518426539,3.0,-16004.0,-4.71,902.0,2.0,2.0,-16004.0,-4.71,902.0
1710536053066761626,4.0,-15504.0,-4.56,902.5,2.0,2.0,-15504.0,-4.56,902.5
1710536053614856290,5.0,-15004.0,-4.65,903.0,2.0,2.0,-15004.0,-4.65,903.0
1710536054156449607,6.0,-14504.0,-1.62,903.5,2.0,2.0,-14504.0,-1.62,903.5
1710536054701912318,7.0,-14004.0,-3.07,904.0,2.0,2.0,-14004.0,-3.07,904.0
1710536055246169447,8.0,-13504.0,2.22,904.5,2.0,2.0,-13504.0,2.22,904.5
1710536055794403695,9.0,-13004.0,9.53,905.0,2.0,2.0,-13004.0,9.53,905.0
1710536056339484361,10.0,-12504.0,6.58,905.5,2.0,2.0,-12504.0,6.58,905.5
1710536056884359075,11.0,-12004.0,8.6,906.0,2.0,2.0,-12004.0,8.6,906.0
1710536057429097692,12.0,-11504.0,10.26,906.5,2.0,2.0,-11504.0,10.26,906.5
1710536057974143870,13.0,-11004.0,5.97,907.0,2.0,2.0,-11004.0,5.97,907.0
1710536058522511323,14.0,-10504.0,12.9,907.5,2.0,2.0,-10504.0,12.9,907.5
1710536059067455202,15.0,-10004.0,15.91,908.0,2.0,2.0,-10004.0,15.91,908.0
1710536059615487366,16.0,-9504.0,22.78,908.5,2.0,2.0,-9504.0,22.78,908.5
1710536060157066369,17.0,-9004.0,18.07,909.0,2.0,2.0,-9004.0,18.07,909.0
1710536060702043817,18.0,-8504.0,22.1,909.5,2.0,2.0,-8504.0,22.1,909.5
1710536061250269389,19.0,-8004.0,32.53,910.0,2.0,2.0,-8004.0,32.53,910.0
1710536061795263432,20.0,-7504.0,38.56,910.5,2.0,2.0,-7504.0,38.56,910.5
1710536062340007056,21.0,-7004.0,37.06,911.0,2.0,2.0,-7004.0,37.06,911.0
1710536062884974501,22.0,-6504.0,42.78,911.5,2.0,2.0,-6504.0,42.78,911.5
1710536063429566481,23.0,-6004.0,42.64,912.0,2.0,2.0,-6004.0,42.64,912.0
1710536063978153873,24.0,-5504.0,37.2,912.5,2.0,2.0,-5504.0,37.2,912.5
1710536064523052472,25.0,-5004.0,42.52,913.0,2.0,2.0,-5004.0,42.52,913.0
1710536065067663119,26.0,-4504.0,47.25,913.5,2.0,2.0,-4504.0,47.25,913.5
1710536065612980005,27.0,-4004.0,50.83,914.0,2.0,2.0,-4004.0,50.83,914.0
1710536066157638511,28.0,-3504.0,56.65,914.5,2.0,2.0,-3504.0,56.65,914.5
1710536066706018706,29.0,-3004.0,59.92,915.0,2.0,2.0,-3004.0,59.92,915.0
1710536067250728057,30.0,-2504.0,55.5,915.5,2.0,2.0,-2504.0,55.5,915.5
1710536067795885520,31.0,-2004.0,58.64,916.0,2.0,2.0,-2004.0,58.64,916.0
1710536068340476442,32.0,-1504.0,63.87,916.5,2.0,2.0,-1504.0,63.87,916.5
1710536068885464025,33.0,-1004.0,49.21,917.0,2.0,2.0,-1004.0,49.21,917.0
1710536069433581191,34.0,-504.0,62.75,917.5,2.0,2.0,-504.0,62.75,917.5
1710536069978514738,35.0,-4.0,70.17,918.0,2.0,2.0,-4.0,70.17,918.0
1710536070523501218,36.0,496.0,66.91,918.5,2.0,2.0,496.0,66.91,918.5
1710536071068447245,37.0,996.0,65.48,919.0,2.0,2.0,996.0,65.48,919.0
1710536071613094436,38.0,1496.0,80.55,919.5,2.0,2.0,1496.0,80.55,919.5
