bag_timestamp_ns,load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement
1710532465075034576,2.0,500.0,-27.46,1.0,2.0,2.0,500.0,-27.46,1.0
1710532465619856669,3.0,1000.0,-26.43,1.5,2.0,2.0,1000.0,-26.43,1.5
1710532466164818840,4.0,1500.0,-24.38,2.0,2.0,2.0,1500.0,-24.38,2.0
1710532466709165378,5.0,2000.0,-23.86,2.5,2.0,2.0,2000.0,-23.86,2.5
1710532467254631637,6.0,2500.0,-20.51,3.0,2.0,2.0,2500.0,-20.51,3.0
1710532467799459313,7.0,3000.0,-17.9,3.5,2.0,2.0,3000.0,-17.9,3.5
1710532468347654734,8.0,3500.0,-16.08,4.0,2.0,2.0,3500.0,-16.08,4.0
1710532468892424188,9.0,4000.0,-15.43,4.5,2.0,2.0,4000.0,-15.43,4.5
1710532469437545301,10.0,4500.0,-11.33,5.0,2.0,2.0,4500.0,-11.33,5.0
1710532469982201492,11.0,5000.0,-6.09,5.5,2.0,2.0,5000.0,-6.09,5.5
1710532470527468838,12.0,5500.0,-2.39,6.0,2.0,2.0,5500.0,-2.39,6.0
1710532471073361891,13.0,6000.0,0.58,6.5,2.0,2.0,6000.0,0.58,6.5
1710532471620100999,14.0,6500.0,4.97,7.0,2.0,2.0,6500.0,4.97,7.0
1710532472165145388,15.0,7000.0,7.95,7.5,2.0,2.0,7000.0,7.95,7.5
1710532472710046023,16.0,7500.0,9.18,8.0,2.0,2.0,7500.0,9.18,8.0
1710532473254836105,17.0,8000.0,14.76,8.5,2.0,2.0,8000.0,14.76,8.5
1710532473799757525,18.0,8500.0,16.37,9.0,2.0,2.0,8500.0,16.37,9.0
1710532474344537820,19.0,9000.0,22.32,9.5,2.0,2.0,9000.0,22.32,9.5
1710532474892179856,20.0,9500.0,24.31,10.0,2.0,2.0,9500.0,24.31,10.0
1710532475437566163,21.0,10000.0,28.38,10.5,2.0,2.0,10000.0,28.38,10.5
1710532475982652470,22.0,10500.0,32.32,11.0,2.0,2.0,10500.0,32.32,11.0
1710532476527537821,23.0,11000.0,39.73,11.5,2.0,2.0,11000.0,39.73,11.5
1710532477075751737,24.0,11500.0,38.33,12.0,2.0,2.0,11500.0,38.33,12.0
1710532477620573300,25.0,12000.0,43.33,12.5,2.0,2.0,12000.0,43.33,12.5
1710532478165724477,26.0,12500.0,49.01,13.0,2.0,2.0,12500.0,49.01,13.0
1710532478710401691,27.0,13000.0,52.51,13.5,2.0,2.0,13000.0,52.51,13.5
1710532479255253824,28.0,13500.0,59.81,14.0,2.0,2.0,13500.0,59.81,14.0
