load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,3.272415891,0.0
8.0,0.5,3.817790431,0.0784532
15.98,1.0,4.362525612000001,0.15671025
18.52,1.5,4.910662424000001,0.18161915
23.16,2.0,5.456036717,0.22712201
8.89,2.5,6.000613657000001,0.08718112
22.51,3.0,6.545568889,0.22074768
26.39,3.5,7.093828528,0.2587975
37.2,4.0,7.638735424,0.36480737
43.34,4.5,8.183817269,0.4250202
48.44,5.0,8.728464508,0.4750341
44.66,5.5,9.273571671000001,0.43796498
57.36,6.0,9.821699831,0.5625094
57.36,6.5,10.366498992,0.5625094
45.03,7.0,10.911360376000001,0.4415934
53.329998,7.5,11.456888928000001,0.5229886
64.07,8.0,12.001395010000001,0.62831205
65.58,8.5,12.549517538,0.64312005
75.16,9.0,13.094542208,0.7370678
85.01,9.5,13.639552645,0.8336633
84.350006,10.0,14.184431,0.82719094
92.76,10.5,14.732442031000001,0.9096648
99.270004,11.0,15.277359721000002,0.9735061
105.420006,11.5,15.822393846,1.033817
117.71001,12.0,16.367321545,1.1543409
127.3,12.5,16.912549058,1.2483866
138.88,13.0,17.460253219000002,1.3619475
145.19,13.5,18.005452004000002,1.4238275
150.02,14.0,18.550361613,1.4711937
152.22,14.5,19.094736293,1.4927683
169.29001,15.0,19.643458147,1.6601678
159.81,15.5,20.188605175000003,1.5672007
143.08,16.0,20.733574888,1.4031355
170.19,16.5,21.277912056,1.6689937
181.43001,17.0,21.822909717,1.7792206
208.83,17.5,22.371337586000003,2.0479226
202.74,18.0,22.916222347,1.9882002
218.18001,18.5,23.461283248,2.1396148
222.41,19.0,24.006163615000002,2.1810968
237.31,19.5,24.554509424000003,2.327216
232.21,20.0,25.099157856,2.2772021
232.36,20.5,25.644138948000002,2.278673
247.68001,21.0,26.189245590000002,2.428911
254.46,21.5,26.737584216000002,2.4954
260.17,22.0,27.282355317,2.5513961
266.28,22.5,27.827675163000002,2.6113145
271.48,23.0,28.372244949000002,2.6623092
282.68,23.5,28.917253672,2.7721436
281.23,24.0,29.465179895000002,2.757924
292.24,24.5,30.010399469000003,2.865895
297.82,25.0,30.555303032,2.9206164
298.63,25.5,31.100136111,2.9285598
302.62,26.0,31.654474604,2.967688
323.59,26.5,32.193376343000004,3.1733336
330.48,27.0,32.738226343,3.2409017
337.1,27.5,33.28306764,3.3058217
339.56,28.0,33.831465228,3.3299458
346.34,28.5,34.376416287000005,3.396435
355.03,29.0,34.920968399,3.4816546
360.94,29.5,35.465812554,3.539612
367.89,30.0,36.011048236,3.6077685
381.87,30.5,36.559467454,3.7448652
384.21,31.0,37.10408167,3.7678127
389.53,31.5,37.654370537000005,3.8199842
397.89,32.0,38.194715495000004,3.901968
404.96,32.5,38.742723633000004,3.9713006
412.71,33.0,39.287423277,4.0473022
418.89,33.5,39.832324251,4.107908
420.56,34.0,40.377256786000004,4.1242847
426.62,34.5,40.925532704000005,4.183713
434.38,35.0,41.470124633000005,4.259813
444.45,35.5,42.015401728,4.358566
453.78,36.0,42.560314269,4.450062
455.41,36.5,43.105134459000006,4.4660463
459.56,37.0,43.655458026000005,4.506744
459.27,37.5,44.198474664,4.5039
465.4,38.0,44.743829313000006,4.564015
