load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,4.362546454,0.0
7.6799994,0.5,4.907452789000001,0.075315066
15.469999,1.0,5.455204630000001,0.15170887
30.52,1.5,6.000743269,0.29929894
35.129997,2.0,6.545404778,0.3445076
47.69,2.5,7.089569238,0.4676791
56.989998,3.0,7.635215369000001,0.5588809
69.24,3.5,8.183606575,0.6790124
70.79,4.0,8.728334413,0.69421273
83.78999,4.5,9.272857836,0.82169914
95.03,5.0,9.818412311000001,0.93192595
101.66,5.5,10.363114984000001,0.996944
118.479996,6.0,10.911450831,1.1618918
130.3,6.5,11.45630333,1.2778064
147.40999,7.0,12.001135842,1.4455981
162.26,7.5,12.546332673,1.5912269
175.44,8.0,13.090875083,1.7204787
191.15999,8.5,13.639038387000001,1.8746392
189.59,9.0,14.184151992,1.8592427
205.98999,9.5,14.729092337,2.0200717
219.44,10.0,15.273810914,2.1519713
232.87,10.5,15.818844010000001,2.2836745
249.95999,11.0,16.367066658000002,2.45127
259.38,11.5,16.911891778,2.5436487
263.69,12.0,17.456239598,2.5859156
282.80002,12.5,18.001874415,2.7733207
299.18002,13.0,18.546498917,2.9339535
