load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,2.182817327,0.0
-1.4499999,0.5,2.7282800380000003,-0.014219642
3.8400002,1.0,3.2725371670000003,0.037657537
11.15,1.5,3.8207714150000003,0.10934414
8.2,2.0,4.365852081,0.08041453
10.22,2.5,4.910726795,0.10022396
11.88,3.0,5.455465412000001,0.116503
7.5899997,3.5,6.00051159,0.07443247
14.5199995,4.0,6.548879043,0.14239255
17.53,4.5,7.093822922,0.17191057
24.400002,5.0,7.6418550860000005,0.23928225
19.69,5.5,8.183434089,0.19309293
23.720001,6.0,8.728411537000001,0.23261373
34.149998,6.5,9.276637109000001,0.3348971
40.18,7.0,9.821631152,0.39403123
38.68,7.5,10.366374776,0.37932125
44.399998,8.0,10.911342221,0.43541524
44.26,8.5,11.455934201000002,0.43404233
38.82,9.0,12.004521593000002,0.38069415
44.14,9.5,12.549420192000001,0.43286553
48.87,10.0,13.094030839,0.479251
52.45,10.5,13.639347725,0.5143588
58.27,11.0,14.184006231000001,0.5714335
61.539997,11.5,14.732386426000001,0.6035012
57.12,12.0,15.277095777000001,0.56015587
60.26,12.5,15.82225324,0.5909487
65.49,13.0,16.366844162,0.6422375
50.829998,13.5,16.911831745,0.498472
64.37,14.0,17.459948911,0.6312541
71.79,14.5,18.004882458,0.70401937
68.53001,15.0,18.549868938,0.67204976
67.100006,15.5,19.094814965,0.6580262
82.170006,16.0,19.639462156,0.8058125
90.44,16.5,20.187905135,0.8869134
90.8,17.0,20.732816751,0.8904438
98.47,17.5,21.277513592000002,0.9656608
103.39,18.0,21.822676012000002,1.0139095
113.21,18.5,22.367428127,1.1102108
119.16,19.0,22.915897819,1.1685604
123.98,19.5,23.46053049,1.2158284
130.18,20.0,24.005680145000003,1.2766297
134.51,20.5,24.550706804,1.3190925
140.76,21.0,25.098916582,1.380384
141.83,21.5,25.643493271,1.3908772
149.15,22.0,26.188700269,1.4626619
153.87999,22.5,26.733503038000002,1.5090473
159.48,23.0,27.278106527000002,1.5639645
163.01,23.5,27.82687035,1.598582
161.34,24.0,28.371958439,1.5822049
162.31999,24.5,28.916563018,1.5918154
162.54999,25.0,29.460955076,1.5940709
160.69,25.5,30.009683129000003,1.5758306
160.62,26.0,30.554655983000004,1.575144
179.23999,26.5,31.099360646,1.7577438
200.26999,27.0,31.64463585,1.9639777
205.54,27.5,32.189443671,2.0156586
204.9,28.0,32.737958132,2.0093825
207.78,28.5,33.282744217,2.0376258
207.25,29.0,33.827545127,2.0324283
208.47,29.5,34.372667027000006,2.0443923
219.15,30.0,34.920801554,2.1491272
225.61,30.5,35.465397712000005,2.2124784
219.76999,31.0,36.01056165,2.1552074
220.51999,31.5,36.555425831,2.1625624
238.04999,32.0,37.100572671,2.334473
239.5,32.5,37.648516593000004,2.3486927
248.47,33.0,38.193587900000004,2.4366584
256.92,33.5,38.738481624,2.5195246
259.74,34.0,39.283153091,2.5471792
267.13998,34.5,39.836006825000005,2.6197484
269.5,35.0,40.376578264,2.6428921
271.88998,35.5,40.921649297,2.6663299
260.07,36.0,41.466316034,2.5504155
276.46,36.5,42.014664979,2.7111464
294.22998,37.0,42.559650383000005,2.8854103
297.32,37.5,43.104546017000004,2.9157133
301.69998,38.0,43.649297563000005,2.958666
302.44998,38.5,44.194446641000006,2.966021
307.44998,39.0,44.742602133000005,3.0150545
