load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
-1.5699997,0.5,0.547456167,-0.015396357
-0.22000122,1.0,1.0897075740000002,-0.0021574497
-0.9700012,1.5,1.634929246,-0.0095124245
-0.15000153,2.0,2.1830134450000003,-0.0014709234
-0.12000275,2.5,2.728110688,-0.0011767149
-0.05000305,3.0,3.2737979790000002,-0.0004903078
12.339996,3.5,3.81949451,0.12101406
21.57,4.0,4.374721056,0.2115295
31.449997,4.5,4.910997211000001,0.30841917
38.68,5.0,5.455964731,0.37932128
46.649998,5.5,6.0008258450000005,0.45748025
57.949997,6.0,6.545996247000001,0.56829536
68.11,6.5,7.097226185,0.66793096
78.399994,7.0,7.640063517000001,0.7688414
86.88,7.5,8.184021727000001,0.8520018
97.78999,8.0,8.729005703,0.9589923
108.82,8.5,9.273313671,1.0671597
119.28999,9.0,9.820471172000001,1.1698353
130.3,9.5,10.366675495,1.2778065
140.09,10.0,10.911855522000002,1.3738136
151.59,10.5,11.458873439000001,1.48659
161.43,11.0,12.001502163000001,1.5830874
171.20999,11.5,12.550637351,1.6789966
180.9,12.0,13.094639504000002,1.7740229
193.23999,12.5,13.639703568000002,1.895037
205.0,13.0,14.184051384000002,2.0103633
216.48,13.5,14.731761225000001,2.1229434
227.98999,14.0,15.277521024,2.2358181
241.28,14.5,15.825489895,2.3661485
253.88998,15.0,16.368403901,2.4898102
266.91,15.5,16.9135062,2.617493
275.41998,16.0,17.460848285,2.7009473
286.09,16.5,18.005598289,2.8055844
291.26,17.0,18.551790203,2.8562849
299.77,17.5,19.095730012,2.9397395
309.63998,18.0,19.640446695,3.036531
317.15,18.5,20.188425926,3.110179
327.73,19.0,20.733510545,3.2139335
336.66998,19.5,21.278554666,3.3016047
347.38,20.0,21.825364206,3.406634
357.86,20.5,22.371861884,3.5094078
366.0,21.0,22.916759318,3.5892339
377.41,21.5,23.461510962000002,3.7011278
389.19,22.0,24.006376148,3.81665
398.2,22.5,24.551574274,3.905008
408.47,23.0,25.09995623,4.005722
420.23,23.5,25.644414305,4.1210485
430.67,24.0,26.189578311,4.2234297
437.92,24.5,26.734246174000003,4.294528
447.64,25.0,27.282733122000003,4.3898487
459.21,25.5,27.828017861000003,4.5033116
468.18,26.0,28.372783741000003,4.591277
479.59,26.5,28.918562354000002,4.703171
487.64,27.0,29.465803145000002,4.782115
499.55002,27.5,30.010404746000003,4.898912
511.24,28.0,30.555516733,5.0135517
522.08,28.5,31.100875268000003,5.119856
532.12,29.0,31.648053917000002,5.218314
540.27997,29.5,32.193675599,5.2983365
551.72,30.0,32.739012853000006,5.410525
555.14996,30.5,33.283230579000005,5.4441614
567.06,31.0,33.828350613000005,5.560959
578.24,31.5,34.376808313000005,5.670597
588.36,32.0,34.92496593,5.7698407
599.49,32.5,35.467171813,5.8789883
610.23,33.0,36.011788161000005,5.984312
620.39996,33.5,36.559859121,6.0840454
626.21,34.0,37.106808858,6.141022
638.35,34.5,37.649533303000005,6.2600746
648.67,35.0,38.194324599000005,6.3612795
658.88,35.5,38.739413798,6.4614053
670.44,36.0,39.287560846000005,6.5747705
680.58,36.5,39.832991293,6.67421
693.78,37.0,40.380157836,6.8036575
704.67,37.5,40.921990226000005,6.910452
712.64,38.0,41.470840558000006,6.988611
725.68,38.5,42.015798496,7.1164894
737.71,39.0,42.560636981,7.2344637
749.03,39.5,43.105878989000004,7.345475
760.75,40.0,43.650972824,7.4604087
771.89,40.5,44.198813187000006,7.569655
784.55,41.0,44.743879916000004,7.693807
