load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
5.710001,0.5,0.5445231850000001,0.055995986
5.2700005,1.0,1.08943856,0.051681057
12.910001,1.5,1.637837382,0.12660386
17.380001,2.0,2.182685915,0.17043957
16.05,2.5,2.727851858,0.15739673
20.36,3.0,3.272610852,0.1996634
30.17,3.5,3.817500851,0.29586664
34.62,4.0,4.36555639,0.3395062
36.16,4.5,4.9103336230000005,0.35460848
42.58,5.0,5.4556030920000005,0.41756713
57.65,5.5,6.000542665,0.5653534
66.55,6.0,6.548792603000001,0.6526326
70.33,6.5,7.093789879,0.6897017
73.590004,7.0,7.638610964000001,0.72167134
84.26,7.5,8.18404305,0.82630837
91.74,8.0,8.731797964,0.899662
97.939995,8.5,9.276821547,0.9604633
72.92,9.0,9.821460739,0.7151009
83.02,9.5,10.366151204000001,0.81414807
100.369995,10.0,10.911419692,0.98429346
109.36,10.5,11.459873563,1.0724553
112.89,11.0,12.004684349000001,1.1070727
112.409996,11.5,12.549449105,1.1023655
121.22,12.0,13.094434397,1.1887621
129.96,12.5,13.64280113,1.2744722
135.16,13.0,14.187710012,1.3254668
130.41,13.5,14.732489458000002,1.2788851
150.18001,14.0,15.277537231,1.4727627
157.09001,14.5,15.825895484,1.5405266
164.09001,15.0,16.370518494000002,1.6091732
152.29001,15.5,16.915925658000003,1.4934547
173.97,16.0,17.460806884,1.7060628
172.19,16.5,18.009102682,1.688607
179.71,17.0,18.554027638,1.7623531
182.72,17.5,19.098884700000003,1.791871
186.23001,18.0,19.643753388,1.8262924
208.1,18.5,20.192086422000003,2.0407639
208.94,19.0,20.737061773,2.0490015
201.46,19.5,21.281872585000002,1.9756477
205.83,20.0,21.82684008,2.0185027
218.78,20.5,22.375046644,2.1454988
221.73001,21.0,22.920086544,2.1744285
217.58,21.5,23.465253452000002,2.133731
204.24,22.0,24.009734740000003,2.0029101
218.45001,22.5,24.557899083000002,2.1422627
223.0,23.0,25.102971392,2.186883
229.99,23.5,25.647860419,2.2554314
229.99,24.0,26.192949662,2.2554314
243.40001,24.5,26.738072369,2.3869386
248.49,25.0,27.2861143,2.4368544
257.55,25.5,27.831141271000003,2.5257025
267.88,26.0,28.376158545000003,2.6270053
265.08,26.5,28.921021157000002,2.5995467
280.74,27.0,29.469275170000003,2.7531188
281.12,27.5,30.014063210000003,2.7568455
286.63,28.0,30.559115817000002,2.81088
288.39,28.5,31.103843338,2.8281398
296.09,29.0,31.652272924000002,2.9036508
297.07,29.5,32.196902639,2.9132614
302.31,30.0,32.741963093,2.9646482
313.80002,30.5,33.286896961000004,3.0773268
328.09,31.0,33.831984943,3.2174635
336.06,31.5,34.380346229000004,3.2956226
336.55002,32.0,34.925240354,3.3004282
344.1,32.5,35.469968307,3.374468
340.12,33.0,36.014709922,3.3354375
347.35,33.5,36.563046737,3.40634
354.30002,34.0,37.108172468,3.4744961
366.68,34.5,37.652974488000005,3.5959022
373.13,35.0,38.198042648000005,3.6591551
386.5,35.5,38.742780274000005,3.79027
380.29,36.0,39.291099621,3.7293708
391.93,36.5,39.836096765,3.8435202
400.47,37.0,40.381057483,3.927269
410.0,37.5,40.926166378000005,4.020726
421.75,38.0,41.474148129,4.1359544
431.57,38.5,42.019088411000006,4.232256
441.16,39.0,42.563676676,4.3263016
452.82,39.5,43.10901749,4.440647
462.68,40.0,43.657242973,4.5373406
470.64,40.5,44.201993118000004,4.6154017
478.13,41.0,44.746889984000006,4.6888533
