load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
4.9399986,0.5,0.5449254570000001,0.048444837
6.869999,1.0,1.089924995,0.06737167
8.74,1.5,1.63435617,0.08571011
10.9,2.0,2.1830250220000003,0.1068925
12.99,2.5,2.728396066,0.12738839
14.17,3.0,3.2731333090000003,0.13896023
15.969999,3.5,3.817735497,0.1566122
19.099998,4.0,4.3626109600000005,0.187307
22.13,4.5,4.910900162,0.21702115
22.46,5.0,5.4555356,0.22025736
24.93,5.5,6.000671027,0.24447978
25.5,6.0,6.545686507,0.25006956
27.89,6.5,7.090569752,0.27350748
27.099998,7.0,7.638435725000001,0.2657602
27.539999,7.5,8.18387974,0.27007514
28.21,8.0,8.728770732000001,0.2766456
30.699999,8.5,9.273875722000001,0.30106413
36.059998,9.0,9.818311502,0.3536278
37.67,9.5,10.366695792,0.3694165
37.71,10.0,10.911567060000001,0.36980876
40.78,10.5,11.456369241,0.3999152
42.55,11.0,12.00132679,0.41727296
44.01,11.5,12.546239096,0.43159065
45.149998,12.0,13.094378255,0.44277024
46.379997,12.5,13.638907333,0.4548324
48.129997,13.0,14.184336122000001,0.47199404
49.57,13.5,14.728991007000001,0.48611563
50.78,14.0,15.274113942000001,0.49798167
51.78,14.5,15.82226185,0.5077883
53.73,15.0,16.367265383,0.52691126
56.43,15.5,16.912306696,0.55338925
56.84,16.0,17.457183098,0.55741
59.35,16.5,18.002004818,0.58202463
62.879997,17.0,18.550080256,0.6166421
60.9,17.5,19.09496585,0.59722495
62.79,18.0,19.639814745000002,0.61575955
61.87,18.5,20.185197303000002,0.60673743
63.09,19.0,20.733152183,0.6187016
65.91,19.5,21.278118425000002,0.6463563
65.71,20.0,21.822283597000002,0.644395
68.02,20.5,22.367075192,0.66704834
68.55,21.0,22.912682627000002,0.67224586
70.14,21.5,23.460830530000003,0.68783844
69.91,22.0,24.006112698000003,0.6855829
73.35,22.5,24.550880343000003,0.7193178
75.17,23.0,25.095806206000002,0.7371658
76.55,23.5,25.639831904,0.75069904
78.18,24.0,26.188815897,0.7666839
79.83,24.5,26.73380154,0.7828648
83.08,25.0,27.278516108,0.8147365
85.08,25.5,27.823582050000002,0.83434975
86.49,26.0,28.371929122,0.84817713
89.009995,26.5,28.916787008000004,0.8728899
89.54,27.0,29.46169005,0.8780874
90.25,27.5,30.006610185000003,0.8850502
90.86,28.0,30.551534146,0.8910322
92.24,28.5,31.099924739000002,0.90456533
95.41,29.0,31.644449387,0.9356525
97.43,29.5,32.189666772,0.95546186
98.54,30.0,32.73512057,0.96634734
99.92,30.5,33.279458576,0.97988045
101.34,31.0,33.831428255,0.9938059
102.39,31.5,34.372630587,1.0041028
103.399994,32.0,34.917750208,1.0140076
106.0,32.5,35.461622221,1.0395049
109.130005,33.0,36.010360684000005,1.0701997
109.619995,33.5,36.555582582,1.0750049
110.520004,34.0,37.100391767000005,1.083831
110.78999,34.5,37.64482496,1.0864787
112.09,35.0,38.190621822000004,1.0992274
