load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
0.48999786,0.5,0.544672927,0.0048052073
9.639999,1.0,1.0926848610000002,0.094536096
20.48,1.5,1.637770828,0.20084018
39.47,2.0,2.182577349,0.38706845
53.989998,2.5,2.727620442,0.529461
66.13,3.0,3.2721774580000003,0.64851373
83.27,3.5,3.8202846480000003,0.8165997
104.3,4.0,4.365407403,1.0228336
119.28,4.5,4.910523386,1.1697371
132.92,5.0,5.45530336,1.3034999
149.04,5.5,6.000172484,1.461583
164.52,6.0,6.5483926310000005,1.61339
181.72,6.5,7.093488281000001,1.7820644
197.83,7.0,7.638136509000001,1.9400494
219.77,7.5,8.183103129000001,2.1552074
239.7,8.0,8.727939286,2.350654
258.8,8.5,9.276295102,2.537961
270.91998,9.0,9.820909149,2.6568174
281.22,9.5,10.366139157000001,2.757826
290.96,10.0,10.910916081,2.853343
306.08,10.5,11.455788104000002,3.0016193
315.31,11.0,12.003956612000001,3.0921347
327.19998,11.5,12.549244922000002,3.2087357
333.34,12.0,13.094128188000001,3.2689488
344.72,12.5,13.638688099000001,3.3805485
358.94998,13.0,14.187117587000001,3.520097
372.62,13.5,14.732050446,3.654154
385.86,14.0,15.276943910000002,3.783994
401.78998,14.5,15.821791509,3.9402137
413.25998,15.0,16.366652723,4.0526958
427.84,15.5,16.914878476000002,4.195677
434.03998,16.0,17.459870332,4.2564783
448.00998,16.5,18.004578813000002,4.393477
463.71,17.0,18.549817044,4.5474415
480.47,17.5,19.094717449,4.711801
492.40997,18.0,19.643216359,4.828892
507.06998,18.5,20.187754910000002,4.9726577
519.92,19.0,20.732959762,5.098673
533.21,19.5,21.277604445,5.2290034
547.33,20.0,21.822226504,5.3674736
557.03,20.5,22.370950955,5.462598
568.58,21.0,22.915689873,5.575865
583.94,21.5,23.460717038000002,5.726495
593.92,22.0,24.004623788,5.824365
610.38,22.5,24.553796113,5.9857826
624.56,23.0,25.098730833,6.124841
639.85,23.5,25.643689969,6.2747846
650.98,24.0,26.188786814,6.3839326
658.7,24.5,26.733577070000003,6.45964
673.02997,25.0,27.281912225000003,6.600169
687.16,25.5,27.825967012000003,6.738737
701.06,26.0,28.371427505000003,6.8750496
713.42,26.5,28.916236371,6.9962597
727.47,27.0,29.464619405,7.134043
742.08,27.5,30.009731913000003,7.277319
757.66,28.0,30.554479813,7.4301057
775.54,28.5,31.099558773000002,7.6054487
782.64996,29.0,31.643650450000003,7.675174
794.39,29.5,32.195405537,7.7903047
801.39996,30.0,32.737666142,7.859049
808.99,30.5,33.282762685,7.933481
815.26,31.0,33.827430201000006,7.9949694
829.82,31.5,34.375729756000005,8.137754
844.83,32.0,34.920705410000004,8.284952
861.63,32.5,35.46566655,8.449704
873.64996,33.0,36.009577646000004,8.567579
892.04,33.5,36.558802778,8.747924
916.6,34.0,37.103577929000004,8.988775
929.35,34.5,37.648450335,9.11381
941.31,35.0,38.198918305,9.231097
954.35,35.5,38.738374701000005,9.358975
970.85,36.0,39.286657992,9.520785
972.41,36.5,39.831454955000005,9.536084
978.75,37.0,40.376373826000005,9.598258
990.22,37.5,40.921242613000004,9.71074
1000.6,38.0,41.469721075,9.812533
1011.01,38.5,42.014206162,9.914621
1033.1,39.0,42.559403826,10.131249
1035.37,39.5,43.104384501000006,10.153511
1048.15,40.0,43.649273437000005,10.278839
1056.66,40.5,44.19732372,10.362294
1066.03,41.0,44.742498315000006,10.454183
