load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,4.364561490000001,0.0
37.100006,0.5,4.909937447,0.36382675
77.509995,1.0,5.455023221,0.76011336
108.479996,1.5,6.003234076,1.0638252
137.02,2.0,6.548139391,1.3437072
169.72,2.5,7.093114268000001,1.6643845
206.23001,3.0,7.638137799000001,2.0224257
241.48999,3.5,8.182472935,2.368208
276.38998,4.0,8.731022884,2.7104597
299.79,4.5,9.276075544000001,2.9399357
338.71,5.0,9.82087948,3.3216105
372.91,5.5,10.367929463000001,3.6569977
410.87997,6.0,10.914465028,4.029356
443.16,6.5,11.459023994,4.345915
478.43997,7.0,12.003832747,4.691893
512.13,7.5,12.549147003000002,5.0222793
545.57996,8.0,13.093658881000001,5.3503118
582.05005,8.5,13.641878691,5.7079606
617.02,9.0,14.187180477,6.050899
651.58997,9.5,14.731914990000002,6.389915
682.24,10.0,15.276838686000001,6.690489
718.31006,10.5,15.825114835,7.0442147
755.14,11.0,16.369758538,7.405393
788.30005,11.5,16.914700671000002,7.7305827
825.32996,12.0,17.459976117,8.093721
858.93994,12.5,18.00466004,8.423323
883.70996,13.0,18.552998391000003,8.666234
