load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
82.71,0.5,0.544833831,0.81110793
145.23999,1.0,1.093415229,1.4243178
202.10999,1.5,1.639125906,1.9820218
243.18,2.0,2.18380742,2.3847811
304.16,2.5,2.728606176,2.9827907
352.97998,3.0,3.276934486,3.461551
400.97998,3.5,3.821465224,3.9322703
451.21,4.0,4.3668516870000005,4.4248586
501.36996,4.5,4.911737975,4.91676
551.28,5.0,5.456762877,5.40621
615.07,5.5,6.00507446,6.031776
654.47003,6.0,6.549983818,6.4181585
697.86005,6.5,7.094891422000001,6.843669
744.53,7.0,7.639368924,7.3013453
790.82,7.5,8.188250474,7.7552943
839.48004,8.0,8.732987713,8.232486
881.08,8.5,9.277777405,8.640443
917.38,9.0,9.822022767,8.996424
974.23,9.5,10.371154186,9.553931
