load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,4.365880671,0.0
41.140003,0.5,4.910767671,0.4034456
62.15,1.0,5.459156629000001,0.6094833
74.22,1.5,6.003808623,0.72784954
86.200005,2.0,6.548749799,0.8453332
95.97,2.5,7.094141605000001,0.9411442
106.18001,3.0,7.638604359,1.0412701
117.25,3.5,8.186855655,1.1498297
112.69,4.0,8.731722632,1.1051114
122.07001,4.5,9.276743374,1.1970978
130.76001,5.0,9.821554175000001,1.2823175
140.44,5.5,10.369945997,1.3772459
149.36,6.0,10.914715481,1.4647212
158.19,6.5,11.459737619,1.5513139
166.20001,7.0,12.004387373,1.6298652
175.1,7.5,12.549555490000001,1.7171444
179.54001,8.0,13.097759019000002,1.7606859
181.95999,8.5,13.642816499,1.784418
190.88,9.0,14.187585604,1.8718934
198.45001,9.5,14.733160346000002,1.9461297
206.58002,10.0,15.280857633,2.025858
211.91,10.5,15.825663452,2.0781271
219.45999,11.0,16.370520770000002,2.1521673
222.88,11.5,16.915627656,2.1857061
225.0,12.0,17.463785569000002,2.2064962
234.03,12.5,18.00882292,2.2950501
241.1,13.0,18.553589327,2.3643832
252.01999,13.5,19.098567808000002,2.4714718
262.58002,14.0,19.643636256,2.5750303
274.96,14.5,20.191914965000002,2.6964364
291.51,15.0,20.73664278,2.8587365
306.98,15.5,21.281671564,3.0104454
315.24,16.0,21.826729202000003,3.0914483
330.66,16.5,22.374930614,3.242667
347.83,17.0,22.919744483000002,3.411047
351.72998,17.5,23.4647836,3.449293
367.05,18.0,24.009482636,3.5995307
369.69998,18.5,24.554837873,3.6255183
382.91,19.0,25.102554837000003,3.7550642
389.3,19.5,25.647690063000002,3.8177288
406.81,20.0,26.192470243000002,3.9894433
399.15,20.5,26.737819529000003,3.9143243
414.85,21.0,27.286150074000002,4.068289
365.27,21.5,27.830670296,3.5820749
375.59,22.0,28.375512163000003,3.6832795
385.43,22.5,28.92071293,3.779777
380.79,23.0,29.468826968000002,3.7342744
389.04,23.5,30.013876808000003,3.815179
401.22998,24.0,30.558785595000003,3.934722
413.28,24.5,31.103586089,4.052892
423.36,25.0,31.648424203,4.151743
433.28,25.5,32.196772599,4.2490253
438.28,26.0,32.741897804000004,4.2980585
442.47998,26.5,33.286553865,4.3392463
453.16998,27.0,33.831478929,4.4440794
