load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
-0.95000076,0.5,0.5451376720000001,-0.009316325
0.1099987,1.0,1.089836832,0.00107871
-0.98000145,1.5,1.634774881,-0.009610534
2.8599987,2.0,2.179826024,0.028046995
8.929999,2.5,2.72800914,0.08757337
11.67,3.0,3.272668948,0.11444359
15.82,3.5,3.817709212,0.15514119
18.769999,4.0,4.362788553000001,0.18407081
20.55,4.5,4.907215575,0.20152664
24.24,5.0,5.455906239,0.23771317
30.46,5.5,6.000766389000001,0.29871053
29.83,6.0,6.545905162,0.29253235
36.46,6.5,7.089994654000001,0.35755044
39.12,7.0,7.635484231,0.38363612
43.28,7.5,8.183818463,0.4244318
43.19,8.0,8.728709776,0.42354918
52.14,8.5,9.273355508,0.5113187
52.989998,9.0,9.818763623,0.5196544
62.39,9.5,10.366713797000001,0.6118369
73.95,10.0,10.911305067,0.7252017
83.38,10.5,11.456406485,0.81767845
71.7,11.0,12.001452719000001,0.70313674
78.93,11.5,12.546360072,0.77403885
82.61,12.0,13.09451175,0.8101273
84.96,12.5,13.639370501,0.833173
84.979996,13.0,14.184563627000001,0.8333691
93.799995,13.5,14.729349028000001,0.9198637
101.6,14.0,15.274843412000001,0.9963556
107.619995,14.5,15.822390026,1.0553916
106.61,15.0,16.367436112,1.0454869
102.67,15.5,16.912021808000002,1.0068488
99.29,16.0,17.457101648000002,0.97370225
99.64,16.5,18.00546637,0.9771346
99.869995,17.0,18.550375589,0.9793901
93.17,17.5,19.095367412,0.91368556
109.659996,18.0,19.640100150000002,1.0753973
109.759995,18.5,20.185068879000003,1.0763779
116.79,19.0,20.733267822000002,1.1453186
123.2,19.5,21.277862849,1.2081792
129.79001,20.0,21.823287168,1.272805
135.48,20.5,22.367953264,1.3286049
140.74,21.0,22.916531470000002,1.380188
144.35,21.5,23.461307028,1.4155898
149.8,22.0,24.006336727,1.4690361
152.43,22.5,24.551215148,1.4948275
160.66,23.0,25.095746423,1.5755365
165.09999,23.5,25.644531181,1.6190777
169.38,24.0,26.189026795,1.6610503
172.61,24.5,26.734376930000003,1.6927259
178.14,25.0,27.279113113,1.7469566
183.01,25.5,27.827395845,1.7947149
190.19,26.0,28.372214392,1.8651268
195.56999,26.5,28.917215905000003,1.9178865
199.4,27.0,29.461952675000003,1.955446
204.34999,27.5,30.010312059,2.0039887
208.01,28.0,30.555214615,2.0398812
212.69,28.5,31.100283415000003,2.0857763
214.62,29.0,31.645044887,2.1047032
218.38,29.5,32.190575736,2.1415763
223.06,30.0,32.73853056,2.1874714
228.72,30.5,33.283102725,2.242977
216.05,31.0,33.828082076,2.1187267
221.68,31.5,34.373187028000004,2.173938
230.59,32.0,34.917902078000004,2.2613153
234.39,32.5,35.467276319,2.2985806
244.16,33.0,36.011101049000004,2.3943915
248.98999,33.5,36.556278728,2.4417577
254.95,34.0,37.101004517,2.5002053
260.19,34.5,37.649229759,2.551592
265.38,35.0,38.194216739000005,2.6024888
277.22,35.5,38.739108772,2.7185993
287.86,36.0,39.283879903,2.822942
296.15,36.5,39.828951215000004,2.9042392
301.79,37.0,40.377226474000004,2.959549
302.47,37.5,40.922091108000004,2.9662173
306.23,38.0,41.466768346,3.0030904
318.13,38.5,42.011923032000006,3.1197896
320.59,39.0,42.560036633,3.1439137
324.87,39.5,43.10513992,3.1858861
324.62,40.0,43.649847057,3.1834345
345.72,40.5,44.194853554000005,3.3903549
340.5,41.0,44.739762486000004,3.3391643
