load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,4.362398393,0.0
1.7200012,0.5,4.9106549170000005,0.016867429
2.5800018,1.0,5.455753288,0.025301158
3.4300003,1.5,6.000632429,0.03363681
3.1200027,2.0,6.545140627,0.030596763
4.2700005,2.5,7.093940601000001,0.04187438
4.510002,3.0,7.638805591000001,0.044227988
4.209999,3.5,8.183813531,0.041285962
5.34,4.0,8.728578624,0.05236751
5.84,4.5,9.27323896,0.057270825
5.8199997,5.0,9.821759111,0.057074696
6.760002,5.5,10.366557716,0.06629297
6.7700005,6.0,10.911428403,0.06639102
7.080002,6.5,11.456306736,0.0694311
7.6399994,7.0,12.00169863,0.0749228
7.9300003,7.5,12.549490364,0.07776672
8.240002,8.0,13.094577238000001,0.08080679
6.420002,8.5,13.639857132000001,0.06295869
7.8700027,9.0,14.184514213000002,0.07717836
8.790001,9.5,14.732208848,0.086200446
8.66,10.0,15.277555067000002,0.08492556
8.760002,10.5,15.82260542,0.08590627
9.09,11.0,16.367495942,0.08914244
9.02,11.5,16.912243675000003,0.088455975
9.510002,12.0,17.46044648,0.09326124
10.52,12.5,18.005201802000002,0.103165954
10.530003,13.0,18.550082240000002,0.103264034
11.100002,13.5,19.095531856,0.10885382
12.25,14.0,19.640021568,0.12013143
12.610001,14.5,20.188332399,0.123661846
12.740002,15.0,20.733014408000003,0.12493673
12.75,15.5,21.278161389,0.12503478
13.32,16.0,21.822869907,0.13062456
13.66,16.5,22.368268485,0.13395882
14.780003,17.0,22.91613633,0.14494228
15.470001,17.5,23.461109847000003,0.15170887
15.690002,18.0,24.006052307,0.15386635
17.220001,18.5,24.550175296000003,0.16887051
18.330002,19.0,25.095963605,0.1797559
19.95,19.5,25.643919853,0.19564265
20.29,20.0,26.189190975000002,0.19897693
20.18,20.5,26.733807154,0.19789818
21.160002,21.0,27.278495478,0.20750871
21.02,21.5,27.823556374000002,0.20613578
21.12,22.0,28.371954705,0.20711643
20.160002,22.5,28.916271490000003,0.19770205
20.43,23.0,29.461590037,0.20034984
20.62,23.5,30.006531838,0.20221311
20.570002,24.0,30.551966128000004,0.2017228
20.61,24.5,31.099640186000002,0.20211506
22.27,25.0,31.644529063,0.21839407
22.820002,25.5,32.189529213,0.22378775
22.990002,26.0,32.733678729000005,0.22545488
23.320002,26.5,33.279466622,0.22869107
22.960001,27.0,33.827525484,0.22516067
22.95,27.5,34.372297275,0.22506261
24.980001,28.0,34.916922212,0.24497011
24.880001,28.5,35.461479628,0.24398944
23.84,29.0,36.007006009,0.23379052
24.95,29.5,36.555036721,0.2446759
25.560001,30.0,37.100246860000006,0.25065798
27.150002,30.5,37.645065371,0.26625055
28.230001,31.0,38.189914416,0.27684173
29.34,31.5,38.734653708,0.2877271
29.27,32.0,39.283186697000005,0.28704065
30.17,32.5,39.827974605,0.2958666
31.03,33.0,40.373053092,0.30430034
30.880001,33.5,40.917784688000005,0.30282933
31.82,34.0,41.462836862,0.3120476
31.720001,34.5,42.010905416,0.31106693
32.27,35.0,42.556029575000004,0.31646058
32.06,35.5,43.100811471,0.3144012
33.11,36.0,43.64559245,0.32469815
33.28,36.5,44.191037368,0.3263653
34.34,37.0,44.738538559000006,0.33676034
