load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
20.82,0.5,0.5481447110000001,0.20417444
67.18,1.0,1.0932688590000001,0.65881073
88.4,1.5,1.6381635380000001,0.86690784
134.44,2.0,2.183416556,1.3184059
174.0,2.5,2.727959085,1.706357
233.24,3.0,3.2761941180000003,2.287303
285.63,3.5,3.8211740100000005,2.8010733
326.06003,4.0,4.365616128,3.1975563
371.66,4.5,4.91110956,3.6447394
423.27002,5.0,5.4593607770000006,4.150861
456.48,5.5,6.004426778,4.4765396
492.43002,6.0,6.548603306,4.8290887
540.17,6.5,7.094201492000001,5.2972584
570.24,7.0,7.638972793000001,5.592144
602.92,7.5,8.187414209,5.9126253
636.66,8.0,8.73216885,6.2435017
676.25,8.5,9.276236044000001,6.6317472
711.72,9.0,9.822282196,6.979589
750.26,9.5,10.370121015,7.3575373
787.02997,10.0,10.915087075,7.7181277
830.49,10.5,11.460014280000001,8.144324
867.22,11.0,12.005145044,8.504523
901.57996,11.5,12.553068284,8.841479
939.32,12.0,13.098269597000002,9.211583
976.91,12.5,13.643252426,9.5802145
1013.75,13.0,14.188231774,9.941491
1047.24,13.5,14.733275681,10.269917
