load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
-0.94000053,0.5,0.544678848,-0.009218253
11.959999,1.0,1.090957229,0.11728753
19.55,1.5,1.634610082,0.19172
24.45,2.0,2.179499356,0.23977259
28.89,2.5,2.727635003,0.2833141
41.85,3.0,3.272727771,0.41040826
47.35,3.5,3.8177281990000003,0.46434486
56.6,4.0,4.3625006520000005,0.5550564
71.84,4.5,4.907078376,0.70450974
81.08,5.0,5.455571234000001,0.79512316
92.25,5.5,6.000814233000001,0.9046634
104.240005,6.0,6.5450555470000005,1.0222452
116.119995,6.5,7.091388953,1.1387482
122.83,7.0,7.639464005000001,1.2045507
132.88,7.5,8.183714287,1.3031076
144.29,8.0,8.728737732,1.4150015
150.9,8.5,9.27363008,1.4798235
162.09999,9.0,9.818629296000001,1.5896579
173.34999,9.5,10.366714037000001,1.6999826
187.23,10.0,10.911188176000001,1.836099
195.15,10.5,11.456662908,1.9137677
202.17,11.0,12.001622399,1.9826103
208.18,11.5,12.549881804,2.0415483
217.69,12.0,13.096075522000001,2.1348097
226.31,12.5,13.639451928000002,2.219343
239.25,13.0,14.184404631000001,2.346241
249.01999,13.5,14.732523452,2.442052
256.62,14.0,15.277667486,2.5165825
263.61002,14.5,15.822739967,2.585131
273.83002,15.0,16.367648783,2.685355
282.84,15.5,16.91222646,2.7737126
294.0,16.0,17.46089677,2.8831549
305.03,16.5,18.005812743,2.9913223
315.0,17.0,18.550159556,3.0890946
324.81,17.5,19.095589145,3.1852977
336.66,18.0,19.643789455,3.3015065
350.08002,18.5,20.188547194,3.433112
361.52002,19.0,20.733184317000003,3.5453
370.93002,19.5,21.278578348,3.6375806
384.6,20.0,21.826729292000003,3.7716374
396.87003,20.5,22.371757801,3.8919652
409.14,21.0,22.916446007,4.012293
421.64,21.5,23.461343816000003,4.1348763
429.18002,22.0,24.006388989,4.2088184
437.82,22.5,24.554645068000003,4.2935476
449.71002,23.0,25.099699989,4.4101486
462.12003,23.5,25.644480888,4.5318494
474.39,24.0,26.189266425000003,4.652177
485.58002,24.5,26.737667564000002,4.7619133
496.92,25.0,27.282654937,4.873121
507.42,25.5,27.827809896,4.9760904
517.36,26.0,28.372748782000002,5.073569
525.72,26.5,28.920618087,5.155552
538.45996,27.0,29.465661587000003,5.2804885
547.81,27.5,30.010615719,5.3721814
557.69995,28.0,30.555537886000003,5.4691687
562.92,28.5,31.100146782000003,5.5203595
573.91,29.0,31.648823072000003,5.6281347
587.92,29.5,32.193544518,5.765526
600.57996,30.0,32.738169118,5.8896775
611.38,30.5,33.283632064,5.99559
620.70996,31.0,33.831878322,6.0870857
632.1,31.5,34.37665692,6.1987834
644.32996,32.0,34.921202865000005,6.3187184
654.41,32.5,35.466548683,6.4175696
663.13995,33.0,36.011594742,6.5031815
675.58997,33.5,36.559622842,6.6252747
684.07,34.0,37.104130741000006,6.7084355
695.69995,34.5,37.649455818,6.8224864
705.82,35.0,38.194442401,6.92173
715.29,35.5,38.742649375,7.014599
728.75,36.0,39.287435088,7.1465964
739.39996,36.5,39.832385865,7.251037
750.66,37.0,40.377253422,7.3614597
761.08997,37.5,40.921810767000004,7.463743
771.76,38.0,41.470504036,7.5683804
782.41,38.5,42.015394937,7.672821
792.44,39.0,42.560176767,7.771182
802.73,39.5,43.104917084,7.8720922
813.88,40.0,43.650300686,7.9814367
826.02997,40.5,44.198260458,8.100587
833.62,41.0,44.743123997000005,8.17502
