load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
9.5,0.5,0.544857052,0.09316319
24.45,1.0,1.089837465,0.23977262
57.38,1.5,1.638071091,0.5627056
91.67,2.0,2.1828325150000003,0.8989756
141.65001,2.5,2.727774771,1.389112
193.83,3.0,3.272746803,1.9008229
254.95001,3.5,3.817636954,2.5002055
308.18,4.0,4.366001176,3.0222132
365.65,4.5,4.910729665000001,3.5858016
410.75,5.0,5.455720615000001,4.0280814
464.63,5.5,6.000761925,4.5564637
490.55,6.0,6.549041442,4.8106523
529.16003,6.5,7.093896359,5.189287
563.57,7.0,7.638819302000001,5.526734
597.70996,7.5,8.183600494,5.8615327
630.64996,8.0,8.727946757,6.1845636
663.22,8.5,9.276804959000001,6.5039663
699.58997,9.0,9.821763741,6.860634
732.14,9.5,10.366660044000001,7.179841
766.77,10.0,10.911627328,7.5194454
799.89,10.5,11.460085669000001,7.8442416
841.11,11.0,12.004881152000001,8.248471
885.63,11.5,12.549394262000002,8.685063
911.47,12.0,13.094606981,8.938467
945.27,12.5,13.642952265000002,9.269932
993.95996,13.0,14.187777523000001,9.747417
1036.8201,13.5,14.732477785,10.16773
1065.77,14.0,15.277798270000002,10.451633
