load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
0.53,0.5,0.5447297130000001,0.005197525
0.8799999,1.0,1.093041339,0.008629851
-0.01999998,1.5,1.6377825830000001,-0.00019613281
1.1400001,2.0,2.1827065560000003,0.011179581
0.9600003,2.5,2.727640516,0.009414386
1.9399998,3.0,3.272542275,0.019024897
2.6200001,3.5,3.817446861,0.025693424
3.8999999,4.0,4.365688111,0.038245935
4.42,4.5,4.910496663,0.043345388
5.62,5.0,5.455478521000001,0.05511337
6.7,5.5,6.000587791,0.065704554
7.0599995,6.0,6.545088339,0.06923494
7.88,6.5,7.094081397,0.07727641
8.91,7.0,7.638468942,0.08737725
9.0199995,7.5,8.18365391,0.088455975
10.0,8.0,8.728407402,0.09806651
11.2699995,8.5,9.276551033,0.110520944
12.29,9.0,9.821390997,0.120523736
13.009999,9.5,10.366519894000001,0.12758452
14.44,10.0,10.910918699000002,0.14160803
15.099999,10.5,11.456035083000002,0.14808041
16.18,11.0,12.000907441,0.15867159
16.43,11.5,12.549318431000001,0.16112326
17.37,12.0,13.093960656,0.1703415
18.28,12.5,13.639473804000001,0.17926556
19.2,13.0,14.183774009,0.18828768
20.53,13.5,14.728356905,0.20133053
22.02,14.0,15.276986567000002,0.21594243
22.59,14.5,15.822196315000001,0.22153221
23.570002,15.0,16.367240004000003,0.23114274
24.33,15.5,16.911358371000002,0.2385958
25.390001,16.0,17.456554182,0.24899085
27.36,16.5,18.004826712,0.26830992
27.570002,17.0,18.549745421,0.27036932
27.85,17.5,19.094686619,0.2731152
29.380001,18.0,19.639452139000003,0.28811938
30.060001,18.5,20.184499929,0.29478788
32.09,19.0,20.732621315000003,0.3146954
31.810001,19.5,21.277446180000002,0.31194952
32.72,20.0,21.822440036,0.3208736
33.7,20.5,22.367157239,0.3304841
34.22,21.0,22.911824014,0.33558354
34.850002,21.5,23.45709695,0.34176174
35.27,22.0,24.005341232000003,0.34588054
36.39,22.5,24.549845618000003,0.35686398
37.81,23.0,25.095834978000003,0.3707894
38.690002,23.5,25.639902906000003,0.3794193
38.850002,24.0,26.184972081,0.38098836
40.49,24.5,26.733295938,0.39707124
40.79,25.0,27.278071957,0.40001324
41.7,25.5,27.822939826000002,0.40893728
43.260002,26.0,28.367910619000003,0.42423567
44.41,26.5,28.912389326000003,0.4355133
44.56,27.0,29.460912581000002,0.4369843
45.04,27.5,30.005895210000002,0.4416915
46.06,28.0,30.550552882,0.45169428
45.47,28.5,31.095319155000002,0.44590837
46.690002,29.0,31.640452704,0.45787248
48.780003,29.5,32.188729437,0.47836837
50.440002,30.0,32.733662522,0.4946474
49.83,30.5,33.278678015000004,0.48866537
51.96,31.0,33.823551845000004,0.50955355
52.64,31.5,34.368304447,0.51622206
53.760002,32.0,34.916543515,0.5272055
55.34,32.5,35.461579989,0.5427
53.66,33.0,36.006530433,0.52622485
56.33,33.5,36.551683543,0.55240864
56.36,34.0,37.096567310000005,0.5527028
56.87,34.5,37.644492265000004,0.55770415
57.77,35.0,38.189408298000004,0.56653017
58.8,35.5,38.733887137,0.576631
59.48,36.0,39.279097996000004,0.5832995
60.57,36.5,39.82433779,0.5939888
61.360004,37.0,40.372463845000006,0.60173607
62.34,37.5,40.917019713,0.61134654
63.280003,38.0,41.462304334,0.6205648
64.53999,38.5,42.006985506,0.63292116
65.17,39.0,42.551867153,0.6390994
66.13,39.5,43.100013413,0.6485138
67.049995,40.0,43.645162078000006,0.65753585
67.659996,40.5,44.190201443,0.66351795
68.619995,41.0,44.734772747,0.6729323
