load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
6.59,0.5,0.54503789,0.0646258
9.510002,1.0,1.090186343,0.09326124
23.34,1.5,1.637931548,0.2288872
41.6,2.0,2.183012902,0.40795663
52.370003,2.5,2.7277159070000003,0.51357424
57.57,3.0,3.2727717970000003,0.5645688
65.54,3.5,3.8176876190000004,0.64272785
89.990005,4.0,4.365660503,0.8825004
99.14,4.5,4.911114690000001,0.97223127
118.91,5.0,5.455655834000001,1.1661087
136.33,5.5,6.000694642,1.3369405
149.79001,6.0,6.545454879,1.4689381
191.59,6.5,7.093883313,1.8788562
208.07,7.0,7.6386928460000005,2.0404696
226.57999,7.5,8.183240001,2.2219906
253.01001,8.0,8.728553969,2.4811804
285.15,8.5,9.277009257000001,2.7963662
311.96,9.0,9.821768936,3.0592823
331.14,9.5,10.366374290000001,3.247374
342.14,10.0,10.911572674,3.3552473
371.45,10.5,11.459893002000001,3.64268
387.24002,11.0,12.004501773000001,3.797527
395.68002,11.5,12.549231383,3.8802953
403.04,12.0,13.094669822,3.952472
413.89,12.5,13.639518504000002,4.0588746
438.01,13.0,14.187641089000001,4.2954106
453.91,13.5,14.734700978000001,4.4513364
467.63,14.0,15.276905974000002,4.5858836
480.86002,14.5,15.822511681000002,4.715626
502.91,15.0,16.370576089,4.9318624
516.94,15.5,16.915840722000002,5.0694494
529.75,16.0,17.46057356,5.1950727
543.56,16.5,18.005725325,5.3305025
567.72,17.0,18.55436968,5.567431
591.75,17.5,19.098982744,5.8030853
614.91,18.0,19.643626675,6.0302067
632.54,18.5,20.188626275,6.2030983
650.37,19.0,20.738590624,6.377951
670.20996,19.5,21.281706195,6.5725145
687.41,20.0,21.826758515,6.741189
703.75995,20.5,22.371345411,6.9015274
723.07,21.0,22.916534984000002,7.0908947
741.32,21.5,23.46507314,7.269866
766.68,22.0,24.009665648000002,7.5185623
785.13,22.5,24.554577051000003,7.6994953
800.75995,23.0,25.099486761,7.8527727
821.58997,23.5,25.647839676,8.057045
839.56,24.0,26.193082293000003,8.233272
860.04,24.5,26.738201286000002,8.434112
878.88995,25.0,27.282561256,8.618966
897.07,25.5,27.827505263000003,8.797252
913.99,26.0,28.375332792000002,8.963181
930.07,26.5,28.920659485,9.120872
947.13,27.0,29.465646469000003,9.288173
963.33997,27.5,30.010778674,9.447138
978.31,28.0,30.558319925000003,9.593945
995.13995,28.5,31.103776235,9.758989
1012.74,29.0,31.648594272,9.931587
1028.66,29.5,32.193562741,10.087708
1043.43,30.0,32.738289817,10.2325535
1060.34,30.5,33.286769579,10.398383
1076.0,31.0,33.831832142,10.551956
