load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
-0.05999756,0.5,0.544921105,-0.00058841705
4.510002,1.0,1.08987998,0.044227958
5.130001,1.5,1.634719129,0.05030811
4.5200005,2.0,2.182049776,0.044326007
32.780003,2.5,2.727876261,0.32146198
58.690002,3.0,3.2726374750000002,0.5755523
80.450005,3.5,3.8170887770000004,0.78894496
101.79,4.0,4.362648259,0.9982189
128.51001,4.5,4.907807264000001,1.2602525
147.9,5.0,5.455901613,1.4504035
174.56,5.5,6.000098408,1.7118487
198.57,6.0,6.545625338000001,1.9473064
218.06,6.5,7.09067786,2.138438
243.23,7.0,7.638640179,2.3852713
262.11,7.5,8.183363879,2.570421
286.45,8.0,8.728836713,2.8091147
309.16998,8.5,9.273544065000001,3.0319219
333.90997,9.0,9.821932336000001,3.2745383
360.09998,9.5,10.366795159,3.5313745
383.65997,10.0,10.911678238,3.762419
410.34998,10.5,11.457174227000001,4.0241585
435.66998,11.0,12.001367810000001,4.2724633
459.36,11.5,12.549728566,4.5047827
481.39,12.0,13.094783531000001,4.720823
499.47998,12.5,13.639691156000001,4.8982253
517.66,13.0,14.183881205,5.07651
542.74,13.5,14.732835139,5.322461
565.12,14.0,15.277567477000002,5.541934
592.54004,14.5,15.822249531,5.8108325
610.4,15.0,16.367503894000002,5.985979
626.12,15.5,16.912552480000002,6.140139
652.02,16.0,17.460688367,6.3941317
670.24,16.5,18.005739791,6.5728087
691.49,17.0,18.550586120000002,6.7812
715.3,17.5,19.095324525000002,7.014696
721.97003,18.0,19.643781384,7.080107
734.43,18.5,20.188392141,7.2022977
767.4,19.0,20.733679446,7.525623
804.08,19.5,21.278512307,7.8853307
833.57,20.0,21.823472037000002,8.174529
868.63,20.5,22.371525622,8.518351
882.60004,21.0,22.916384836000002,8.65535
914.12,21.5,23.461252985,8.964455
952.15,22.0,24.005520974000003,9.337402
987.79004,22.5,24.550615284000003,9.686912
1012.13,23.0,25.099555094000003,9.925605
1041.42,23.5,25.644337291000003,10.212842
1063.0599,24.0,26.188789469000003,10.425057
1086.0599,24.5,26.734244762000003,10.65061
