load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,5.4552341360000005,0.0
32.72,0.5,6.000644687,0.3208736
65.25,1.0,6.545565239,0.63988394
102.33,1.5,7.089877986,1.0035145
137.75,2.0,7.638772118,1.3508661
174.79,2.5,8.183681383,1.7141043
198.35,3.0,8.728593496,1.9451491
215.55,3.5,9.273656631,2.1138234
235.48,4.0,9.821827961,2.30927
246.26,4.5,10.366727435000001,2.4149857
254.26,5.0,10.911455492,2.4934387
251.38,5.5,11.455737534,2.4651957
262.39,6.0,12.001521344,2.5731668
272.06,6.5,12.549657414,2.6679971
279.85,7.0,13.094637451,2.744391
289.5,7.5,13.639313726000001,2.839025
299.12,8.0,14.184439741,2.933365
307.38998,8.5,14.732761300000002,3.014466
321.23,9.0,15.277720579,3.1501904
334.91,9.5,15.822726557000001,3.2843451
354.63998,10.0,16.367477699000002,3.4778302
354.84,10.5,16.912312505000003,3.4797916
372.65,11.0,17.460317457000002,3.654448
379.35,11.5,18.005674224,3.7201526
389.72,12.0,18.550331604,3.8218477
385.92,12.5,19.095351141000002,3.7845824
396.4,13.0,19.647834246000002,3.887356
408.76,13.5,20.188482761,4.0085664
418.56,14.0,20.733340724,4.104671
433.57,14.5,21.277898167,4.251869
440.78,15.0,21.823217689,4.322575
462.36,15.5,22.371599413000002,4.5342026
477.29,16.0,22.916463677000003,4.680616
493.07,16.5,23.460804352,4.835365
507.24,17.0,24.006264769,4.974325
529.17004,17.5,24.554580943,5.189385
550.95,18.0,25.099538544,5.4029737
569.94,18.5,25.648119735,5.589202
590.88,19.0,26.189379690000003,5.794553
608.98004,19.5,26.734153795,5.9720535
637.73004,20.0,27.282135707000002,6.253995
665.74005,20.5,27.827259929,6.5286794
687.38,21.0,28.37236545,6.740895
712.73004,21.5,28.917113935000003,6.989494
736.62006,22.0,29.465242021,7.2237744
757.48004,22.5,30.010363638,7.4283414
786.86005,23.0,30.555753155,7.7164607
810.82,23.5,31.100190727,7.9514275
835.79004,24.0,31.649240304000003,8.1963
860.80005,24.5,32.193286179000005,8.441565
885.66003,25.0,32.738370188000005,8.685357
910.93005,25.5,33.282869552,8.933171
936.83,26.0,33.828400578,9.187163
963.57,26.5,34.376335042,9.449393
988.9,27.0,34.921319100000005,9.697796
1015.55005,27.5,35.465748468,9.959144
