load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,3.817789126,0.0
9.199997,0.5,4.362380998,0.09022117
21.800003,1.0,4.910564446,0.213785
43.09,1.5,5.455662932,0.42256856
119.51,2.0,6.000574175000001,1.1719927
84.93,2.5,6.545718891000001,0.83287877
109.72,3.0,7.090135468000001,1.0759857
133.61,3.5,7.63865655,1.3102665
155.35,4.0,8.183561534,1.523463
185.20999,4.5,8.728536005,1.8162897
211.64,5.0,9.273504428,2.0754795
236.79001,5.5,9.818751571,2.3221166
262.62,6.0,10.366511883000001,2.5754223
291.6,6.5,10.911315772,2.8596191
316.92,7.0,11.456800934,3.1079235
340.43,7.5,12.001374227000001,3.3384778
369.19998,8.0,12.549675708,3.620615
398.03,8.5,13.094357455,3.9033408
422.8,9.0,13.639599381,4.1462517
443.53,9.5,14.184165338000001,4.3495436
465.6,10.0,14.732566815,4.565976
488.47,10.5,15.280570213,4.7902546
514.77,11.0,15.822740815000001,5.048169
535.99,11.5,16.367631903,5.2562666
557.4,12.0,16.912380558000002,5.4662266
580.0,12.5,17.460523394000003,5.6878567
605.23,13.0,18.005747058,5.935279
626.45,13.5,18.550586692,6.1433764
648.26,14.0,19.095084159000002,6.357259
670.17,14.5,19.643489202,6.5721226
696.14,15.0,20.188466547,6.8268013
717.25,15.5,20.733294416,7.033819
737.76,16.0,21.284577014,7.234954
759.12,16.5,21.823466614,7.4444237
781.64996,17.0,22.371539645000002,7.665367
804.77997,17.5,22.916232014000002,7.8921957
825.48,18.0,23.461523022,8.095193
847.1,18.5,24.0064323,8.307213
868.36,19.0,24.554508209,8.515702
892.23,19.5,25.099297436,8.749787
913.24,20.0,25.644484628,8.955825
937.04,20.5,26.189185508,9.189223
958.95,21.0,26.734110747000003,9.404087
983.79,21.5,27.282477945,9.647684
1004.94,22.0,27.827467454,9.855095
1026.05,22.5,28.372251183000003,10.062113
1048.86,23.0,28.917184157,10.285803
1068.9401,23.5,29.465520886,10.48272
1091.38,24.0,30.010590715000003,10.702782
1112.54,24.5,30.555471551000004,10.91029
