load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
4.8500004,0.5,0.544727531,0.047562256
15.97,1.0,1.0899111430000001,0.1566122
30.17,1.5,1.634957384,0.2958666
46.27,2.0,2.179874395,0.4537537
64.35,2.5,2.7276018100000003,0.6310579
84.52,3.0,3.2728316270000004,0.828858
104.42,3.5,3.8178070330000002,1.0240104
123.189995,4.0,4.362760824,1.2080811
146.79,4.5,4.907304828,1.4395181
169.2,5.0,5.45602061,1.6592851
190.39,5.5,6.000826247,1.8670881
210.81,6.0,6.54541124,2.06734
233.92,6.5,7.090636102,2.2939715
254.9,7.0,7.638878469000001,2.499715
277.03,7.5,8.183619864,2.716736
298.16998,8.0,8.728433608000001,2.9240487
323.05,8.5,9.273592076,3.1680381
344.16998,9.0,9.818596031,3.3751545
367.54,9.5,10.366824653,3.6043363
391.38,10.0,10.917325514,3.8381267
412.01,10.5,11.456816917000001,4.040438
436.98,11.0,12.001842427000001,4.28531
459.03,11.5,12.549573747,4.5015464
483.48,12.0,13.094602642000002,4.741319
504.59,12.5,13.639586060000001,4.9483376
528.68,13.0,14.184766963000001,5.1845794
550.36,13.5,14.72910139,5.3971877
574.61,14.0,15.277711721000001,5.634999
597.09,14.5,15.822514741,5.855453
617.69,15.0,16.36746494,6.0574694
644.46,15.5,16.915980744000002,6.319994
664.83,16.0,17.460806441000003,6.5197554
690.38,16.5,18.00552459,6.7703147
710.99,17.0,18.550132474,6.9724298
738.02,17.5,19.095525412,7.237504
761.61,18.0,19.640243736000002,7.4688425
