load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
6.25,0.5,0.544898283,0.061291546
22.75,1.0,1.090200018,0.22310126
36.47,1.5,1.638019388,0.35764852
61.75,2.0,2.1826567700000004,0.6055606
89.240005,2.5,2.727455587,0.87514544
110.21001,3.0,3.272548837,1.0807909
135.8,3.5,3.817665615,1.331743
158.0,4.0,4.362400663,1.5494506
177.45999,4.5,4.910464342,1.740288
179.55,5.0,5.455447717,1.760784
190.01,5.5,5.999897512,1.8633615
193.64,6.0,6.546016141000001,1.8989596
204.36,6.5,7.093597624,2.004087
212.39,7.0,7.638199889000001,2.0828342
215.53,7.5,8.18325504,2.1136272
228.79001,8.0,8.728105275,2.2436633
231.28,8.5,9.273125433,2.268082
246.28,9.0,9.821852212000001,2.4151816
252.7,9.5,10.3656085,2.4781404
253.71,10.0,10.911400239,2.4880452
262.1,10.5,11.45600274,2.570323
268.72998,11.0,12.000199862,2.635341
275.75,11.5,12.549254347000002,2.7041836
286.29,12.0,13.094104229000001,2.807546
289.7,12.5,13.638974110000001,2.8409865
293.49,13.0,14.18399497,2.8781536
307.14,13.5,14.732248271000001,3.0120144
313.92,14.0,15.277315046000002,3.0785036
319.91,14.5,15.822078819000001,3.1372454
327.8,15.0,16.367194793,3.2146196
331.51,15.5,16.91190384,3.2510026
341.38,16.0,17.460106279,3.347794
365.39,16.5,18.004545412000002,3.583252
393.27,17.0,18.550189221,3.856661
422.53,17.5,19.094756485,4.143604
446.94,18.0,19.643199192,4.382984
479.62,18.5,20.188033458,4.7034655
513.58997,19.0,20.732870187,5.0365973
542.66003,19.5,21.277799914000003,5.3216767
541.77,20.0,21.822877632,5.3129487
542.82,20.5,22.371024441000003,5.3232455
568.61,21.0,22.916059360000002,5.5761595
457.07,21.5,23.461014502,4.4823256
487.84,22.0,24.005100981000002,4.7840757
514.91003,22.5,24.554006728,5.049542
544.99,23.0,25.099042364000002,5.344526
579.85,23.5,25.644071587000003,5.686386
578.70996,24.0,26.191180668,5.675206
540.07,24.5,26.733751004000002,5.2962775
517.2,25.0,27.282105656000002,5.0719995
550.48,25.5,27.826488928000003,5.3983645
529.32996,26.0,28.371949748000002,5.1909537
559.9,26.5,28.916830700000002,5.490743
564.78,27.0,29.464943442000003,5.5385995
563.38,27.5,30.010042356000003,5.5248704
581.44995,28.0,30.554924877,5.7020764
596.41003,28.5,31.099619944,5.848784
613.92004,29.0,31.644899745000004,6.0204988
627.37,29.5,32.192619664,6.152398
642.44995,30.0,32.737713247,6.300282
639.91003,30.5,33.282736785000004,6.2753735
650.08997,31.0,33.827129889000005,6.375205
672.12,31.5,34.375868266000005,6.5912457
697.30005,32.0,34.920992758000004,6.838177
723.26,32.5,35.46585902,7.092757
748.30005,33.0,36.010302491000004,7.338316
746.43994,33.5,36.55560216,7.3200755
780.82996,34.0,37.103894945,7.657326
798.43005,34.5,37.64877707,7.8299236
815.92004,35.0,38.193612722000005,8.001442
836.11,35.5,38.738724411,8.199438
864.33997,36.0,39.286852897,8.47628
891.31995,36.5,39.831845796,8.740863
919.43994,37.0,40.376709905000006,9.016625
943.43005,37.5,40.921610391,9.251887
962.57996,38.0,41.466470405,9.439685
986.45996,38.5,42.014892701,9.673867
1010.30005,39.0,42.559918440000004,9.907659
1028.35,39.5,43.104655175000005,10.084668
1050.87,40.0,43.649940820000005,10.305514
1068.95,40.5,44.197405674,10.482818
