load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
5.8099976,0.5,0.542067442,0.056976616
9.099998,1.0,1.0872687090000002,0.08924049
11.719997,1.5,1.63527993,0.11493391
14.41,2.0,2.1803588680000003,0.14131379
17.329998,2.5,2.7251077980000002,0.16994923
18.359997,3.0,3.269966483,0.18005008
21.489998,3.5,3.815256299,0.21074489
24.25,4.0,4.3669946070000005,0.23781124
27.599998,4.5,4.908294860000001,0.2706635
28.71,5.0,5.45320225,0.2815489
30.05,5.5,5.998121643,0.2946898
33.07,6.0,6.5462765140000005,0.3243059
33.739998,6.5,7.091218224,0.33087632
33.84,7.0,7.6361712200000005,0.33185703
35.899998,7.5,8.180995358,0.3520587
37.059998,8.0,8.72597696,0.3634344
39.489998,8.5,9.274209379,0.38726458
39.489998,9.0,9.818960865000001,0.38726458
39.579998,9.5,10.364463059,0.38814718
40.879997,10.0,10.908898204000002,0.40089583
42.55,10.5,11.457193465000001,0.41727293
44.96,11.0,12.002140886000001,0.44090694
45.089996,11.5,12.547149174000001,0.44218183
46.01,12.0,13.092024252000002,0.45120394
46.239998,12.5,13.636800174000001,0.45345944
48.39,13.0,14.185261896,0.47454375
49.379997,13.5,14.729723852000001,0.48425233
49.61,14.0,15.274718147000002,0.4865079
51.019997,14.5,15.819770892000001,0.5003352
52.93,15.0,16.364519893,0.519066
52.659996,15.5,16.913021203,0.51641816
54.51,16.0,17.457777766,0.53456044
55.329998,16.5,18.002882673000002,0.5426019
56.91,17.0,18.547601916,0.5580964
57.949997,17.5,19.092488066,0.56829536
57.739998,18.0,19.640749314,0.56623596
58.079998,18.5,20.185770093000002,0.5695702
61.0,19.0,20.730574299,0.5982056
64.09,19.5,21.275371832,0.62850815
62.62,20.0,21.820371524000002,0.6140924
62.079998,20.5,22.365238124,0.6087968
62.75,21.0,22.913368497,0.61536723
63.46,21.5,23.458511175,0.62232995
65.58,22.0,24.003326694000002,0.64312005
65.33,22.5,24.548117919000003,0.6406684
66.51,23.0,25.09327362,0.6522403
68.92,23.5,25.641340626,0.6758743
70.34,24.0,26.186102097000003,0.6897997
70.18,24.5,26.731013641,0.68823063
71.35,25.0,27.275789715000002,0.6997044
74.299995,25.5,27.820776076,0.72863406
73.07,26.0,28.368928504000003,0.71657187
73.77,26.5,28.913980275,0.72343653
75.24,27.0,29.458790585000003,0.73785233
76.5,27.5,30.003459189,0.7502087
76.08,28.0,30.548584638,0.7460899
77.33,28.5,31.093579309000003,0.7583482
79.9,29.0,31.641703145,0.7835513
80.78,29.5,32.186626738,0.79218113
81.57,30.0,32.731647878000004,0.7999284
83.93,30.5,33.276462854,0.8230721
86.14,31.0,33.821445578,0.8447448
88.13,31.5,34.369545949,0.86426
88.09,32.0,34.9144501,0.86386776
88.759995,32.5,35.459398320000005,0.8704382
91.64,33.0,36.004544870000004,0.8986814
92.6,33.5,36.555498981,0.9080957
91.399994,34.0,37.097401181,0.89632773
89.659996,34.5,37.642231944,0.8792642
91.619995,35.0,38.187651329000005,0.89848524
93.3,35.5,38.731914737000004,0.9149604
92.92,36.0,39.280448543000006,0.9112339
95.28,36.5,39.825407852000005,0.93437755
95.53,37.0,40.370125116000004,0.9368292
97.45,37.5,40.915127565000006,0.95565796
97.63,38.0,41.463438881,0.9574232
98.759995,38.5,42.008411108000004,0.96850467
103.52,39.0,42.556659481000004,1.0151844
106.08,39.5,43.098351292000004,1.0402894
105.13,40.0,43.642965513,1.0309731
100.05,40.5,44.191477232000004,0.9811553
102.38,41.0,44.736223717,1.0040047
