load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
-0.289999,0.5,0.5452897990000001,-0.0028439164
14.720001,1.0,1.0932515950000001,0.1443539
40.16,1.5,1.638317806,0.39383507
67.08,2.0,2.1837148500000003,0.65783006
94.369995,2.5,2.7281157190000003,0.9254535
123.78,3.0,3.2764230430000003,1.2138672
153.54,3.5,3.8213773570000003,1.505713
185.16,4.0,4.3661323780000005,1.8157992
217.33,4.5,4.910605311,2.1312792
250.92,5.0,5.456133115,2.4606845
283.03,5.5,6.004272244,2.775576
313.19,6.0,6.548899592000001,3.0713446
346.41,6.5,7.094203395,3.3971214
365.86,7.0,7.639278825000001,3.5878606
400.91,7.5,8.187377040000001,3.931584
435.09,8.0,8.731936949000001,4.266775
466.86,8.5,9.277147988000001,4.5783324
466.18,9.0,9.822696384,4.571664
497.68,9.5,10.370577237000001,4.8805733
531.64,10.0,10.915121303000001,5.2136073
562.89,10.5,11.460443503,5.520065
582.23004,11.0,12.005228761000001,5.709726
607.30005,11.5,12.549993163,5.9555783
636.39,12.0,13.103311007,6.240854
664.23004,12.5,13.643264870000001,6.513871
692.12006,13.0,14.187968353,6.787379
712.64,13.5,14.732669117,6.9886107
737.03,14.0,15.281369448000001,7.227795
763.95,14.5,15.826299250000002,7.49179
800.57,15.0,16.371303079,7.850909
827.47003,15.5,16.915794954000003,8.114709
859.61005,16.0,17.465164735000002,8.429894
888.75,16.5,18.009385881,8.71566
907.15,17.0,18.554943401000003,8.896102
917.0,17.5,19.103900394,8.992698
919.19,18.0,19.644298201,9.014174
932.48004,18.5,20.192542523,9.144505
949.46,19.0,20.737230667000002,9.311022
968.76,19.5,21.282148715,9.50029
989.58,20.0,21.827081998,9.704464
999.64,20.5,22.375364397000002,9.803119
1013.24005,21.0,22.920046704,9.93649
1027.69,21.5,23.465311040000003,10.078196
