load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
-22.58,0.5,0.545135166,-0.22143415
-9.4,1.0,1.090198119,-0.0921825
4.4,1.5,1.635110214,0.04314926
-2.7400002,2.0,2.180097676,-0.02687022
-11.4,2.5,2.7281175980000003,-0.11179581
0.9000001,3.0,3.273094908,0.008825988
3.08,3.5,3.817575144,0.030204482
7.71,4.0,4.363017824,0.075609274
12.88,4.5,4.907830118000001,0.12630965
20.63,5.0,5.45600518,0.20231119
23.58,5.5,6.000377358000001,0.23124081
29.37,6.0,6.545703178,0.28802133
33.399998,6.5,7.090583083,0.3275421
47.66,7.0,7.638933926000001,0.46738493
69.89,7.5,8.186172710000001,0.6853868
91.32,8.0,8.728792731,0.8955432
109.71,8.5,9.273732998,1.0758874
125.990005,9.0,9.818817277,1.2355398
141.49,9.5,10.366882993,1.3875428
155.18001,10.0,10.911787978000001,1.521796
169.59,10.5,11.456564530000001,1.6631097
181.86,11.0,12.001052644000001,1.7834373
202.2,11.5,12.549937483,1.9829046
212.24,12.0,13.094913273000001,2.0813634
229.18001,12.5,13.639599113000001,2.247488
241.45,13.0,14.186169963000001,2.3678157
253.66,13.5,14.729846336000001,2.4875548
266.45,14.0,15.277816462,2.612982
280.48,14.5,15.822833564000002,2.7505693
288.83002,15.0,16.367775481000002,2.832455
299.65,15.5,16.912719285,2.9385626
310.1,16.0,17.460782536,3.0410423
326.82,16.5,18.005854797,3.2050095
338.57,17.0,18.551108801,3.3202376
349.18,17.5,19.095432245,3.424286
358.58002,18.0,19.640405294,3.5164688
371.03,18.5,20.189965038,3.6385612
383.2,19.0,20.733670507000003,3.7579083
393.25,19.5,21.279112583,3.856465
404.05,20.0,21.823147514000002,3.9623768
