load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,0.0,0.0
23.150002,0.5,0.5445009590000001,0.2270239
71.32,1.0,1.08943925,0.6994102
106.53,1.5,1.634295894,1.0447023
154.87,2.0,2.1830372980000003,1.5187558
193.81,2.5,2.727536048,1.9006267
240.99,3.0,3.2727272870000004,2.3633046
288.35,3.5,3.8175630220000003,2.8277473
339.68,4.0,4.362360596,3.3311226
386.28,4.5,4.910980918,3.7881126
429.29,5.0,5.455748221,4.209897
477.34,5.5,6.000690825,4.681106
525.67004,6.0,6.545032385000001,5.1550617
560.07,6.5,7.090332566000001,5.49241
597.4,7.0,7.638598365000001,5.8584924
634.16003,7.5,8.183564293,6.218985
684.1,8.0,8.728127324,6.7087293
720.72,8.5,9.273685603,7.0678487
757.06006,9.0,9.8216485,7.4242225
794.45996,9.5,10.366692138000001,7.790991
828.82996,10.0,10.911404158,8.128046
873.18994,10.5,11.4565143,8.563068
909.76,11.0,12.001312297,8.921698
945.23,11.5,12.549417601,9.26954
979.65,12.0,13.094501033,9.607084
1020.22,12.5,13.639266752000001,10.00494
1055.18,13.0,14.184075093,10.347781
1090.54,13.5,14.729162319,10.694544
1124.56,14.0,15.277438189000002,11.028166
