load_cell_reading,actuator_displacement,Time (s),Load (N)
0.0,0.0,10.363158773,0.0
2.0,0.5,10.911640486000001,0.019613296
4.08,1.0,11.457751442000001,0.040011123
6.409999,1.5,12.001648849,0.06286061
8.57,2.0,12.546439322000001,0.08404298
10.349999,2.5,13.094217343,0.10149882
12.679999,3.0,13.639275605000002,0.12434831
14.82,3.5,14.1843383,0.14533454
16.71,4.0,14.729136653000001,0.16386911
18.949999,4.5,15.273750524,0.185836
20.63,5.0,15.822337607000001,0.20231117
22.269999,5.5,16.367238752000002,0.21839409
24.55,6.0,16.912126742,0.24075325
27.18,6.5,17.456924139,0.26654473
29.43,7.0,18.002017527,0.28860968
30.96,7.5,18.550109811000002,0.30361387
33.44,8.0,19.095083016,0.32793435
35.57,8.5,19.640099762000002,0.34882253
37.37,9.0,20.185244505,0.3664745
39.01,9.5,20.730444585,0.3825574
41.09,10.0,21.277866627,0.40295523
43.05,10.5,21.823119379,0.42217624
44.98,11.0,22.367926049,0.4411031
46.34,11.5,22.912840134000003,0.45444015
47.129997,12.0,23.460985268,0.4621874
48.46,12.5,24.006321713000002,0.47523022
51.44,13.0,24.550836052,0.5044541
53.15,13.5,25.095973642,0.5212234
53.32,14.0,25.64066589,0.52289057
55.35,14.5,26.189034232,0.54279804
56.399998,15.0,26.734070103,0.55309504
57.66,15.5,27.27890833,0.56545144
59.23,16.0,27.823764552,0.58084786
60.19,16.5,28.372025052,0.59026223
62.79,17.0,28.917108671,0.61575955
65.2,17.5,29.46194977,0.63939357
66.16,18.0,30.00689497,0.64880794
66.99,18.5,30.551808727,0.65694743
69.56,19.0,31.099962785000002,0.68215054
71.3,19.5,31.644794328000003,0.6992141
73.33,20.0,32.189734801,0.7191216
74.66,20.5,32.734604458,0.73216444
76.69,21.0,33.279466383,0.7520719
78.53,21.5,33.827820584,0.77011615
80.21,22.0,34.372804785,0.78659135
82.229996,22.5,34.917676532,0.8064008
84.07,23.0,35.462463448,0.824445
84.95,23.5,36.010734619000004,0.83307487
86.5,24.0,36.555713844,0.8482751
88.31999,24.5,37.100337777,0.86612326
88.11,25.0,37.645518917000004,0.86406386
90.270004,25.5,38.190405815000005,0.8852463
91.649994,26.0,38.738696317000006,0.8987794
92.14,26.5,39.283435823000005,0.90358466
93.28,27.0,39.828535632000005,0.9147643
95.44,27.5,40.373310833000005,0.93594664
92.7,28.0,40.918404726000006,0.90907645
96.240005,28.5,41.466550404,0.943792
98.16,29.0,42.011525590000005,0.96262074
99.47,29.5,42.556459934,0.9754674
102.42999,30.0,43.101144231,1.0044951
104.81,30.5,43.645980721,1.027835
106.270004,31.0,44.194482434,1.0421526
107.0,31.5,44.739374263,1.0493115
