Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
32.0,-26572.0,0.97,0.0,800,0.0095124505
33.0,-26072.0,3.25,0.5,800,0.0318716125
34.0,-25572.0,5.88,1.0,800,0.057663102
35.0,-25072.0,8.13,1.5,800,0.07972806450000001
36.0,-24572.0,9.66,2.0,800,0.094732239
37.0,-24072.0,12.14,2.5,800,0.11905273100000001
38.0,-23572.0,14.27,3.0,800,0.1399408955
39.0,-23072.0,16.07,3.5,800,0.1575928655
40.0,-22572.0,17.71,4.0,800,0.17367577150000002
41.0,-22072.0,19.79,4.5,800,0.1940736035
42.0,-21572.0,21.75,5.0,800,0.2132946375
43.0,-21072.0,23.68,5.5,800,0.232221472
44.0,-20572.0,25.04,6.0,800,0.245558516
45.0,-20072.0,25.83,6.5,800,0.2533057695
46.0,-19572.0,27.16,7.0,800,0.266348614
47.0,-19072.0,30.14,7.5,800,0.295572431
48.0,-18572.0,31.85,8.0,800,0.31234180250000004
49.0,-18072.0,32.02,8.5,800,0.31400893300000005
50.0,-17572.0,34.05,9.0,800,0.33391643249999997
51.0,-17072.0,35.1,9.5,800,0.344213415
52.0,-16572.0,36.36,10.0,800,0.356569794
53.0,-16072.0,37.93,10.5,800,0.3719662345
54.0,-15572.0,38.89,11.0,800,0.3813806185
55.0,-15072.0,41.49,11.5,800,0.4068779085
56.0,-14572.0,43.9,12.0,800,0.430511935
57.0,-14072.0,44.86,12.5,800,0.439926319
58.0,-13572.0,45.69,13.0,800,0.4480658385
59.0,-13072.0,48.26,13.5,800,0.473268929
60.0,-12572.0,50.0,14.0,800,0.4903325
61.0,-12072.0,52.03,14.5,800,0.5102399995
62.0,-11572.0,53.36,15.0,800,0.523282844
63.0,-11072.0,55.39,15.5,800,0.5431903435000001
64.0,-10572.0,57.23,16.0,800,0.5612345795
65.0,-10072.0,58.91,16.5,800,0.5777097514999999
66.0,-9572.0,60.93,17.0,800,0.5975191845
67.0,-9072.0,62.77,17.5,800,0.6155634205
68.0,-8572.0,63.65,18.0,800,0.6241932725
69.0,-8072.0,65.2,18.5,800,0.63939358
70.0,-7572.0,67.02,19.0,800,0.657241683
71.0,-7072.0,66.81,19.5,800,0.6551822865
72.0,-6572.0,68.97,20.0,800,0.6763646504999999
73.0,-6072.0,70.35,20.5,800,0.6898978275
74.0,-5572.0,70.84,21.0,800,0.6947030860000001
75.0,-5072.0,71.98,21.5,800,0.705882667
76.0,-4572.0,74.14,22.0,800,0.727065031
77.0,-4072.0,71.4,22.5,800,0.7001948100000001
78.0,-3572.0,74.94,23.0,800,0.734910351
79.0,-3072.0,76.86,23.5,800,0.753739119
80.0,-2572.0,78.17,24.0,800,0.7665858305000001
81.0,-2072.0,81.13,24.5,800,0.7956135145
82.0,-1572.0,83.51,25.0,800,0.8189533415000001
83.0,-1072.0,84.97,25.5,800,0.8332710504999999
84.0,-572.0,85.7,26.0,800,0.840429905
85.0,-72.0,86.75,26.5,800,0.8507268875
86.0,428.0,90.25,27.0,800,0.8850501625
87.0,928.0,91.92,27.5,800,0.9014272680000001
88.0,1428.0,93.77,28.0,800,0.9195695705
89.0,1928.0,95.4,28.5,800,0.9355544100000001
