Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
6.0,11820.0,35.24,0.0,655,0.34558634600000004
7.0,12320.0,62.24,0.5,655,0.610365896
8.0,12820.0,103.99,1.0,655,1.0197935335
9.0,13320.0,143.76,1.5,655,1.409804004
10.0,13820.0,193.88,2.0,655,1.901313302
11.0,14320.0,251.79,2.5,655,2.4692164035
12.0,14820.0,310.53,3.0,655,3.0452590245
13.0,15320.0,375.2,3.5,655,3.67945508
14.0,15820.0,457.65,4.0,655,4.4880133725
15.0,16320.0,523.29,4.5,655,5.1317218785
16.0,16820.0,594.5,5.0,655,5.830053425
17.0,17320.0,657.09,5.5,655,6.443851648500001
18.0,17820.0,735.42,6.0,655,7.212006542999999
19.0,18320.0,797.58,6.5,655,7.8215879070000005
20.0,18820.0,859.67,7.0,655,8.4304828055
21.0,19320.0,924.1,7.5,655,9.062325265
22.0,19820.0,1001.04,8.0,655,9.816848916
