Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
13.0,-31896.0,18.94,0.0,700,0.185737951
14.0,-31396.0,51.47,0.5,700,0.5047482755
15.0,-30896.0,88.55,1.0,700,0.8683788575
16.0,-30396.0,123.97,1.5,700,1.2157304005
17.0,-29896.0,161.01,2.0,700,1.5789687165
18.0,-29396.0,184.57,2.5,700,1.8100133905
19.0,-28896.0,201.77,3.0,700,1.9786877705
20.0,-28396.0,221.7,3.5,700,2.174134305
21.0,-27896.0,232.48,4.0,700,2.279849992
22.0,-27396.0,240.48,4.5,700,2.3583031919999997
23.0,-26896.0,237.6,5.0,700,2.3300600399999998
24.0,-26396.0,248.61,5.5,700,2.4380312565
25.0,-25896.0,258.28,6.0,700,2.532861562
26.0,-25396.0,266.07,6.5,700,2.6092553655
27.0,-24896.0,275.72,7.0,700,2.7038895380000003
28.0,-24396.0,285.34,7.5,700,2.7982295109999997
29.0,-23896.0,293.61,8.0,700,2.8793305065
30.0,-23396.0,307.45,8.5,700,3.0150545424999997
31.0,-22896.0,321.13,9.0,700,3.1492095145
32.0,-22396.0,340.86,9.5,700,3.3426947190000003
33.0,-21896.0,341.06,10.0,700,3.344656049
34.0,-21396.0,358.87,10.5,700,3.5193124855
35.0,-20896.0,365.57,11.0,700,3.5850170405
36.0,-20396.0,375.94,11.5,700,3.686712001
37.0,-19896.0,372.14,12.0,700,3.649446731
38.0,-19396.0,382.62,12.5,700,3.7522204230000002
39.0,-18896.0,394.98,13.0,700,3.8734306170000004
40.0,-18396.0,404.78,13.5,700,3.969535787
41.0,-17896.0,419.79,14.0,700,4.1167336035
42.0,-17396.0,427.0,14.5,700,4.18743955
43.0,-16896.0,448.58,15.0,700,4.399067057
44.0,-16396.0,463.51,15.5,700,4.5454803415
45.0,-15896.0,479.29,16.0,700,4.7002292785
46.0,-15396.0,493.46,16.5,700,4.839189509
47.0,-14896.0,515.39,17.0,700,5.0542493434999995
48.0,-14396.0,537.17,17.5,700,5.2678381805
49.0,-13896.0,556.16,18.0,700,5.454066463999999
50.0,-13396.0,577.1,18.5,700,5.659417715
51.0,-12896.0,595.2,19.0,700,5.83691808
52.0,-12396.0,623.95,19.5,700,6.1188592675
53.0,-11896.0,651.96,20.0,700,6.393543534
54.0,-11396.0,673.6,20.5,700,6.60575944
55.0,-10896.0,698.95,21.0,700,6.8543580175
56.0,-10396.0,722.84,21.5,700,7.088638886
57.0,-9896.0,743.7,22.0,700,7.293205605000001
58.0,-9396.0,773.08,22.5,700,7.581324982000001
59.0,-8896.0,797.04,23.0,700,7.816292315999999
60.0,-8396.0,822.01,23.5,700,8.0611643665
61.0,-7896.0,847.02,24.0,700,8.306428683
62.0,-7396.0,871.88,24.5,700,8.550222002
63.0,-6896.0,897.15,25.0,700,8.7980360475
64.0,-6396.0,923.05,25.5,700,9.0520282825
65.0,-5896.0,949.79,26.0,700,9.3142581035
66.0,-5396.0,975.12,26.5,700,9.562660548
67.0,-4896.0,1001.77,27.0,700,9.8240077705
