load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,30212.0,18.17,555.0,2.0,2.0,30212.0,0.0,0.0,0.0,0.0
3.0,30712.0,29.64,555.5,2.0,2.0,30712.0,11.469999,0.5,0.5448721280000001,0.11248225
4.0,31212.0,5.52,556.0,2.0,2.0,31212.0,-12.65,1.0,1.090075853,-0.12405413
5.0,31712.0,18.76,556.5,2.0,2.0,31712.0,0.59000015,1.5,1.637732576,0.0057859123
6.0,32212.0,58.19,557.0,2.0,2.0,32212.0,40.019997,2.0,2.182840579,0.39246207
7.0,32712.0,53.87,557.5,2.0,2.0,32712.0,35.699997,2.5,2.7279491190000003,0.35009736
8.0,-32324.0,122.08,558.0,2.0,2.0,-32324.0,103.91,3.0,3.2729205720000003,1.0190089
9.0,-31824.0,169.4,558.5,2.0,2.0,-31824.0,151.23,3.5,3.8199001330000004,1.4830596
10.0,-31324.0,158.73,559.0,2.0,2.0,-31324.0,140.56,4.0,4.365965345,1.3784227
11.0,-30824.0,228.84,559.5,2.0,2.0,-30824.0,210.67,4.5,4.910970382,2.0659668
12.0,-30324.0,242.26,560.0,2.0,2.0,-30324.0,224.09,5.0,5.456025628,2.197572
13.0,-29824.0,257.44,560.5,2.0,2.0,-29824.0,239.27,5.5,6.000877776,2.346437
14.0,-29324.0,281.67,561.0,2.0,2.0,-29324.0,263.5,6.0,6.5490500140000005,2.5840523
15.0,-28824.0,265.46,561.5,2.0,2.0,-28824.0,247.29,6.5,7.094086196,2.4250863
16.0,-28324.0,293.08,562.0,2.0,2.0,-28324.0,274.90997,7.0,7.638463047,2.695946
17.0,-27824.0,351.65,562.5,2.0,2.0,-27824.0,333.47998,7.5,8.183823078,3.2703214
18.0,-27324.0,404.03,563.0,2.0,2.0,-27324.0,385.86,8.0,8.732115513,3.7839937
19.0,-26824.0,411.74,563.5,2.0,2.0,-26824.0,393.56998,8.5,9.277188519000001,3.859603
20.0,-26324.0,439.77,564.0,2.0,2.0,-26324.0,421.59998,9.0,9.821655101000001,4.1344833
21.0,-25824.0,478.02,564.5,2.0,2.0,-25824.0,459.84998,9.5,10.366738374,4.509588
22.0,-25324.0,488.05,565.0,2.0,2.0,-25324.0,469.87997,10.0,10.911796543000001,4.6079483
23.0,-24824.0,484.27,565.5,2.0,2.0,-24824.0,466.09998,10.5,11.460015576,4.5708795
24.0,-24324.0,462.44,566.0,2.0,2.0,-24324.0,444.27,11.0,12.004972400000002,4.3568
25.0,-23824.0,511.51,566.5,2.0,2.0,-23824.0,493.34,11.5,12.549916495000002,4.8380127
26.0,-23324.0,548.03,567.0,2.0,2.0,-23324.0,529.86005,12.0,13.094505248,5.1961517
27.0,-22824.0,613.8,567.5,2.0,2.0,-22824.0,595.63,12.5,13.642974153,5.8411345
28.0,-22324.0,647.09,568.0,2.0,2.0,-22324.0,628.92004,13.0,14.187867555,6.1675982
29.0,-21824.0,665.6,568.5,2.0,2.0,-21824.0,647.43,13.5,14.732917608000001,6.3491187
30.0,-21324.0,682.71,569.0,2.0,2.0,-21324.0,664.54004,14.0,15.277775796,6.516911
31.0,-20824.0,720.61,569.5,2.0,2.0,-20824.0,702.44,14.5,15.822248441000001,6.8885827
32.0,-20324.0,719.53,570.0,2.0,2.0,-20324.0,701.36005,15.0,16.370954660000002,6.877992
33.0,-19824.0,754.14,570.5,2.0,2.0,-19824.0,735.97003,15.5,16.915944510000003,7.2174
34.0,-19324.0,768.1,571.0,2.0,2.0,-19324.0,749.93,16.0,17.460623852,7.3543005
35.0,-18824.0,785.06,571.5,2.0,2.0,-18824.0,766.89,16.5,18.00557797,7.520622
36.0,-18324.0,797.18,572.0,2.0,2.0,-18324.0,779.01,17.0,18.553928222,7.639478
