load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
3.0,-14540.0,12.19,969.0,2.0,2.0,-14540.0,0.0,0.0,0.0,0.0
4.0,-14040.0,28.78,969.5,2.0,2.0,-14040.0,16.59,0.5,0.545310853,0.16269234
5.0,-13540.0,48.12,970.0,2.0,2.0,-13540.0,35.93,1.0,1.0908134230000002,0.35235292
6.0,-13040.0,50.34,970.5,2.0,2.0,-13040.0,38.15,1.5,1.6350957700000002,0.3741237
7.0,-12540.0,71.57,971.0,2.0,2.0,-12540.0,59.38,2.0,2.179521679,0.58231884
8.0,-12040.0,84.69,971.5,2.0,2.0,-12040.0,72.5,2.5,2.728230609,0.71098214
9.0,-11540.0,110.72,972.0,2.0,2.0,-11540.0,98.53,3.0,3.273213879,0.9662492
10.0,-11040.0,122.83,972.5,2.0,2.0,-11040.0,110.64,3.5,3.8181224520000003,1.0850078
11.0,-10540.0,134.69,973.0,2.0,2.0,-10540.0,122.5,4.0,4.362960094,1.2013146
12.0,-10040.0,153.11,973.5,2.0,2.0,-10040.0,140.92,4.5,4.911225291,1.3819531
13.0,-9540.0,140.45,974.0,2.0,2.0,-9540.0,128.26,5.0,5.456356306,1.2578008
14.0,-9040.0,169.13,974.5,2.0,2.0,-9040.0,156.94,5.5,6.00107715,1.5390557
15.0,-8540.0,178.41,975.0,2.0,2.0,-8540.0,166.22,6.0,6.546176551,1.6300614
16.0,-8040.0,205.42,975.5,2.0,2.0,-8040.0,193.23,6.5,7.094327477,1.894939
17.0,-7540.0,207.9,976.0,2.0,2.0,-7540.0,195.70999,7.0,7.6391070590000005,1.9192593
18.0,-7040.0,234.42,976.5,2.0,2.0,-7040.0,222.23,7.5,8.183898592,2.1793318
19.0,-6540.0,251.92,977.0,2.0,2.0,-6540.0,239.73,8.0,8.729064964,2.350948
20.0,-6040.0,271.35,977.5,2.0,2.0,-6040.0,259.16,8.5,9.273859797,2.5414915
21.0,-5540.0,255.72,978.0,2.0,2.0,-5540.0,243.53,9.0,9.822247462,2.3882134
22.0,-5040.0,276.9,978.5,2.0,2.0,-5040.0,264.71,9.5,10.36699997,2.5959182
23.0,-4540.0,291.97,979.0,2.0,2.0,-4540.0,279.78,10.0,10.912021664000001,2.7437046
24.0,-4040.0,315.99,979.5,2.0,2.0,-4040.0,303.8,10.5,11.457064809,2.97926
25.0,-3540.0,335.99,980.0,2.0,2.0,-3540.0,323.8,11.0,12.005224203000001,3.175393
26.0,-3040.0,342.86,980.5,2.0,2.0,-3040.0,330.66998,11.5,12.550095567000001,3.2427647
27.0,-2540.0,369.18,981.0,2.0,2.0,-2540.0,356.99,12.0,13.095067807000001,3.5008757
28.0,-2040.0,387.73,981.5,2.0,2.0,-2040.0,375.54,12.5,13.640030142,3.6827893
29.0,-1540.0,400.13,982.0,2.0,2.0,-1540.0,387.94,13.0,14.184513004000001,3.8043916
30.0,-1040.0,416.17,982.5,2.0,2.0,-1040.0,403.98,13.5,14.733162124000001,3.9616904
31.0,-540.0,435.72,983.0,2.0,2.0,-540.0,423.53,14.0,15.277949967000001,4.1534104
32.0,-40.0,454.03,983.5,2.0,2.0,-40.0,441.84,14.5,15.822800016,4.33297
33.0,460.0,470.17,984.0,2.0,2.0,460.0,457.98,15.0,16.367483223,4.4912496
34.0,960.0,490.0,984.5,2.0,2.0,960.0,477.81,15.5,16.912734418,4.685715
