load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
10.0,-23144.0,-47.79,239.5,2.0,2.0,-23144.0,0.0,0.0,4.362398393,0.0
11.0,-22644.0,-46.07,240.0,2.0,2.0,-22644.0,1.7200012,0.5,4.9106549170000005,0.016867429
12.0,-22144.0,-45.21,240.5,2.0,2.0,-22144.0,2.5800018,1.0,5.455753288,0.025301158
13.0,-21644.0,-44.36,241.0,2.0,2.0,-21644.0,3.4300003,1.5,6.000632429,0.03363681
14.0,-21144.0,-44.67,241.5,2.0,2.0,-21144.0,3.1200027,2.0,6.545140627,0.030596763
15.0,-20644.0,-43.52,242.0,2.0,2.0,-20644.0,4.2700005,2.5,7.093940601000001,0.04187438
16.0,-20144.0,-43.28,242.5,2.0,2.0,-20144.0,4.510002,3.0,7.638805591000001,0.044227988
17.0,-19644.0,-43.58,243.0,2.0,2.0,-19644.0,4.209999,3.5,8.183813531,0.041285962
18.0,-19144.0,-42.45,243.5,2.0,2.0,-19144.0,5.34,4.0,8.728578624,0.05236751
19.0,-18644.0,-41.95,244.0,2.0,2.0,-18644.0,5.84,4.5,9.27323896,0.057270825
20.0,-18144.0,-41.97,244.5,2.0,2.0,-18144.0,5.8199997,5.0,9.821759111,0.057074696
21.0,-17644.0,-41.03,245.0,2.0,2.0,-17644.0,6.760002,5.5,10.366557716,0.06629297
22.0,-17144.0,-41.02,245.5,2.0,2.0,-17144.0,6.7700005,6.0,10.911428403,0.06639102
23.0,-16644.0,-40.71,246.0,2.0,2.0,-16644.0,7.080002,6.5,11.456306736,0.0694311
24.0,-16144.0,-40.15,246.5,2.0,2.0,-16144.0,7.6399994,7.0,12.00169863,0.0749228
25.0,-15644.0,-39.86,247.0,2.0,2.0,-15644.0,7.9300003,7.5,12.549490364,0.07776672
26.0,-15144.0,-39.55,247.5,2.0,2.0,-15144.0,8.240002,8.0,13.094577238000001,0.08080679
27.0,-14644.0,-41.37,248.0,2.0,2.0,-14644.0,6.420002,8.5,13.639857132000001,0.06295869
28.0,-14144.0,-39.92,248.5,2.0,2.0,-14144.0,7.8700027,9.0,14.184514213000002,0.07717836
29.0,-13644.0,-39.0,249.0,2.0,2.0,-13644.0,8.790001,9.5,14.732208848,0.086200446
30.0,-13144.0,-39.13,249.5,2.0,2.0,-13144.0,8.66,10.0,15.277555067000002,0.08492556
31.0,-12644.0,-39.03,250.0,2.0,2.0,-12644.0,8.760002,10.5,15.82260542,0.08590627
32.0,-12144.0,-38.7,250.5,2.0,2.0,-12144.0,9.09,11.0,16.367495942,0.08914244
33.0,-11644.0,-38.77,251.0,2.0,2.0,-11644.0,9.02,11.5,16.912243675000003,0.088455975
34.0,-11144.0,-38.28,251.5,2.0,2.0,-11144.0,9.510002,12.0,17.46044648,0.09326124
35.0,-10644.0,-37.27,252.0,2.0,2.0,-10644.0,10.52,12.5,18.005201802000002,0.103165954
36.0,-10144.0,-37.26,252.5,2.0,2.0,-10144.0,10.530003,13.0,18.550082240000002,0.103264034
37.0,-9644.0,-36.69,253.0,2.0,2.0,-9644.0,11.100002,13.5,19.095531856,0.10885382
38.0,-9144.0,-35.54,253.5,2.0,2.0,-9144.0,12.25,14.0,19.640021568,0.12013143
39.0,-8644.0,-35.18,254.0,2.0,2.0,-8644.0,12.610001,14.5,20.188332399,0.123661846
40.0,-8144.0,-35.05,254.5,2.0,2.0,-8144.0,12.740002,15.0,20.733014408000003,0.12493673
41.0,-7644.0,-35.04,255.0,2.0,2.0,-7644.0,12.75,15.5,21.278161389,0.12503478
42.0,-7144.0,-34.47,255.5,2.0,2.0,-7144.0,13.32,16.0,21.822869907,0.13062456
43.0,-6644.0,-34.13,256.0,2.0,2.0,-6644.0,13.66,16.5,22.368268485,0.13395882
44.0,-6144.0,-33.01,256.5,2.0,2.0,-6144.0,14.780003,17.0,22.91613633,0.14494228
45.0,-5644.0,-32.32,257.0,2.0,2.0,-5644.0,15.470001,17.5,23.461109847000003,0.15170887
46.0,-5144.0,-32.1,257.5,2.0,2.0,-5144.0,15.690002,18.0,24.006052307,0.15386635
47.0,-4644.0,-30.57,258.0,2.0,2.0,-4644.0,17.220001,18.5,24.550175296000003,0.16887051
48.0,-4144.0,-29.46,258.5,2.0,2.0,-4144.0,18.330002,19.0,25.095963605,0.1797559
49.0,-3644.0,-27.84,259.0,2.0,2.0,-3644.0,19.95,19.5,25.643919853,0.19564265
50.0,-3144.0,-27.5,259.5,2.0,2.0,-3144.0,20.29,20.0,26.189190975000002,0.19897693
51.0,-2644.0,-27.61,260.0,2.0,2.0,-2644.0,20.18,20.5,26.733807154,0.19789818
52.0,-2144.0,-26.63,260.5,2.0,2.0,-2144.0,21.160002,21.0,27.278495478,0.20750871
53.0,-1644.0,-26.77,261.0,2.0,2.0,-1644.0,21.02,21.5,27.823556374000002,0.20613578
54.0,-1144.0,-26.67,261.5,2.0,2.0,-1144.0,21.12,22.0,28.371954705,0.20711643
55.0,-644.0,-27.63,262.0,2.0,2.0,-644.0,20.160002,22.5,28.916271490000003,0.19770205
56.0,-144.0,-27.36,262.5,2.0,2.0,-144.0,20.43,23.0,29.461590037,0.20034984
57.0,356.0,-27.17,263.0,2.0,2.0,356.0,20.62,23.5,30.006531838,0.20221311
58.0,856.0,-27.22,263.5,2.0,2.0,856.0,20.570002,24.0,30.551966128000004,0.2017228
59.0,1356.0,-27.18,264.0,2.0,2.0,1356.0,20.61,24.5,31.099640186000002,0.20211506
60.0,1856.0,-25.52,264.5,2.0,2.0,1856.0,22.27,25.0,31.644529063,0.21839407
61.0,2356.0,-24.97,265.0,2.0,2.0,2356.0,22.820002,25.5,32.189529213,0.22378775
62.0,2856.0,-24.8,265.5,2.0,2.0,2856.0,22.990002,26.0,32.733678729000005,0.22545488
63.0,3356.0,-24.47,266.0,2.0,2.0,3356.0,23.320002,26.5,33.279466622,0.22869107
64.0,3856.0,-24.83,266.5,2.0,2.0,3856.0,22.960001,27.0,33.827525484,0.22516067
65.0,4356.0,-24.84,267.0,2.0,2.0,4356.0,22.95,27.5,34.372297275,0.22506261
66.0,4856.0,-22.81,267.5,2.0,2.0,4856.0,24.980001,28.0,34.916922212,0.24497011
67.0,5356.0,-22.91,268.0,2.0,2.0,5356.0,24.880001,28.5,35.461479628,0.24398944
68.0,5856.0,-23.95,268.5,2.0,2.0,5856.0,23.84,29.0,36.007006009,0.23379052
69.0,6356.0,-22.84,269.0,2.0,2.0,6356.0,24.95,29.5,36.555036721,0.2446759
70.0,6856.0,-22.23,269.5,2.0,2.0,6856.0,25.560001,30.0,37.100246860000006,0.25065798
71.0,7356.0,-20.64,270.0,2.0,2.0,7356.0,27.150002,30.5,37.645065371,0.26625055
72.0,7856.0,-19.56,270.5,2.0,2.0,7856.0,28.230001,31.0,38.189914416,0.27684173
73.0,8356.0,-18.45,271.0,2.0,2.0,8356.0,29.34,31.5,38.734653708,0.2877271
74.0,8856.0,-18.52,271.5,2.0,2.0,8856.0,29.27,32.0,39.283186697000005,0.28704065
75.0,9356.0,-17.62,272.0,2.0,2.0,9356.0,30.17,32.5,39.827974605,0.2958666
76.0,9856.0,-16.76,272.5,2.0,2.0,9856.0,31.03,33.0,40.373053092,0.30430034
77.0,10356.0,-16.91,273.0,2.0,2.0,10356.0,30.880001,33.5,40.917784688000005,0.30282933
78.0,10856.0,-15.97,273.5,2.0,2.0,10856.0,31.82,34.0,41.462836862,0.3120476
79.0,11356.0,-16.07,274.0,2.0,2.0,11356.0,31.720001,34.5,42.010905416,0.31106693
80.0,11856.0,-15.52,274.5,2.0,2.0,11856.0,32.27,35.0,42.556029575000004,0.31646058
81.0,12356.0,-15.73,275.0,2.0,2.0,12356.0,32.06,35.5,43.100811471,0.3144012
82.0,12856.0,-14.68,275.5,2.0,2.0,12856.0,33.11,36.0,43.64559245,0.32469815
83.0,13356.0,-14.51,276.0,2.0,2.0,13356.0,33.28,36.5,44.191037368,0.3263653
84.0,13856.0,-13.45,276.5,2.0,2.0,13856.0,34.34,37.0,44.738538559000006,0.33676034
