load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,-5180.0,-104.28,323.0,2.0,2.0,-5180.0,0.0,0.0,0.0,0.0
3.0,-4680.0,-81.13,323.5,2.0,2.0,-4680.0,23.150002,0.5,0.5445009590000001,0.2270239
4.0,-4180.0,-32.96,324.0,2.0,2.0,-4180.0,71.32,1.0,1.08943925,0.6994102
5.0,-3680.0,2.25,324.5,2.0,2.0,-3680.0,106.53,1.5,1.634295894,1.0447023
6.0,-3180.0,50.59,325.0,2.0,2.0,-3180.0,154.87,2.0,2.1830372980000003,1.5187558
7.0,-2680.0,89.53,325.5,2.0,2.0,-2680.0,193.81,2.5,2.727536048,1.9006267
8.0,-2180.0,136.71,326.0,2.0,2.0,-2180.0,240.99,3.0,3.2727272870000004,2.3633046
9.0,-1680.0,184.07,326.5,2.0,2.0,-1680.0,288.35,3.5,3.8175630220000003,2.8277473
10.0,-1180.0,235.4,327.0,2.0,2.0,-1180.0,339.68,4.0,4.362360596,3.3311226
11.0,-680.0,282.0,327.5,2.0,2.0,-680.0,386.28,4.5,4.910980918,3.7881126
12.0,-180.0,325.01,328.0,2.0,2.0,-180.0,429.29,5.0,5.455748221,4.209897
13.0,320.0,373.06,328.5,2.0,2.0,320.0,477.34,5.5,6.000690825,4.681106
14.0,820.0,421.39,329.0,2.0,2.0,820.0,525.67004,6.0,6.545032385000001,5.1550617
15.0,1320.0,455.79,329.5,2.0,2.0,1320.0,560.07,6.5,7.090332566000001,5.49241
16.0,1820.0,493.12,330.0,2.0,2.0,1820.0,597.4,7.0,7.638598365000001,5.8584924
17.0,2320.0,529.88,330.5,2.0,2.0,2320.0,634.16003,7.5,8.183564293,6.218985
18.0,2820.0,579.82,331.0,2.0,2.0,2820.0,684.1,8.0,8.728127324,6.7087293
19.0,3320.0,616.44,331.5,2.0,2.0,3320.0,720.72,8.5,9.273685603,7.0678487
20.0,3820.0,652.78,332.0,2.0,2.0,3820.0,757.06006,9.0,9.8216485,7.4242225
21.0,4320.0,690.18,332.5,2.0,2.0,4320.0,794.45996,9.5,10.366692138000001,7.790991
22.0,4820.0,724.55,333.0,2.0,2.0,4820.0,828.82996,10.0,10.911404158,8.128046
23.0,5320.0,768.91,333.5,2.0,2.0,5320.0,873.18994,10.5,11.4565143,8.563068
24.0,5820.0,805.48,334.0,2.0,2.0,5820.0,909.76,11.0,12.001312297,8.921698
25.0,6320.0,840.95,334.5,2.0,2.0,6320.0,945.23,11.5,12.549417601,9.26954
26.0,6820.0,875.37,335.0,2.0,2.0,6820.0,979.65,12.0,13.094501033,9.607084
27.0,7320.0,915.94,335.5,2.0,2.0,7320.0,1020.22,12.5,13.639266752000001,10.00494
28.0,7820.0,950.9,336.0,2.0,2.0,7820.0,1055.18,13.0,14.184075093,10.347781
29.0,8320.0,986.26,336.5,2.0,2.0,8320.0,1090.54,13.5,14.729162319,10.694544
30.0,8820.0,1020.28,337.0,2.0,2.0,8820.0,1124.56,14.0,15.277438189000002,11.028166
