Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,-14040.0,27.22,0.0,895,0.266937013
3.0,-13540.0,37.65,0.5,895,0.3692203725
4.0,-13040.0,47.5,1.0,895,0.465815875
5.0,-12540.0,54.02,1.5,895,0.529755233
6.0,-12040.0,58.83,2.0,895,0.5769252195
7.0,-11540.0,65.41,2.5,895,0.6414529765
8.0,-11040.0,70.79,3.0,895,0.6942127535000001
9.0,-10540.0,74.04,3.5,895,0.726084366
10.0,-10040.0,76.53,4.0,895,0.7505029245
11.0,-9540.0,80.48,4.5,895,0.789239192
12.0,-9040.0,82.24,5.0,895,0.8064988959999999
13.0,-8540.0,87.78,5.5,895,0.860827737
14.0,-8040.0,91.66,6.0,895,0.898877539
15.0,-7540.0,97.36,6.5,895,0.954775444
16.0,-7040.0,103.93,7.0,895,1.0192051345000002
17.0,-6540.0,104.99,7.5,895,1.0296001835
18.0,-6040.0,112.49,8.0,895,1.1031500585
19.0,-5540.0,117.35,8.5,895,1.1508103775
20.0,-5040.0,121.84,9.0,895,1.194842236
21.0,-4540.0,126.85,9.5,895,1.2439735525
22.0,-4040.0,131.6,10.0,895,1.29055514
23.0,-3540.0,136.6,10.5,895,1.3395883899999999
24.0,-3040.0,140.55,11.0,895,1.3783246575
25.0,-2540.0,143.73,11.5,895,1.4095098044999999
26.0,-2040.0,149.86,12.0,895,1.469624569
27.0,-1540.0,155.52,12.5,895,1.5251302080000002
28.0,-1040.0,159.63,13.0,895,1.5654355395
29.0,-540.0,165.43,13.5,895,1.6223141095
30.0,-40.0,171.65,14.0,895,1.6833114725
31.0,460.0,175.8,14.5,895,1.7240090700000001
32.0,960.0,162.34,15.0,895,1.592011561
33.0,1460.0,168.87,15.5,895,1.6560489855
34.0,1960.0,175.49,16.0,895,1.7209690085
35.0,2460.0,180.31,16.5,895,1.7682370615
36.0,2960.0,187.19,17.0,895,1.8357068135
37.0,3460.0,191.58,17.5,895,1.878758007
38.0,3960.0,200.54,18.0,895,1.966625591
39.0,4460.0,208.73,18.5,895,2.0469420545
40.0,4960.0,217.04,19.0,895,2.128435316
41.0,5460.0,223.75,19.5,895,2.1942379375
42.0,5960.0,230.97,20.0,895,2.2650419505
43.0,6460.0,237.48,20.5,895,2.328883242
44.0,6960.0,241.61,21.0,895,2.3693847065
45.0,7460.0,251.76,21.5,895,2.468922204
46.0,7960.0,259.98,22.0,895,2.5495328670000004
47.0,8460.0,270.68,22.5,895,2.654464022
48.0,8960.0,279.77,23.0,895,2.7436064705
49.0,9460.0,289.98,23.5,895,2.8437323670000003
50.0,9960.0,299.41,24.0,895,2.9362090765000004
51.0,10460.0,308.93,24.5,895,3.0295683845
52.0,10960.0,318.43,25.0,895,3.1227315595
53.0,11460.0,328.13,25.5,895,3.2178560645
54.0,11960.0,336.66,26.0,895,3.3015067890000003
55.0,12460.0,345.2,26.5,895,3.38525558
56.0,12960.0,352.93,27.0,895,3.4610609845
57.0,13460.0,361.36,27.5,895,3.5437310440000003
58.0,13960.0,373.5,28.0,895,3.662783775
59.0,14460.0,384.63,28.5,895,3.7719317895
60.0,14960.0,390.75,29.0,895,3.8319484875
61.0,15460.0,400.56,29.5,895,3.928151724
62.0,15960.0,410.24,30.0,895,4.023080096
63.0,16460.0,418.21,30.5,895,4.1012390965
64.0,16960.0,428.4,31.0,895,4.20116886
65.0,17460.0,439.06,31.5,895,4.305707749
66.0,17960.0,449.97,32.0,895,4.412698300500001
67.0,18460.0,461.59,32.5,895,4.5266515735
68.0,18960.0,473.12,33.0,895,4.639722248
69.0,19460.0,481.81,33.5,895,4.7249420365
70.0,19960.0,490.84,34.0,895,4.813496086
71.0,20460.0,495.14,34.5,895,4.8556646809999995
72.0,20960.0,501.27,35.0,895,4.9157794455
73.0,21460.0,508.06,35.5,895,4.982366599
74.0,21960.0,515.14,36.0,895,5.051797681
75.0,22460.0,522.48,36.5,895,5.1237784920000005
76.0,22960.0,531.4,37.0,895,5.21125381
77.0,23460.0,539.96,37.5,895,5.295198734
78.0,23960.0,546.59,38.0,895,5.3602168235
79.0,24460.0,551.15,38.5,895,5.4049351475
80.0,24960.0,560.65,39.0,895,5.4980983225
81.0,25460.0,568.76,39.5,895,5.577630254
82.0,25960.0,578.67,40.0,895,5.6748141555
83.0,26460.0,587.3,40.5,895,5.759445544999999
84.0,26960.0,593.91,41.0,895,5.8242675015
85.0,27460.0,602.81,41.5,895,5.9115466864999995
86.0,27960.0,607.42,42.0,895,5.956755342999999
87.0,28460.0,615.61,42.5,895,6.0370718065
88.0,28960.0,603.96,43.0,895,5.922824334
89.0,29460.0,612.93,43.5,895,6.0107899845
