Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
4.0,26568.0,2.23,0.0,590,0.0218688295
5.0,27068.0,9.82,0.5,590,0.096301303
6.0,27568.0,14.72,1.0,590,0.144353888
7.0,28068.0,19.16,1.5,590,0.187895414
8.0,28568.0,32.12,2.0,590,0.314989598
9.0,29068.0,37.62,2.5,590,0.36892617299999997
10.0,29568.0,46.87,3.0,590,0.4596376855
11.0,30068.0,62.11,3.5,590,0.6090910315
12.0,30568.0,71.35,4.0,590,0.6997044775
13.0,31068.0,82.52,4.5,590,0.809244758
14.0,31568.0,94.51,5.0,590,0.9268264915000001
15.0,32068.0,106.39,5.5,590,1.0433294935
16.0,32568.0,113.1,6.0,590,1.109132115
17.0,-32468.0,123.15,6.5,590,1.2076889475
18.0,-31968.0,134.56,7.0,590,1.319582824
19.0,-31468.0,141.17,7.5,590,1.3844047805
20.0,-30968.0,152.37,8.0,590,1.4942392605
21.0,-30468.0,163.62,8.5,590,1.6045640730000001
22.0,-29968.0,177.5,9.0,590,1.740680375
23.0,-29468.0,185.42,9.5,590,1.818349043
24.0,-28968.0,192.44,10.0,590,1.887191726
25.0,-28468.0,198.45,10.5,590,1.9461296925
26.0,-27968.0,207.96,11.0,590,2.039390934
27.0,-27468.0,216.58,11.5,590,2.123924257
28.0,-26968.0,229.52,12.0,590,2.250822308
29.0,-26468.0,239.29,12.5,590,2.3466332785
30.0,-25968.0,246.89,13.0,590,2.4211638184999997
31.0,-25468.0,253.88,13.5,590,2.489712302
32.0,-24968.0,264.1,14.0,590,2.5899362650000004
33.0,-24468.0,273.11,14.5,590,2.6782941815
34.0,-23968.0,284.27,15.0,590,2.7877363954999996
35.0,-23468.0,295.3,15.5,590,2.895903745
36.0,-22968.0,305.27,16.0,590,2.9936760455
37.0,-22468.0,315.08,16.5,590,3.089879282
38.0,-21968.0,326.93,17.0,590,3.2060880845
39.0,-21468.0,340.35,17.5,590,3.3376933275000003
40.0,-20968.0,351.79,18.0,590,3.4498814035
41.0,-20468.0,361.2,18.5,590,3.54216198
42.0,-19968.0,374.87,19.0,590,3.6762188855
43.0,-19468.0,387.14,19.5,590,3.796546481
44.0,-18968.0,399.41,20.0,590,3.9168740765
45.0,-18468.0,411.91,20.5,590,4.0394572015
46.0,-17968.0,419.45,21.0,590,4.1133993425
47.0,-17468.0,428.09,21.5,590,4.1981287985
48.0,-16968.0,439.98,22.0,590,4.3147298670000005
49.0,-16468.0,452.39,22.5,590,4.4364303935
50.0,-15968.0,464.66,23.0,590,4.556757989
51.0,-15468.0,475.85,23.5,590,4.666494402500001
52.0,-14968.0,487.19,24.0,590,4.7777018135
53.0,-14468.0,497.69,24.5,590,4.8806716385
54.0,-13968.0,507.63,25.0,590,4.9781497395
55.0,-13468.0,515.99,25.5,590,5.0601333335000005
56.0,-12968.0,528.73,26.0,590,5.185070054500001
57.0,-12468.0,538.08,26.5,590,5.276762232
58.0,-11968.0,547.97,27.0,590,5.3737500005
59.0,-11468.0,553.19,27.5,590,5.424940713500001
60.0,-10968.0,564.18,28.0,590,5.532715797
61.0,-10468.0,578.19,28.5,590,5.6701069635
62.0,-9968.0,590.85,29.0,590,5.7942591525000005
63.0,-9468.0,601.65,29.5,590,5.9001709725
64.0,-8968.0,610.98,30.0,590,5.991667017
65.0,-8468.0,622.37,30.5,590,6.1033647605
66.0,-7968.0,634.6,31.0,590,6.22330009
67.0,-7468.0,644.68,31.5,590,6.322151121999999
68.0,-6968.0,653.41,32.0,590,6.4077631765
69.0,-6468.0,665.86,32.5,590,6.529855969
70.0,-5968.0,674.34,33.0,590,6.613016361000001
71.0,-5468.0,685.97,33.5,590,6.7270677005
72.0,-4968.0,696.09,34.0,590,6.8263109985
73.0,-4468.0,705.56,34.5,590,6.9191799739999995
74.0,-3968.0,719.02,35.0,590,7.051177483
75.0,-3468.0,729.67,35.5,590,7.1556183055
76.0,-2968.0,740.93,36.0,590,7.2660411845
77.0,-2468.0,751.36,36.5,590,7.368324544
78.0,-1968.0,762.03,37.0,590,7.4729614995
79.0,-1468.0,772.68,37.5,590,7.577402321999999
80.0,-968.0,782.71,38.0,590,7.675763021500001
81.0,-468.0,793.0,38.5,590,7.77667345
82.0,32.0,804.15,39.0,590,7.8860175974999995
83.0,532.0,816.3,39.5,590,8.005168395
84.0,1032.0,823.89,40.0,590,8.0796008685
85.0,1532.0,834.85,40.5,590,8.187081752500001
86.0,2032.0,845.16,41.0,590,8.288188314
87.0,2532.0,856.58,41.5,590,8.400180257
88.0,3032.0,868.27,42.0,590,8.5148199955
89.0,3532.0,877.27,42.5,590,8.6030798455
