Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
9.0,-17324.0,13.12,0.0,715,0.12866324799999998
10.0,-16824.0,34.46,0.5,715,0.337937159
11.0,-16324.0,61.18,1.0,715,0.599970847
12.0,-15824.0,80.57,1.5,715,0.7901217905
13.0,-15324.0,107.23,2.0,715,1.0515670795
14.0,-14824.0,131.24,2.5,715,1.2870247460000002
15.0,-14324.0,150.73,3.0,715,1.4781563544999998
16.0,-13824.0,175.9,3.5,715,1.724989735
17.0,-13324.0,194.78,4.0,715,1.910139287
18.0,-12824.0,219.12,4.5,715,2.148833148
19.0,-12324.0,241.84,5.0,715,2.371640236
20.0,-11824.0,266.58,5.5,715,2.6142567569999997
21.0,-11324.0,292.77,6.0,715,2.8710929204999998
22.0,-10824.0,316.33,6.5,715,3.1021375945
23.0,-10324.0,343.02,7.0,715,3.3638770829999998
24.0,-9824.0,368.34,7.5,715,3.6121814609999996
25.0,-9324.0,392.03,8.0,715,3.8445009994999997
26.0,-8824.0,414.06,8.5,715,4.060541499
27.0,-8324.0,432.15,9.0,715,4.2379437975
28.0,-7824.0,450.33,9.5,715,4.4162286945
29.0,-7324.0,475.41,10.0,715,4.6621794765
30.0,-6824.0,497.79,10.5,715,4.8816523035
31.0,-6324.0,525.21,11.0,715,5.1505506465
32.0,-5824.0,543.07,11.5,715,5.3256974155000005
33.0,-5324.0,558.79,12.0,715,5.4798579535
34.0,-4824.0,584.69,12.5,715,5.733850188500001
35.0,-4324.0,602.91,13.0,715,5.9125273515
36.0,-3824.0,624.16,13.5,715,6.1209186639999995
37.0,-3324.0,647.97,14.0,715,6.3544150005
38.0,-2824.0,654.64,14.5,715,6.419825356
39.0,-2324.0,667.1,15.0,715,6.542016215
40.0,-1824.0,700.07,15.5,715,6.8653414655
41.0,-1324.0,736.75,16.0,715,7.2250493875
42.0,-824.0,766.24,16.5,715,7.514247496
43.0,-324.0,801.3,17.0,715,7.8580686449999995
44.0,176.0,815.27,17.5,715,7.9950675454999995
45.0,676.0,846.79,18.0,715,8.304173153499999
46.0,1176.0,884.82,18.5,715,8.677120053000001
47.0,1676.0,920.46,19.0,715,9.026629059000001
48.0,2176.0,944.8,19.5,715,9.26532292
49.0,2676.0,974.09,20.0,715,9.5525596985
50.0,3176.0,995.73,20.5,715,9.7647756045
51.0,3676.0,1018.73,21.0,715,9.9903285545
