load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
10.0,-30680.0,-103.18,297.5,2.0,2.0,-30680.0,0.0,0.0,3.817789126,0.0
11.0,-30180.0,-93.98,298.0,2.0,2.0,-30180.0,9.199997,0.5,4.362380998,0.09022117
12.0,-29680.0,-81.38,298.5,2.0,2.0,-29680.0,21.800003,1.0,4.910564446,0.213785
13.0,-29180.0,-60.09,299.0,2.0,2.0,-29180.0,43.09,1.5,5.455662932,0.42256856
14.0,-28680.0,16.33,299.5,2.0,2.0,-28680.0,119.51,2.0,6.000574175000001,1.1719927
15.0,-28180.0,-18.25,300.0,2.0,2.0,-28180.0,84.93,2.5,6.545718891000001,0.83287877
16.0,-27680.0,6.54,300.5,2.0,2.0,-27680.0,109.72,3.0,7.090135468000001,1.0759857
17.0,-27180.0,30.43,301.0,2.0,2.0,-27180.0,133.61,3.5,7.63865655,1.3102665
18.0,-26680.0,52.17,301.5,2.0,2.0,-26680.0,155.35,4.0,8.183561534,1.523463
19.0,-26180.0,82.03,302.0,2.0,2.0,-26180.0,185.20999,4.5,8.728536005,1.8162897
20.0,-25680.0,108.46,302.5,2.0,2.0,-25680.0,211.64,5.0,9.273504428,2.0754795
21.0,-25180.0,133.61,303.0,2.0,2.0,-25180.0,236.79001,5.5,9.818751571,2.3221166
22.0,-24680.0,159.44,303.5,2.0,2.0,-24680.0,262.62,6.0,10.366511883000001,2.5754223
23.0,-24180.0,188.42,304.0,2.0,2.0,-24180.0,291.6,6.5,10.911315772,2.8596191
24.0,-23680.0,213.74,304.5,2.0,2.0,-23680.0,316.92,7.0,11.456800934,3.1079235
25.0,-23180.0,237.25,305.0,2.0,2.0,-23180.0,340.43,7.5,12.001374227000001,3.3384778
26.0,-22680.0,266.02,305.5,2.0,2.0,-22680.0,369.19998,8.0,12.549675708,3.620615
27.0,-22180.0,294.85,306.0,2.0,2.0,-22180.0,398.03,8.5,13.094357455,3.9033408
28.0,-21680.0,319.62,306.5,2.0,2.0,-21680.0,422.8,9.0,13.639599381,4.1462517
29.0,-21180.0,340.35,307.0,2.0,2.0,-21180.0,443.53,9.5,14.184165338000001,4.3495436
30.0,-20680.0,362.42,307.5,2.0,2.0,-20680.0,465.6,10.0,14.732566815,4.565976
31.0,-20180.0,385.29,308.0,2.0,2.0,-20180.0,488.47,10.5,15.280570213,4.7902546
32.0,-19680.0,411.59,308.5,2.0,2.0,-19680.0,514.77,11.0,15.822740815000001,5.048169
33.0,-19180.0,432.81,309.0,2.0,2.0,-19180.0,535.99,11.5,16.367631903,5.2562666
34.0,-18680.0,454.22,309.5,2.0,2.0,-18680.0,557.4,12.0,16.912380558000002,5.4662266
35.0,-18180.0,476.82,310.0,2.0,2.0,-18180.0,580.0,12.5,17.460523394000003,5.6878567
36.0,-17680.0,502.05,310.5,2.0,2.0,-17680.0,605.23,13.0,18.005747058,5.935279
37.0,-17180.0,523.27,311.0,2.0,2.0,-17180.0,626.45,13.5,18.550586692,6.1433764
38.0,-16680.0,545.08,311.5,2.0,2.0,-16680.0,648.26,14.0,19.095084159000002,6.357259
39.0,-16180.0,566.99,312.0,2.0,2.0,-16180.0,670.17,14.5,19.643489202,6.5721226
40.0,-15680.0,592.96,312.5,2.0,2.0,-15680.0,696.14,15.0,20.188466547,6.8268013
41.0,-15180.0,614.07,313.0,2.0,2.0,-15180.0,717.25,15.5,20.733294416,7.033819
42.0,-14680.0,634.58,313.5,2.0,2.0,-14680.0,737.76,16.0,21.284577014,7.234954
43.0,-14180.0,655.94,314.0,2.0,2.0,-14180.0,759.12,16.5,21.823466614,7.4444237
44.0,-13680.0,678.47,314.5,2.0,2.0,-13680.0,781.64996,17.0,22.371539645000002,7.665367
45.0,-13180.0,701.6,315.0,2.0,2.0,-13180.0,804.77997,17.5,22.916232014000002,7.8921957
46.0,-12680.0,722.3,315.5,2.0,2.0,-12680.0,825.48,18.0,23.461523022,8.095193
47.0,-12180.0,743.92,316.0,2.0,2.0,-12180.0,847.1,18.5,24.0064323,8.307213
48.0,-11680.0,765.18,316.5,2.0,2.0,-11680.0,868.36,19.0,24.554508209,8.515702
49.0,-11180.0,789.05,317.0,2.0,2.0,-11180.0,892.23,19.5,25.099297436,8.749787
50.0,-10680.0,810.06,317.5,2.0,2.0,-10680.0,913.24,20.0,25.644484628,8.955825
51.0,-10180.0,833.86,318.0,2.0,2.0,-10180.0,937.04,20.5,26.189185508,9.189223
52.0,-9680.0,855.77,318.5,2.0,2.0,-9680.0,958.95,21.0,26.734110747000003,9.404087
53.0,-9180.0,880.61,319.0,2.0,2.0,-9180.0,983.79,21.5,27.282477945,9.647684
54.0,-8680.0,901.76,319.5,2.0,2.0,-8680.0,1004.94,22.0,27.827467454,9.855095
55.0,-8180.0,922.87,320.0,2.0,2.0,-8180.0,1026.05,22.5,28.372251183000003,10.062113
56.0,-7680.0,945.68,320.5,2.0,2.0,-7680.0,1048.86,23.0,28.917184157,10.285803
57.0,-7180.0,965.76,321.0,2.0,2.0,-7180.0,1068.9401,23.5,29.465520886,10.48272
58.0,-6680.0,988.2,321.5,2.0,2.0,-6680.0,1091.38,24.0,30.010590715000003,10.702782
59.0,-6180.0,1009.36,322.0,2.0,2.0,-6180.0,1112.54,24.5,30.555471551000004,10.91029
