Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
19.0,12104.0,1.02,0.0,905,0.010002783
20.0,12604.0,5.67,0.5,905,0.0556037055
21.0,13104.0,1.29,1.0,905,0.0126505785
22.0,13604.0,5.13,1.5,905,0.0503081145
23.0,14104.0,6.33,2.0,905,0.0620760945
24.0,14604.0,6.0,2.5,905,0.0588399
25.0,15104.0,7.88,3.0,905,0.077276402
26.0,15604.0,9.43,3.5,905,0.0924767095
27.0,16104.0,9.18,4.0,905,0.090025047
28.0,16604.0,10.29,4.5,905,0.1009104285
29.0,17104.0,13.88,5.0,905,0.13611630200000002
30.0,17604.0,14.21,5.5,905,0.1393524965
31.0,18104.0,13.95,6.0,905,0.1368027675
32.0,18604.0,15.39,6.5,905,0.1509243435
33.0,19104.0,18.52,7.0,905,0.181619158
34.0,19604.0,20.85,7.5,905,0.20446865250000001
35.0,20104.0,20.63,8.0,905,0.2023111895
36.0,20604.0,20.55,8.5,905,0.2015266575
37.0,21104.0,21.99,9.0,905,0.21564823349999998
38.0,21604.0,28.63,9.5,905,0.2807643895
39.0,22104.0,26.56,10.0,905,0.260464624
40.0,22604.0,26.99,10.5,905,0.2646814835
41.0,23104.0,27.56,11.0,905,0.270271274
42.0,23604.0,27.09,11.5,905,0.26566214850000003
43.0,24104.0,28.93,12.0,905,0.2837063845
44.0,24604.0,32.05,12.5,905,0.31430313249999997
45.0,25104.0,29.94,13.0,905,0.29361110100000004
46.0,25604.0,34.49,13.5,905,0.3382313585
47.0,26104.0,29.47,14.0,905,0.2890019755
48.0,26604.0,30.85,14.5,905,0.3025351525
49.0,27104.0,31.16,15.0,905,0.305575214
50.0,27604.0,35.6,15.5,905,0.34911674000000004
51.0,28104.0,38.68,16.0,905,0.379321222
52.0,28604.0,39.55,16.5,905,0.38785300749999996
53.0,29104.0,41.6,17.0,905,0.40795664000000004
54.0,29604.0,43.27,17.5,905,0.4243337455
55.0,30104.0,45.58,18.0,905,0.446987107
56.0,30604.0,45.59,18.5,905,0.44708517350000004
57.0,31104.0,46.35,19.0,905,0.4545382275
58.0,31604.0,43.74,19.5,905,0.428942871
59.0,32104.0,47.43,20.0,905,0.4651294095
60.0,32604.0,50.37,20.5,905,0.4939609605
61.0,-32432.0,52.41,21.0,905,0.5139665265
62.0,-31932.0,52.73,21.5,905,0.5171046545
63.0,-31432.0,54.65,22.0,905,0.5359334225
64.0,-30932.0,56.55,22.5,905,0.5545660575
65.0,-30432.0,58.54,23.0,905,0.574081291
66.0,-29932.0,60.84,23.5,905,0.596636586
67.0,-29432.0,65.76,24.0,905,0.6448853040000001
68.0,-28932.0,54.39,24.5,905,0.5333836935
69.0,-28432.0,58.06,25.0,905,0.569374099
70.0,-27932.0,62.76,25.5,905,0.615465354
71.0,-27432.0,68.5,26.0,905,0.671755525
72.0,-26932.0,70.78,26.5,905,0.694114687
73.0,-26432.0,71.79,27.0,905,0.7040194035
74.0,-25932.0,71.72,27.5,905,0.703332938
75.0,-25432.0,78.02,28.0,905,0.7651148329999999
76.0,-24932.0,78.84,28.5,905,0.7731562860000001
77.0,-24432.0,77.03,29.0,905,0.7554062495
78.0,-23932.0,78.4,29.5,905,0.76884136
79.0,-23432.0,77.36,30.0,905,0.758642444
80.0,-22932.0,82.01,30.5,905,0.8042433665000001
81.0,-22432.0,86.23,31.0,905,0.8456274295
82.0,-21932.0,83.56,31.5,905,0.8194436740000001
83.0,-21432.0,89.7,32.0,905,0.879656505
84.0,-20932.0,92.09,32.5,905,0.9030943985000001
85.0,-20432.0,94.96,33.0,905,0.9312394839999999
86.0,-19932.0,80.98,33.5,905,0.794142517
87.0,-19432.0,90.25,34.0,905,0.8850501625
88.0,-18932.0,93.87,34.5,905,0.9205502355
89.0,-18432.0,97.39,35.0,905,0.9550696435
