Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
14.0,26820.0,2.1,0.0,715,0.020593965000000002
15.0,27320.0,14.08,0.5,715,0.138077632
16.0,27820.0,23.85,1.0,715,0.23388860250000001
17.0,28320.0,34.06,1.5,715,0.334014499
18.0,28820.0,45.13,2.0,715,0.4425741145
19.0,29320.0,40.57,2.5,715,0.39785579050000003
20.0,29820.0,49.95,3.0,715,0.48984216750000004
21.0,30320.0,58.64,3.5,715,0.575061956
22.0,30820.0,68.32,4.0,715,0.6699903279999999
23.0,31320.0,77.24,4.5,715,0.757465646
24.0,31820.0,86.07,5.0,715,0.8440583654999999
25.0,32320.0,94.08,5.5,715,0.922609632
26.0,-32716.0,102.98,6.0,715,1.009888817
27.0,-32216.0,107.42,6.5,715,1.053430343
28.0,-31716.0,109.84,7.0,715,1.077162436
29.0,-31216.0,118.76,7.5,715,1.1646377540000001
30.0,-30716.0,126.33,8.0,715,1.2388740945
31.0,-30216.0,134.46,8.5,715,1.318602159
32.0,-29716.0,139.79,9.0,715,1.3708716035
33.0,-29216.0,147.34,9.5,715,1.444911811
34.0,-28716.0,150.76,10.0,715,1.478450554
35.0,-28216.0,152.88,10.5,715,1.499240652
36.0,-27716.0,161.91,11.0,715,1.5877947015
37.0,-27216.0,168.98,11.5,715,1.6571277169999998
38.0,-26716.0,179.9,12.0,715,1.764216335
39.0,-26216.0,190.46,12.5,715,1.8677745590000001
40.0,-25716.0,202.84,13.0,715,1.989180886
41.0,-25216.0,219.39,13.5,715,2.1514809434999997
42.0,-24716.0,234.86,14.0,715,2.303189819
43.0,-24216.0,243.12,14.5,715,2.3841927480000003
44.0,-23716.0,258.54,15.0,715,2.5354112910000004
45.0,-23216.0,275.71,15.5,715,2.7037914714999998
46.0,-22716.0,279.61,16.0,715,2.7420374065
47.0,-22216.0,294.93,16.5,715,2.8922752845
48.0,-21716.0,297.58,17.0,715,2.918262907
49.0,-21216.0,310.79,17.5,715,3.0478087535
50.0,-20716.0,317.18,18.0,715,3.1104732470000003
51.0,-20216.0,334.69,18.5,715,3.2821876885
52.0,-19716.0,327.03,19.0,715,3.2070687495
53.0,-19216.0,342.73,19.5,715,3.3610331545000003
54.0,-18716.0,293.15,20.0,715,2.8748194474999997
55.0,-18216.0,303.47,20.5,715,2.9760240755000003
56.0,-17716.0,313.31,21.0,715,3.0725215115
57.0,-17216.0,308.67,21.5,715,3.0270186555
58.0,-16716.0,316.92,22.0,715,3.107923518
59.0,-16216.0,329.11,22.5,715,3.2274665815000003
60.0,-15716.0,341.16,23.0,715,3.3456367140000003
61.0,-15216.0,351.24,23.5,715,3.444487746
62.0,-14716.0,361.16,24.0,715,3.5417697140000004
63.0,-14216.0,366.16,24.5,715,3.5908029640000003
64.0,-13716.0,370.36,25.0,715,3.6319908940000003
65.0,-13216.0,381.05,25.5,715,3.7368239825000003
66.0,-12716.0,233.16,26.0,715,2.286518514
67.0,-12216.0,242.21,26.5,715,2.3752686965
68.0,-11716.0,254.66,27.0,715,2.4973614889999998
69.0,-11216.0,267.0,27.5,715,2.61837555
70.0,-10716.0,278.16,28.0,715,2.727817764
71.0,-10216.0,288.65,28.5,715,2.8306895224999997
72.0,-9716.0,296.31,29.0,715,2.9058084615
73.0,-9216.0,303.74,29.5,715,2.978671871
74.0,-8716.0,299.68,30.0,715,2.938856872
75.0,-8216.0,307.24,30.5,715,3.012995146
76.0,-7716.0,303.87,31.0,715,2.9799467355
77.0,-7216.0,311.43,31.5,715,3.0540850095
78.0,-6716.0,317.09,32.0,715,3.1095906484999998
79.0,-6216.0,321.92,32.5,715,3.156956768
80.0,-5716.0,330.21,33.0,715,3.2382538965
81.0,-5216.0,336.61,33.5,715,3.3010164565
82.0,-4716.0,338.49,34.0,715,3.3194529585000003
83.0,-4216.0,348.53,34.5,715,3.4179117244999997
84.0,-3716.0,344.97,35.0,715,3.3830000505
85.0,-3216.0,348.45,35.5,715,3.4171271924999997
86.0,-2716.0,360.06,36.0,715,3.530982399
87.0,-2216.0,357.71,36.5,715,3.5079367715
88.0,-1716.0,365.29,37.0,715,3.5822711785
89.0,-1216.0,363.5,37.5,715,3.564717275
