Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
12.0,-9288.0,15.74,0.0,1085,0.154356671
13.0,-8788.0,24.6,0.5,1085,0.24124359
14.0,-8288.0,29.85,1.0,1085,0.29272850250000004
15.0,-7788.0,35.1,1.5,1085,0.344213415
16.0,-7288.0,46.58,2.0,1085,0.45679375699999997
17.0,-6788.0,63.41,2.5,1085,0.6218396764999999
18.0,-6288.0,75.68,3.0,1085,0.7421672720000001
19.0,-5788.0,82.45,3.5,1085,0.8085582925
20.0,-5288.0,70.77,4.0,1085,0.6940166205
21.0,-4788.0,82.04,4.5,1085,0.804537566
22.0,-4288.0,89.98,5.0,1085,0.8824023670000001
23.0,-3788.0,106.44,5.5,1085,1.043819826
24.0,-3288.0,122.11,6.0,1085,1.1974900315
25.0,-2788.0,131.45,6.5,1085,1.2890841425
26.0,-2288.0,139.25,7.0,1085,1.3655760125
27.0,-1788.0,161.6,7.5,1085,1.5847546399999999
28.0,-1288.0,147.16,8.0,1085,1.443146614
29.0,-788.0,155.91,8.5,1085,1.5289548015
30.0,-288.0,136.01,9.0,1085,1.3338024665
31.0,212.0,155.66,9.5,1085,1.526503139
32.0,712.0,172.44,10.0,1085,1.691058726
33.0,1212.0,187.72,10.5,1085,1.840904338
34.0,1712.0,214.39,11.0,1085,2.1024476935
35.0,2212.0,219.61,11.5,1085,2.1536384065000003
36.0,2712.0,239.55,12.0,1085,2.3491830075
37.0,3212.0,240.67,12.5,1085,2.3601664555
38.0,3712.0,257.55,13.0,1085,2.5257027075000003
39.0,4212.0,286.44,13.5,1085,2.809016826
40.0,4712.0,292.42,14.0,1085,2.867660593
41.0,5212.0,305.34,14.5,1085,2.994362511
42.0,5712.0,313.02,15.0,1085,3.069677583
43.0,6212.0,325.35,15.5,1085,3.1905935775
44.0,6712.0,340.46,16.0,1085,3.3387720589999996
45.0,7212.0,352.94,16.5,1085,3.461159051
46.0,7712.0,372.22,17.0,1085,3.6502312630000002
47.0,8212.0,383.63,17.5,1085,3.7621251395
48.0,8712.0,395.05,18.0,1085,3.8741170825
49.0,9212.0,418.31,18.5,1085,4.1022197615
50.0,9712.0,431.49,19.0,1085,4.2314714085
51.0,10212.0,436.87,19.5,1085,4.2842311855
52.0,10712.0,443.0,20.0,1085,4.34434595
53.0,11212.0,453.37,20.5,1085,4.4460409105
54.0,11712.0,449.21,21.0,1085,4.4052452465
55.0,12212.0,447.14,21.5,1085,4.384945481
56.0,12712.0,462.14,22.0,1085,4.532045231
57.0,13212.0,473.74,22.5,1085,4.645802371
58.0,13712.0,467.98,23.0,1085,4.589316067
59.0,14212.0,468.28,23.5,1085,4.592258062
60.0,14712.0,495.6,24.0,1085,4.86017574
61.0,15212.0,478.02,24.5,1085,4.687774833
62.0,15712.0,491.03,25.0,1085,4.8153593494999996
63.0,16212.0,540.2,25.5,1085,5.29755233
64.0,16712.0,563.2,26.0,1085,5.52310528
65.0,17212.0,547.07,26.5,1085,5.364924015500001
66.0,17712.0,474.61,27.0,1085,4.6543341565
67.0,18212.0,499.63,27.5,1085,4.8996965395
68.0,18712.0,511.12,28.0,1085,5.012374948
69.0,19212.0,526.59,28.5,1085,5.1640838235
70.0,19712.0,540.61,29.0,1085,5.3015730565000005
71.0,20212.0,518.3,29.5,1085,5.082786694999999
72.0,20712.0,511.72,30.0,1085,5.018258938000001
73.0,21212.0,541.56,30.5,1085,5.310889373999999
74.0,21712.0,543.1,31.0,1085,5.325991615
75.0,22212.0,524.14,31.5,1085,5.140057531
76.0,22712.0,519.84,32.0,1085,5.097888936
77.0,23212.0,540.58,32.5,1085,5.301278857000001
78.0,23712.0,523.45,33.0,1085,5.1332909425
79.0,24212.0,481.3,33.5,1085,4.719940645
80.0,24712.0,501.63,34.0,1085,4.9193098395
81.0,25212.0,527.25,34.5,1085,5.1705562125
82.0,25712.0,537.28,35.0,1085,5.268916912
83.0,26212.0,556.65,35.5,1085,5.4588717225
84.0,26712.0,570.55,36.0,1085,5.595184157499999
85.0,27212.0,561.24,36.5,1085,5.503884246
86.0,27712.0,585.01,37.0,1085,5.7369883165
87.0,28212.0,609.06,37.5,1085,5.972838249
88.0,28712.0,602.15,38.0,1085,5.9050742975
89.0,29212.0,633.16,38.5,1085,6.2091785139999995
