Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,-32504.0,73.98,0.0,650,0.7254959670000001
3.0,-32004.0,156.69,0.5,650,1.5366039885
4.0,-31504.0,219.22,1.0,650,2.149813813
5.0,-31004.0,276.09,1.5,650,2.7075179984999997
6.0,-30504.0,317.16,2.0,650,3.110277114
7.0,-30004.0,378.14,2.5,650,3.708286631
8.0,-29504.0,426.96,3.0,650,4.187047284
9.0,-29004.0,474.96,3.5,650,4.657766484
10.0,-28504.0,525.19,4.0,650,5.150354513500001
11.0,-28004.0,575.35,4.5,650,5.6422560775
12.0,-27504.0,625.26,5.0,650,6.131705979
13.0,-27004.0,689.05,5.5,650,6.7572721824999995
14.0,-26504.0,728.45,6.0,650,7.1436541925000006
15.0,-26004.0,771.84,6.5,650,7.569164736
16.0,-25504.0,818.51,7.0,650,8.0268410915
17.0,-25004.0,864.8,7.5,650,8.48079092
18.0,-24504.0,913.46,8.0,650,8.957982509
19.0,-24004.0,955.06,8.5,650,9.365939148999999
20.0,-23504.0,991.36,9.0,650,9.721920544
21.0,-23004.0,1048.21,9.5,650,10.2794285965
