load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,-20536.0,3.3,45.5,2.0,2.0,-20536.0,0.0,0.0,0.0,0.0
3.0,-20036.0,3.83,46.0,2.0,2.0,-20036.0,0.53,0.5,0.5447297130000001,0.005197525
4.0,-19536.0,4.18,46.5,2.0,2.0,-19536.0,0.8799999,1.0,1.093041339,0.008629851
5.0,-19036.0,3.28,47.0,2.0,2.0,-19036.0,-0.01999998,1.5,1.6377825830000001,-0.00019613281
6.0,-18536.0,4.44,47.5,2.0,2.0,-18536.0,1.1400001,2.0,2.1827065560000003,0.011179581
7.0,-18036.0,4.26,48.0,2.0,2.0,-18036.0,0.9600003,2.5,2.727640516,0.009414386
8.0,-17536.0,5.24,48.5,2.0,2.0,-17536.0,1.9399998,3.0,3.272542275,0.019024897
9.0,-17036.0,5.92,49.0,2.0,2.0,-17036.0,2.6200001,3.5,3.817446861,0.025693424
10.0,-16536.0,7.2,49.5,2.0,2.0,-16536.0,3.8999999,4.0,4.365688111,0.038245935
11.0,-16036.0,7.72,50.0,2.0,2.0,-16036.0,4.42,4.5,4.910496663,0.043345388
12.0,-15536.0,8.92,50.5,2.0,2.0,-15536.0,5.62,5.0,5.455478521000001,0.05511337
13.0,-15036.0,10.0,51.0,2.0,2.0,-15036.0,6.7,5.5,6.000587791,0.065704554
14.0,-14536.0,10.36,51.5,2.0,2.0,-14536.0,7.0599995,6.0,6.545088339,0.06923494
15.0,-14036.0,11.18,52.0,2.0,2.0,-14036.0,7.88,6.5,7.094081397,0.07727641
16.0,-13536.0,12.21,52.5,2.0,2.0,-13536.0,8.91,7.0,7.638468942,0.08737725
17.0,-13036.0,12.32,53.0,2.0,2.0,-13036.0,9.0199995,7.5,8.18365391,0.088455975
18.0,-12536.0,13.3,53.5,2.0,2.0,-12536.0,10.0,8.0,8.728407402,0.09806651
19.0,-12036.0,14.57,54.0,2.0,2.0,-12036.0,11.2699995,8.5,9.276551033,0.110520944
20.0,-11536.0,15.59,54.5,2.0,2.0,-11536.0,12.29,9.0,9.821390997,0.120523736
21.0,-11036.0,16.31,55.0,2.0,2.0,-11036.0,13.009999,9.5,10.366519894000001,0.12758452
22.0,-10536.0,17.74,55.5,2.0,2.0,-10536.0,14.44,10.0,10.910918699000002,0.14160803
23.0,-10036.0,18.4,56.0,2.0,2.0,-10036.0,15.099999,10.5,11.456035083000002,0.14808041
24.0,-9536.0,19.48,56.5,2.0,2.0,-9536.0,16.18,11.0,12.000907441,0.15867159
25.0,-9036.0,19.73,57.0,2.0,2.0,-9036.0,16.43,11.5,12.549318431000001,0.16112326
26.0,-8536.0,20.67,57.5,2.0,2.0,-8536.0,17.37,12.0,13.093960656,0.1703415
27.0,-8036.0,21.58,58.0,2.0,2.0,-8036.0,18.28,12.5,13.639473804000001,0.17926556
28.0,-7536.0,22.5,58.5,2.0,2.0,-7536.0,19.2,13.0,14.183774009,0.18828768
29.0,-7036.0,23.83,59.0,2.0,2.0,-7036.0,20.53,13.5,14.728356905,0.20133053
30.0,-6536.0,25.32,59.5,2.0,2.0,-6536.0,22.02,14.0,15.276986567000002,0.21594243
31.0,-6036.0,25.89,60.0,2.0,2.0,-6036.0,22.59,14.5,15.822196315000001,0.22153221
32.0,-5536.0,26.87,60.5,2.0,2.0,-5536.0,23.570002,15.0,16.367240004000003,0.23114274
33.0,-5036.0,27.63,61.0,2.0,2.0,-5036.0,24.33,15.5,16.911358371000002,0.2385958
34.0,-4536.0,28.69,61.5,2.0,2.0,-4536.0,25.390001,16.0,17.456554182,0.24899085
35.0,-4036.0,30.66,62.0,2.0,2.0,-4036.0,27.36,16.5,18.004826712,0.26830992
36.0,-3536.0,30.87,62.5,2.0,2.0,-3536.0,27.570002,17.0,18.549745421,0.27036932
37.0,-3036.0,31.15,63.0,2.0,2.0,-3036.0,27.85,17.5,19.094686619,0.2731152
38.0,-2536.0,32.68,63.5,2.0,2.0,-2536.0,29.380001,18.0,19.639452139000003,0.28811938
39.0,-2036.0,33.36,64.0,2.0,2.0,-2036.0,30.060001,18.5,20.184499929,0.29478788
40.0,-1536.0,35.39,64.5,2.0,2.0,-1536.0,32.09,19.0,20.732621315000003,0.3146954
41.0,-1036.0,35.11,65.0,2.0,2.0,-1036.0,31.810001,19.5,21.277446180000002,0.31194952
42.0,-536.0,36.02,65.5,2.0,2.0,-536.0,32.72,20.0,21.822440036,0.3208736
43.0,-36.0,37.0,66.0,2.0,2.0,-36.0,33.7,20.5,22.367157239,0.3304841
44.0,464.0,37.52,66.5,2.0,2.0,464.0,34.22,21.0,22.911824014,0.33558354
45.0,964.0,38.15,67.0,2.0,2.0,964.0,34.850002,21.5,23.45709695,0.34176174
46.0,1464.0,38.57,67.5,2.0,2.0,1464.0,35.27,22.0,24.005341232000003,0.34588054
47.0,1964.0,39.69,68.0,2.0,2.0,1964.0,36.39,22.5,24.549845618000003,0.35686398
48.0,2464.0,41.11,68.5,2.0,2.0,2464.0,37.81,23.0,25.095834978000003,0.3707894
49.0,2964.0,41.99,69.0,2.0,2.0,2964.0,38.690002,23.5,25.639902906000003,0.3794193
50.0,3464.0,42.15,69.5,2.0,2.0,3464.0,38.850002,24.0,26.184972081,0.38098836
51.0,3964.0,43.79,70.0,2.0,2.0,3964.0,40.49,24.5,26.733295938,0.39707124
52.0,4464.0,44.09,70.5,2.0,2.0,4464.0,40.79,25.0,27.278071957,0.40001324
53.0,4964.0,45.0,71.0,2.0,2.0,4964.0,41.7,25.5,27.822939826000002,0.40893728
54.0,5464.0,46.56,71.5,2.0,2.0,5464.0,43.260002,26.0,28.367910619000003,0.42423567
55.0,5964.0,47.71,72.0,2.0,2.0,5964.0,44.41,26.5,28.912389326000003,0.4355133
56.0,6464.0,47.86,72.5,2.0,2.0,6464.0,44.56,27.0,29.460912581000002,0.4369843
57.0,6964.0,48.34,73.0,2.0,2.0,6964.0,45.04,27.5,30.005895210000002,0.4416915
58.0,7464.0,49.36,73.5,2.0,2.0,7464.0,46.06,28.0,30.550552882,0.45169428
59.0,7964.0,48.77,74.0,2.0,2.0,7964.0,45.47,28.5,31.095319155000002,0.44590837
60.0,8464.0,49.99,74.5,2.0,2.0,8464.0,46.690002,29.0,31.640452704,0.45787248
61.0,8964.0,52.08,75.0,2.0,2.0,8964.0,48.780003,29.5,32.188729437,0.47836837
62.0,9464.0,53.74,75.5,2.0,2.0,9464.0,50.440002,30.0,32.733662522,0.4946474
63.0,9964.0,53.13,76.0,2.0,2.0,9964.0,49.83,30.5,33.278678015000004,0.48866537
64.0,10464.0,55.26,76.5,2.0,2.0,10464.0,51.96,31.0,33.823551845000004,0.50955355
65.0,10964.0,55.94,77.0,2.0,2.0,10964.0,52.64,31.5,34.368304447,0.51622206
66.0,11464.0,57.06,77.5,2.0,2.0,11464.0,53.760002,32.0,34.916543515,0.5272055
67.0,11964.0,58.64,78.0,2.0,2.0,11964.0,55.34,32.5,35.461579989,0.5427
68.0,12464.0,56.96,78.5,2.0,2.0,12464.0,53.66,33.0,36.006530433,0.52622485
69.0,12964.0,59.63,79.0,2.0,2.0,12964.0,56.33,33.5,36.551683543,0.55240864
70.0,13464.0,59.66,79.5,2.0,2.0,13464.0,56.36,34.0,37.096567310000005,0.5527028
71.0,13964.0,60.17,80.0,2.0,2.0,13964.0,56.87,34.5,37.644492265000004,0.55770415
72.0,14464.0,61.07,80.5,2.0,2.0,14464.0,57.77,35.0,38.189408298000004,0.56653017
73.0,14964.0,62.1,81.0,2.0,2.0,14964.0,58.8,35.5,38.733887137,0.576631
74.0,15464.0,62.78,81.5,2.0,2.0,15464.0,59.48,36.0,39.279097996000004,0.5832995
75.0,15964.0,63.87,82.0,2.0,2.0,15964.0,60.57,36.5,39.82433779,0.5939888
76.0,16464.0,64.66,82.5,2.0,2.0,16464.0,61.360004,37.0,40.372463845000006,0.60173607
77.0,16964.0,65.64,83.0,2.0,2.0,16964.0,62.34,37.5,40.917019713,0.61134654
78.0,17464.0,66.58,83.5,2.0,2.0,17464.0,63.280003,38.0,41.462304334,0.6205648
79.0,17964.0,67.84,84.0,2.0,2.0,17964.0,64.53999,38.5,42.006985506,0.63292116
80.0,18464.0,68.47,84.5,2.0,2.0,18464.0,65.17,39.0,42.551867153,0.6390994
81.0,18964.0,69.43,85.0,2.0,2.0,18964.0,66.13,39.5,43.100013413,0.6485138
82.0,19464.0,70.35,85.5,2.0,2.0,19464.0,67.049995,40.0,43.645162078000006,0.65753585
83.0,19964.0,70.96,86.0,2.0,2.0,19964.0,67.659996,40.5,44.190201443,0.66351795
84.0,20464.0,71.92,86.5,2.0,2.0,20464.0,68.619995,41.0,44.734772747,0.6729323
