Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
4.0,28784.0,23.18,0.0,765,0.227318147
5.0,29284.0,43.47,0.5,765,0.4262950755
6.0,29784.0,67.58,1.0,765,0.6627334069999999
7.0,30284.0,100.92,1.5,765,0.989687118
8.0,30784.0,127.54,2.0,765,1.250740141
9.0,31284.0,139.64,2.5,765,1.369400606
10.0,31784.0,143.16,3.0,765,1.4039200139999999
11.0,32284.0,144.65,3.5,765,1.4185319225000002
12.0,-32752.0,147.57,4.0,765,1.4471673404999998
13.0,-32252.0,150.47,4.5,765,1.4756066255
14.0,-31752.0,152.91,5.0,765,1.4995348515
15.0,-31252.0,156.98,5.5,765,1.539447917
16.0,-30752.0,160.4,6.0,765,1.57298666
17.0,-30252.0,163.86,6.5,765,1.6069176690000002
18.0,-29752.0,164.65,7.0,765,1.6146649225
19.0,-29252.0,166.88,7.5,765,1.636533752
20.0,-28752.0,168.84,8.0,765,1.6557547860000001
21.0,-28252.0,171.56,8.5,765,1.682428874
22.0,-27752.0,177.54,9.0,765,1.741072641
23.0,-27252.0,181.55,9.5,765,1.7803973075000001
24.0,-26752.0,184.65,10.0,765,1.8107979225000002
25.0,-26252.0,186.78,10.5,765,1.831686087
26.0,-25752.0,189.81,11.0,765,1.8614002365
27.0,-25252.0,194.36,11.5,765,1.906020494
28.0,-24752.0,199.63,12.0,765,1.9577015395
29.0,-24252.0,201.58,12.5,765,1.9768245070000001
30.0,-23752.0,205.91,13.0,765,2.0192873015
31.0,-23252.0,210.18,13.5,765,2.061161697
32.0,-22752.0,215.18,14.0,765,2.110194947
33.0,-22252.0,220.81,14.5,765,2.1654063865
34.0,-21752.0,226.17,15.0,765,2.2179700305
35.0,-21252.0,231.56,15.5,765,2.270827874
36.0,-20752.0,236.82,16.0,765,2.322410853
37.0,-20252.0,241.02,16.5,765,2.363598783
38.0,-19752.0,244.64,17.0,765,2.3990988559999997
39.0,-19252.0,252.57,17.5,765,2.4768655905
40.0,-18752.0,256.74,18.0,765,2.517759321
41.0,-18252.0,261.61,18.5,765,2.5655177065
42.0,-17752.0,268.19,19.0,765,2.6300454635
43.0,-17252.0,273.65,19.5,765,2.6835897725
44.0,-16752.0,277.45,20.0,765,2.7208550424999998
45.0,-16252.0,280.76,20.5,765,2.7533150539999998
46.0,-15752.0,281.0,21.0,765,2.75566865
47.0,-15252.0,239.49,21.5,765,2.3485946085
48.0,-14752.0,243.01,22.0,765,2.3831140165
49.0,-14252.0,246.91,22.5,765,2.4213599515
50.0,-13752.0,251.12,23.0,765,2.462645948
51.0,-13252.0,256.52,23.5,765,2.5156018579999997
52.0,-12752.0,257.83,24.0,765,2.5284485695
53.0,-12252.0,259.36,24.5,765,2.543452744
54.0,-11752.0,263.76,25.0,765,2.586602004
55.0,-11252.0,267.11,25.5,765,2.6194542815000004
56.0,-10752.0,267.37,26.0,765,2.6220040105
57.0,-10252.0,273.7,26.5,765,2.684080105
58.0,-9752.0,281.12,27.0,765,2.756845448
59.0,-9252.0,282.65,27.5,765,2.7718496225
60.0,-8752.0,284.04,28.0,765,2.7854808660000003
61.0,-8252.0,289.57,28.5,765,2.8397116405
62.0,-7752.0,291.16,29.0,765,2.8553042140000002
63.0,-7252.0,291.66,29.5,765,2.860207539
64.0,-6752.0,298.57,30.0,765,2.9279714905
65.0,-6252.0,291.8,30.5,765,2.8615804700000003
66.0,-5752.0,293.23,31.0,765,2.8756039795
67.0,-5252.0,280.09,31.5,765,2.7467445985
68.0,-4752.0,287.56,32.0,765,2.820000274
69.0,-4252.0,300.3,32.5,765,2.944936995
70.0,-3752.0,301.58,33.0,765,2.957489507
71.0,-3252.0,311.41,33.5,765,3.0538888765000003
72.0,-2752.0,314.78,34.0,765,3.0869372869999996
73.0,-2252.0,320.03,34.5,765,3.1384221995
74.0,-1752.0,329.46,35.0,765,3.230898909
75.0,-1252.0,337.61,35.5,765,3.3108231065
76.0,-752.0,344.84,36.0,765,3.3817251859999997
77.0,-252.0,351.77,36.5,765,3.4496852705
78.0,248.0,357.54,37.0,765,3.5062696410000003
79.0,748.0,361.81,37.5,765,3.5481440365
80.0,1248.0,368.91,38.0,765,3.6177712515000002
81.0,1748.0,354.62,38.5,765,3.477634223
82.0,2248.0,358.39,39.0,765,3.5146052935
83.0,2748.0,365.46,39.5,765,3.5839383089999997
84.0,3248.0,367.37,40.0,765,3.6026690105
85.0,3748.0,379.82,40.5,765,3.724761803
86.0,4248.0,380.55,41.0,765,3.7319206575000003
87.0,4748.0,385.04,41.5,765,3.7759525160000003
88.0,5248.0,387.52,42.0,765,3.800273008
89.0,5748.0,397.27,42.5,765,3.8958878455
