load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,-27932.0,-17.04,759.0,2.0,2.0,-27932.0,0.0,0.0,0.0,0.0
3.0,-27432.0,-7.74,759.5,2.0,2.0,-27432.0,9.300001,0.5,0.544732373,0.09120185
4.0,-26932.0,0.14,760.0,2.0,2.0,-26932.0,17.18,1.0,1.0897496050000002,0.16847825
5.0,-26432.0,13.81,760.5,2.0,2.0,-26432.0,30.850002,1.5,1.6345792950000002,0.30253518
6.0,-25932.0,14.59,761.0,2.0,2.0,-25932.0,31.630001,2.0,2.1827809940000003,0.31018436
7.0,-25432.0,28.43,761.5,2.0,2.0,-25432.0,45.47,2.5,2.7277433650000003,0.44590837
8.0,-24932.0,41.39,762.0,2.0,2.0,-24932.0,58.43,3.0,3.2727941150000004,0.5730026
9.0,-24432.0,59.57,762.5,2.0,2.0,-24432.0,76.61,3.5,3.817219289,0.75128746
10.0,-23932.0,75.82,763.0,2.0,2.0,-23932.0,92.86,4.0,4.362605076,0.9106455
11.0,-23432.0,91.59,763.5,2.0,2.0,-23432.0,108.63,4.5,4.910766798,1.0652964
12.0,-22932.0,107.5,764.0,2.0,2.0,-22932.0,124.54,5.0,5.455755966,1.2213202
13.0,-22432.0,113.36,764.5,2.0,2.0,-22432.0,130.4,5.5,6.000464268,1.2787871
14.0,-21932.0,125.47,765.0,2.0,2.0,-21932.0,142.51001,6.0,6.545655504000001,1.3975457
15.0,-21432.0,135.42,765.5,2.0,2.0,-21432.0,152.45999,6.5,7.0937499420000005,1.4951218
16.0,-20932.0,129.13,766.0,2.0,2.0,-20932.0,146.17001,7.0,7.638576421000001,1.4334381
17.0,-20432.0,148.83,766.5,2.0,2.0,-20432.0,165.87,7.5,8.183912305,1.626629
18.0,-19932.0,158.61,767.0,2.0,2.0,-19932.0,175.65,8.0,8.728453152,1.722538
19.0,-19432.0,172.77,767.5,2.0,2.0,-19432.0,189.81,8.5,9.273254683000001,1.8614002
20.0,-18932.0,178.42,768.0,2.0,2.0,-18932.0,195.45999,9.0,9.821338456000001,1.9168078
21.0,-18432.0,189.15,768.5,2.0,2.0,-18432.0,206.19,9.5,10.366747003,2.0220332
22.0,-17932.0,195.52,769.0,2.0,2.0,-17932.0,212.56,10.0,10.911461887000002,2.0845015
23.0,-17432.0,204.75,769.5,2.0,2.0,-17432.0,221.79001,10.5,11.455904999000001,2.1750169
24.0,-16932.0,218.03,770.0,2.0,2.0,-16932.0,235.07,11.0,12.009583076,2.3052492
25.0,-16432.0,227.1,770.5,2.0,2.0,-16432.0,244.14001,11.5,12.549509330000001,2.3941956
26.0,-15932.0,209.63,771.0,2.0,2.0,-15932.0,226.67001,12.0,13.094579409000001,2.2228732
27.0,-15432.0,224.75,771.5,2.0,2.0,-15432.0,241.79001,12.5,13.639353834000001,2.37115
28.0,-14932.0,220.48,772.0,2.0,2.0,-14932.0,237.51999,13.0,14.184509640000002,2.3292756
29.0,-14432.0,225.81,772.5,2.0,2.0,-14432.0,242.85,13.5,14.732502038000002,2.381545
30.0,-13932.0,231.83,773.0,2.0,2.0,-13932.0,248.87,14.0,15.277480667,2.4405808
31.0,-13432.0,253.4,773.5,2.0,2.0,-13432.0,270.44,14.5,15.821859229000001,2.65211
32.0,-12932.0,266.53,774.0,2.0,2.0,-12932.0,283.57,15.0,16.367576718000002,2.7808719
33.0,-12432.0,257.37,774.5,2.0,2.0,-12432.0,274.41,15.5,16.915012113,2.691043
34.0,-11932.0,278.98,775.0,2.0,2.0,-11932.0,296.02002,16.0,17.460610789,2.9029646
35.0,-11432.0,284.48,775.5,2.0,2.0,-11432.0,301.52002,16.5,18.007992375,2.956901
36.0,-10932.0,269.12,776.0,2.0,2.0,-10932.0,286.16,17.0,18.55058203,2.806271
37.0,-10432.0,285.6,776.5,2.0,2.0,-10432.0,302.64,17.5,19.098650859000003,2.9678845
38.0,-9932.0,298.65,777.0,2.0,2.0,-9932.0,315.69,18.0,19.64310133,3.0958614
39.0,-9432.0,305.06,777.5,2.0,2.0,-9432.0,322.1,18.5,20.188490355000003,3.158722
40.0,-8932.0,325.89,778.0,2.0,2.0,-8932.0,342.93002,19.0,20.733549642,3.3629947
41.0,-8432.0,341.72,778.5,2.0,2.0,-8432.0,358.76,19.5,21.278358566,3.5182338
42.0,-7932.0,345.03,779.0,2.0,2.0,-7932.0,362.07,20.0,21.826307312,3.5506935
43.0,-7432.0,338.38,779.5,2.0,2.0,-7432.0,355.42,20.5,22.371511534,3.4854794
44.0,-6932.0,361.02,780.0,2.0,2.0,-6932.0,378.06,21.0,22.916457759,3.707502
45.0,-6432.0,374.77,780.5,2.0,2.0,-6432.0,391.81,21.5,23.460521847000003,3.8423433
46.0,-5932.0,393.22,781.0,2.0,2.0,-5932.0,410.26,22.0,24.00582339,4.0232763
47.0,-5432.0,394.22,781.5,2.0,2.0,-5432.0,411.26,22.5,24.554377502,4.033083
48.0,-4932.0,341.11,782.0,2.0,2.0,-4932.0,358.15,23.0,25.099329265,3.5122514
49.0,-4432.0,363.29,782.5,2.0,2.0,-4432.0,380.33002,23.5,25.64430197,3.729763
50.0,-3932.0,374.91,783.0,2.0,2.0,-3932.0,391.95,24.0,26.189768411000003,3.8437166
51.0,-3432.0,395.58,783.5,2.0,2.0,-3432.0,412.62,24.5,26.733968102000002,4.0464196
52.0,-2932.0,396.93,784.0,2.0,2.0,-2932.0,413.97,25.0,27.282346946,4.0596585
53.0,-2432.0,408.05,784.5,2.0,2.0,-2432.0,425.09,25.5,27.827282357,4.1687083
54.0,-1932.0,421.34,785.0,2.0,2.0,-1932.0,438.38,26.0,28.372510449000004,4.299039
55.0,-1432.0,429.65,785.5,2.0,2.0,-1432.0,446.69,26.5,28.916981405,4.3805323
56.0,-932.0,435.22,786.0,2.0,2.0,-932.0,452.26,27.0,29.465053292,4.4351554
57.0,-432.0,453.2,786.5,2.0,2.0,-432.0,470.24002,27.5,30.009981729000003,4.611479
58.0,68.0,471.18,787.0,2.0,2.0,68.0,488.22,28.0,30.554967335,4.787802
59.0,568.0,482.22,787.5,2.0,2.0,568.0,499.26,28.5,31.099963680000002,4.8960676
60.0,1068.0,470.63,788.0,2.0,2.0,1068.0,487.67,29.0,31.644320706000002,4.7824087
61.0,1568.0,471.81,788.5,2.0,2.0,1568.0,488.85,29.5,32.193099504,4.7939806
62.0,2068.0,482.08,789.0,2.0,2.0,2068.0,499.12,30.0,32.738030358,4.894695
63.0,2568.0,433.26,789.5,2.0,2.0,2568.0,450.30002,30.5,33.282817128000005,4.4159346
64.0,3068.0,463.22,790.0,2.0,2.0,3068.0,480.26,31.0,33.827895739,4.7097416
65.0,3568.0,455.24,790.5,2.0,2.0,3568.0,472.28,31.5,34.372749242000005,4.6314845
66.0,4068.0,488.71,791.0,2.0,2.0,4068.0,505.75,32.0,34.921000784,4.959713
67.0,4568.0,511.2,791.5,2.0,2.0,4568.0,528.24,32.5,35.465928957,5.1802645
68.0,5068.0,530.36,792.0,2.0,2.0,5068.0,547.39996,33.0,36.010383485000006,5.36816
69.0,5568.0,479.91,792.5,2.0,2.0,5568.0,496.95,33.5,36.555746218,4.8734145
70.0,6068.0,472.74,793.0,2.0,2.0,6068.0,489.78,34.0,37.100469579000006,4.8031006
71.0,6568.0,488.8,793.5,2.0,2.0,6568.0,505.84,34.5,37.648784054000004,4.9605956
72.0,7068.0,486.83,794.0,2.0,2.0,7068.0,503.87,35.0,38.193792755000004,4.9412766
73.0,7568.0,491.49,794.5,2.0,2.0,7568.0,508.53,35.5,38.738760464,4.986975
74.0,8068.0,504.03,795.0,2.0,2.0,8068.0,521.07,36.0,39.283652163,5.109951
75.0,8568.0,513.02,795.5,2.0,2.0,8568.0,530.06,36.5,39.831805921000004,5.198113
76.0,9068.0,524.13,796.0,2.0,2.0,9068.0,541.17,37.0,40.376834472000006,5.3070645
77.0,9568.0,536.17,796.5,2.0,2.0,9568.0,553.20996,37.5,40.921548854,5.4251366
78.0,10068.0,549.09,797.0,2.0,2.0,10068.0,566.13,38.0,41.466716798,5.551839
79.0,10568.0,561.02,797.5,2.0,2.0,10568.0,578.06,38.5,42.011010844000005,5.668832
80.0,11068.0,573.73,798.0,2.0,2.0,11068.0,590.76996,39.0,42.559756853,5.793474
81.0,11568.0,589.05,798.5,2.0,2.0,11568.0,606.08997,39.5,43.104736235000004,5.943712
82.0,12068.0,603.89,799.0,2.0,2.0,12068.0,620.93,40.0,43.649748506,6.089243
83.0,12568.0,620.61,799.5,2.0,2.0,12568.0,637.64996,40.5,44.194594958,6.25321
84.0,13068.0,639.06,800.0,2.0,2.0,13068.0,656.1,41.0,44.742744488,6.4341426
