Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
13.0,27964.0,8.73,0.0,640,0.0856120545
14.0,28464.0,19.41,0.5,640,0.1903470765
15.0,28964.0,31.02,1.0,640,0.304202283
16.0,29464.0,31.81,1.5,640,0.3119495365
17.0,29964.0,47.18,2.0,640,0.46267774700000003
18.0,30464.0,69.72,2.5,640,0.683719638
19.0,30964.0,81.98,3.0,640,0.8039491670000001
20.0,31464.0,97.9,3.5,640,0.960071035
21.0,31964.0,123.43,4.0,640,1.2104348095000002
22.0,32464.0,139.04,4.5,640,1.3635166159999998
23.0,-32572.0,149.95,5.0,640,1.4705071674999999
24.0,-32072.0,172.18,5.5,640,1.688508997
25.0,-31572.0,176.8,6.0,640,1.7338157200000002
26.0,-31072.0,203.48,6.5,640,1.995457142
27.0,-30572.0,214.22,7.0,640,2.100780563
28.0,-30072.0,215.19,7.5,640,2.1102930135
29.0,-29572.0,209.82,8.0,640,2.057631303
30.0,-29072.0,241.33,8.5,640,2.3666388445
31.0,-28572.0,261.99,9.0,640,2.5692442335
32.0,-28072.0,275.22,9.5,640,2.6989862130000004
33.0,-27572.0,301.89,10.0,640,2.9605295684999997
34.0,-27072.0,336.61,10.5,640,3.3010164565
35.0,-26572.0,363.57,11.0,640,3.5654037405
36.0,-26072.0,373.51,11.5,640,3.6628818415
37.0,-25572.0,404.46,12.0,640,3.9663976589999996
38.0,-25072.0,435.51,12.5,640,4.2708941415
39.0,-24572.0,467.45,13.0,640,4.5841185425
40.0,-24072.0,500.91,13.5,640,4.9122490515
41.0,-23572.0,528.39,14.0,640,5.1817357935
42.0,-23072.0,559.33,14.5,640,5.4851535445
43.0,-22572.0,459.69,15.0,640,4.5080189385
44.0,-22072.0,477.14,15.5,640,4.679144981
45.0,-21572.0,509.67,16.0,640,4.9981553055
46.0,-21072.0,548.45,16.5,640,5.378457192500001
47.0,-20572.0,583.93,17.0,640,5.7263971345
48.0,-20072.0,588.19,17.5,640,5.7681734635
49.0,-19572.0,613.0,18.0,640,6.01147645
50.0,-19072.0,646.03,18.5,640,6.3353900995
51.0,-18572.0,666.29,19.0,640,6.534072828499999
52.0,-18072.0,709.24,19.5,640,6.955268446
53.0,-17572.0,736.14,20.0,640,7.219067331
54.0,-17072.0,770.98,20.5,640,7.560731017
55.0,-16572.0,801.36,21.0,640,7.858657044
56.0,-16072.0,730.18,21.5,640,7.160619697
57.0,-15572.0,781.41,22.0,640,7.6630143765
58.0,-15072.0,823.59,22.5,640,8.0766588735
59.0,-14572.0,845.79,23.0,640,8.2943665035
60.0,-14072.0,888.17,23.5,640,8.7099723305
61.0,-13572.0,912.3,24.0,640,8.946606795
62.0,-13072.0,950.71,24.5,640,9.323280221500001
63.0,-12572.0,981.66,25.0,640,9.626796039
64.0,-12072.0,1017.34,25.5,640,9.976697311
