load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
21.0,-32072.0,-21.3,99.5,2.0,2.0,-32072.0,0.0,0.0,10.363158773,0.0
22.0,-31572.0,-19.3,100.0,2.0,2.0,-31572.0,2.0,0.5,10.911640486000001,0.019613296
23.0,-31072.0,-17.22,100.5,2.0,2.0,-31072.0,4.08,1.0,11.457751442000001,0.040011123
24.0,-30572.0,-14.89,101.0,2.0,2.0,-30572.0,6.409999,1.5,12.001648849,0.06286061
25.0,-30072.0,-12.73,101.5,2.0,2.0,-30072.0,8.57,2.0,12.546439322000001,0.08404298
26.0,-29572.0,-10.95,102.0,2.0,2.0,-29572.0,10.349999,2.5,13.094217343,0.10149882
27.0,-29072.0,-8.62,102.5,2.0,2.0,-29072.0,12.679999,3.0,13.639275605000002,0.12434831
28.0,-28572.0,-6.48,103.0,2.0,2.0,-28572.0,14.82,3.5,14.1843383,0.14533454
29.0,-28072.0,-4.59,103.5,2.0,2.0,-28072.0,16.71,4.0,14.729136653000001,0.16386911
30.0,-27572.0,-2.35,104.0,2.0,2.0,-27572.0,18.949999,4.5,15.273750524,0.185836
31.0,-27072.0,-0.67,104.5,2.0,2.0,-27072.0,20.63,5.0,15.822337607000001,0.20231117
32.0,-26572.0,0.97,105.0,2.0,2.0,-26572.0,22.269999,5.5,16.367238752000002,0.21839409
33.0,-26072.0,3.25,105.5,2.0,2.0,-26072.0,24.55,6.0,16.912126742,0.24075325
34.0,-25572.0,5.88,106.0,2.0,2.0,-25572.0,27.18,6.5,17.456924139,0.26654473
35.0,-25072.0,8.13,106.5,2.0,2.0,-25072.0,29.43,7.0,18.002017527,0.28860968
36.0,-24572.0,9.66,107.0,2.0,2.0,-24572.0,30.96,7.5,18.550109811000002,0.30361387
37.0,-24072.0,12.14,107.5,2.0,2.0,-24072.0,33.44,8.0,19.095083016,0.32793435
38.0,-23572.0,14.27,108.0,2.0,2.0,-23572.0,35.57,8.5,19.640099762000002,0.34882253
39.0,-23072.0,16.07,108.5,2.0,2.0,-23072.0,37.37,9.0,20.185244505,0.3664745
40.0,-22572.0,17.71,109.0,2.0,2.0,-22572.0,39.01,9.5,20.730444585,0.3825574
41.0,-22072.0,19.79,109.5,2.0,2.0,-22072.0,41.09,10.0,21.277866627,0.40295523
42.0,-21572.0,21.75,110.0,2.0,2.0,-21572.0,43.05,10.5,21.823119379,0.42217624
