load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,27784.0,-27.54,421.5,2.0,2.0,27784.0,0.0,0.0,0.0,0.0
3.0,28284.0,-4.89,422.0,2.0,2.0,28284.0,22.650002,0.5,0.544683099,0.22212063
4.0,28784.0,23.18,422.5,2.0,2.0,28784.0,50.72,1.0,1.089193286,0.49739328
5.0,29284.0,43.47,423.0,2.0,2.0,29284.0,71.01,1.5,1.6378593220000002,0.69637024
6.0,29784.0,67.58,423.5,2.0,2.0,29784.0,95.12,2.0,2.182575075,0.9328086
7.0,30284.0,100.92,424.0,2.0,2.0,30284.0,128.45999,2.5,2.727424381,1.2597623
8.0,30784.0,127.54,424.5,2.0,2.0,30784.0,155.08,3.0,3.2723812700000003,1.5208154
9.0,31284.0,139.64,425.0,2.0,2.0,31284.0,167.18,3.5,3.820790392,1.6394758
10.0,31784.0,143.16,425.5,2.0,2.0,31784.0,170.70001,4.0,4.365790552,1.6739953
11.0,32284.0,144.65,426.0,2.0,2.0,32284.0,172.19,4.5,4.910294422000001,1.688607
12.0,-32752.0,147.57,426.5,2.0,2.0,-32752.0,175.11002,5.0,5.455597895,1.7172425
13.0,-32252.0,150.47,427.0,2.0,2.0,-32252.0,178.01001,5.5,6.003805667,1.7456818
14.0,-31752.0,152.91,427.5,2.0,2.0,-31752.0,180.45001,6.0,6.548818758,1.7696099
15.0,-31252.0,156.98,428.0,2.0,2.0,-31252.0,184.51999,6.5,7.093632375,1.8095229
16.0,-30752.0,160.4,428.5,2.0,2.0,-30752.0,187.94,7.0,7.638497603,1.8430617
17.0,-30252.0,163.86,429.0,2.0,2.0,-30252.0,191.4,7.5,8.183416585,1.8769927
18.0,-29752.0,164.65,429.5,2.0,2.0,-29752.0,192.19,8.0,8.731919375,1.8847399
19.0,-29252.0,166.88,430.0,2.0,2.0,-29252.0,194.42001,8.5,9.276613110000001,1.9066088
20.0,-28752.0,168.84,430.5,2.0,2.0,-28752.0,196.38,9.0,9.82202869,1.9258299
21.0,-28252.0,171.56,431.0,2.0,2.0,-28252.0,199.1,9.5,10.366521027000001,1.9525039
22.0,-27752.0,177.54,431.5,2.0,2.0,-27752.0,205.07999,10.0,10.914807728000001,2.0111477
23.0,-27252.0,181.55,432.0,2.0,2.0,-27252.0,209.09,10.5,11.459575967000001,2.0504725
24.0,-26752.0,184.65,432.5,2.0,2.0,-26752.0,212.19,11.0,12.004606374000002,2.080873
25.0,-26252.0,186.78,433.0,2.0,2.0,-26252.0,214.32,11.5,12.549415809000001,2.101761
26.0,-25752.0,189.81,433.5,2.0,2.0,-25752.0,217.35,12.0,13.09438401,2.1314752
27.0,-25252.0,194.36,434.0,2.0,2.0,-25252.0,221.9,12.5,13.642686178000002,2.1760955
28.0,-24752.0,199.63,434.5,2.0,2.0,-24752.0,227.17001,13.0,14.187602572000001,2.2277768
29.0,-24252.0,201.58,435.0,2.0,2.0,-24252.0,229.12,13.5,14.732672449,2.2468996
30.0,-23752.0,205.91,435.5,2.0,2.0,-23752.0,233.45001,14.0,15.277232363000001,2.2893624
31.0,-23252.0,210.18,436.0,2.0,2.0,-23252.0,237.72,14.5,15.825911957,2.3312366
32.0,-22752.0,215.18,436.5,2.0,2.0,-22752.0,242.72,15.0,16.370700760000002,2.38027
33.0,-22252.0,220.81,437.0,2.0,2.0,-22252.0,248.35,15.5,16.915631566000002,2.4354813
34.0,-21752.0,226.17,437.5,2.0,2.0,-21752.0,253.70999,16.0,17.460985626,2.488045
35.0,-21252.0,231.56,438.0,2.0,2.0,-21252.0,259.1,16.5,18.009037693,2.5409029
36.0,-20752.0,236.82,438.5,2.0,2.0,-20752.0,264.36002,17.0,18.553674526000002,2.592486
37.0,-20252.0,241.02,439.0,2.0,2.0,-20252.0,268.56,17.5,19.098421764,2.633674
38.0,-19752.0,244.64,439.5,2.0,2.0,-19752.0,272.18,18.0,19.643593628,2.669174
39.0,-19252.0,252.57,440.0,2.0,2.0,-19252.0,280.11002,18.5,20.188609587000002,2.7469406
40.0,-18752.0,256.74,440.5,2.0,2.0,-18752.0,284.28,19.0,20.736893017,2.7878342
41.0,-18252.0,261.61,441.0,2.0,2.0,-18252.0,289.15,19.5,21.281536816000003,2.8355925
42.0,-17752.0,268.19,441.5,2.0,2.0,-17752.0,295.73,20.0,21.826510053,2.9001205
43.0,-17252.0,273.65,442.0,2.0,2.0,-17252.0,301.19,20.5,22.371534882000002,2.9536648
44.0,-16752.0,277.45,442.5,2.0,2.0,-16752.0,304.99002,21.0,22.919747574000002,2.99093
45.0,-16252.0,280.76,443.0,2.0,2.0,-16252.0,308.30002,21.5,23.464440121000003,3.02339
46.0,-15752.0,281.0,443.5,2.0,2.0,-15752.0,308.54,22.0,24.009573929000002,3.0257437
47.0,-15252.0,239.49,444.0,2.0,2.0,-15252.0,267.03,22.5,24.554646296,2.6186697
48.0,-14752.0,243.01,444.5,2.0,2.0,-14752.0,270.55,23.0,25.099314197,2.653189
49.0,-14252.0,246.91,445.0,2.0,2.0,-14252.0,274.45,23.5,25.647698486000003,2.691435
50.0,-13752.0,251.12,445.5,2.0,2.0,-13752.0,278.66,24.0,26.192695346,2.7327209
51.0,-13252.0,256.52,446.0,2.0,2.0,-13252.0,284.06,24.5,26.737274987000003,2.7856767
52.0,-12752.0,257.83,446.5,2.0,2.0,-12752.0,285.37,25.0,27.282587561000003,2.7985234
53.0,-12252.0,259.36,447.0,2.0,2.0,-12252.0,286.9,25.5,27.830854055000003,2.8135276
54.0,-11752.0,263.76,447.5,2.0,2.0,-11752.0,291.30002,26.0,28.375785509000004,2.856677
55.0,-11252.0,267.11,448.0,2.0,2.0,-11252.0,294.65,26.5,28.920389206000003,2.8895292
56.0,-10752.0,267.37,448.5,2.0,2.0,-10752.0,294.91,27.0,29.465074267000002,2.8920789
57.0,-10252.0,273.7,449.0,2.0,2.0,-10252.0,301.24002,27.5,30.013925839000002,2.9541552
58.0,-9752.0,281.12,449.5,2.0,2.0,-9752.0,308.66,28.0,30.558324127000002,3.0269203
59.0,-9252.0,282.65,450.0,2.0,2.0,-9252.0,310.19,28.5,31.103287449000003,3.0419245
60.0,-8752.0,284.04,450.5,2.0,2.0,-8752.0,311.58002,29.0,31.648338054000003,3.055556
61.0,-8252.0,289.57,451.0,2.0,2.0,-8252.0,317.11002,29.5,32.193456016,3.1097867
62.0,-7752.0,291.16,451.5,2.0,2.0,-7752.0,318.7,30.0,32.741896992,3.1253793
63.0,-7252.0,291.66,452.0,2.0,2.0,-7252.0,319.2,30.5,33.28633372,3.1302826
64.0,-6752.0,298.57,452.5,2.0,2.0,-6752.0,326.11002,31.0,33.831555222,3.1980467
65.0,-6252.0,291.8,453.0,2.0,2.0,-6252.0,319.34,31.5,34.376406790000004,3.1316555
66.0,-5752.0,293.23,453.5,2.0,2.0,-5752.0,320.77002,32.0,34.921824409,3.145679
67.0,-5252.0,280.09,454.0,2.0,2.0,-5252.0,307.63,32.5,35.469321561,3.0168195
68.0,-4752.0,287.56,454.5,2.0,2.0,-4752.0,315.1,33.0,36.014444411,3.0900753
69.0,-4252.0,300.3,455.0,2.0,2.0,-4252.0,327.84,33.5,36.559393943,3.2150118
70.0,-3752.0,301.58,455.5,2.0,2.0,-3752.0,329.12,34.0,37.10442049,3.2275643
71.0,-3252.0,311.41,456.0,2.0,2.0,-3252.0,338.95,34.5,37.652623275,3.3239639
72.0,-2752.0,314.78,456.5,2.0,2.0,-2752.0,342.32,35.0,38.197465961,3.3570123
73.0,-2252.0,320.03,457.0,2.0,2.0,-2252.0,347.57,35.5,38.742411347,3.408497
74.0,-1752.0,329.46,457.5,2.0,2.0,-1752.0,357.0,36.0,39.287352437,3.500974
75.0,-1252.0,337.61,458.0,2.0,2.0,-1252.0,365.15,36.5,39.832287705000006,3.580898
76.0,-752.0,344.84,458.5,2.0,2.0,-752.0,372.38,37.0,40.380433429,3.6518002
77.0,-252.0,351.77,459.0,2.0,2.0,-252.0,379.31,37.5,40.925277513000005,3.7197602
78.0,248.0,357.54,459.5,2.0,2.0,248.0,385.08002,38.0,41.469802195,3.7763448
79.0,748.0,361.81,460.0,2.0,2.0,748.0,389.35,38.5,42.015126599000006,3.818219
80.0,1248.0,368.91,460.5,2.0,2.0,1248.0,396.45,39.0,42.560002126,3.8878462
81.0,1748.0,354.62,461.0,2.0,2.0,1748.0,382.16,39.5,43.108427806,3.7477093
82.0,2248.0,358.39,461.5,2.0,2.0,2248.0,385.93002,40.0,43.653108822,3.7846804
83.0,2748.0,365.46,462.0,2.0,2.0,2748.0,393.0,40.5,44.198049498,3.8540132
84.0,3248.0,367.37,462.5,2.0,2.0,3248.0,394.91,41.0,44.743174798000005,3.8727438
