load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
8.0,7532.0,-2.16,860.0,2.0,2.0,7532.0,0.0,0.0,3.272415891,0.0
9.0,8032.0,5.84,860.5,2.0,2.0,8032.0,8.0,0.5,3.817790431,0.0784532
10.0,8532.0,13.82,861.0,2.0,2.0,8532.0,15.98,1.0,4.362525612000001,0.15671025
11.0,9032.0,16.36,861.5,2.0,2.0,9032.0,18.52,1.5,4.910662424000001,0.18161915
12.0,9532.0,21.0,862.0,2.0,2.0,9532.0,23.16,2.0,5.456036717,0.22712201
13.0,10032.0,6.73,862.5,2.0,2.0,10032.0,8.89,2.5,6.000613657000001,0.08718112
14.0,10532.0,20.35,863.0,2.0,2.0,10532.0,22.51,3.0,6.545568889,0.22074768
15.0,11032.0,24.23,863.5,2.0,2.0,11032.0,26.39,3.5,7.093828528,0.2587975
16.0,11532.0,35.04,864.0,2.0,2.0,11532.0,37.2,4.0,7.638735424,0.36480737
17.0,12032.0,41.18,864.5,2.0,2.0,12032.0,43.34,4.5,8.183817269,0.4250202
18.0,12532.0,46.28,865.0,2.0,2.0,12532.0,48.44,5.0,8.728464508,0.4750341
19.0,13032.0,42.5,865.5,2.0,2.0,13032.0,44.66,5.5,9.273571671000001,0.43796498
20.0,13532.0,55.2,866.0,2.0,2.0,13532.0,57.36,6.0,9.821699831,0.5625094
21.0,14032.0,55.2,866.5,2.0,2.0,14032.0,57.36,6.5,10.366498992,0.5625094
22.0,14532.0,42.87,867.0,2.0,2.0,14532.0,45.03,7.0,10.911360376000001,0.4415934
23.0,15032.0,51.17,867.5,2.0,2.0,15032.0,53.329998,7.5,11.456888928000001,0.5229886
24.0,15532.0,61.91,868.0,2.0,2.0,15532.0,64.07,8.0,12.001395010000001,0.62831205
25.0,16032.0,63.42,868.5,2.0,2.0,16032.0,65.58,8.5,12.549517538,0.64312005
26.0,16532.0,73.0,869.0,2.0,2.0,16532.0,75.16,9.0,13.094542208,0.7370678
27.0,17032.0,82.85,869.5,2.0,2.0,17032.0,85.01,9.5,13.639552645,0.8336633
28.0,17532.0,82.19,870.0,2.0,2.0,17532.0,84.350006,10.0,14.184431,0.82719094
