load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,19676.0,-70.04,610.0,2.0,2.0,19676.0,0.0,0.0,0.0,0.0
3.0,20176.0,-63.45,610.5,2.0,2.0,20176.0,6.59,0.5,0.54503789,0.0646258
4.0,20676.0,-60.53,611.0,2.0,2.0,20676.0,9.510002,1.0,1.090186343,0.09326124
5.0,21176.0,-46.7,611.5,2.0,2.0,21176.0,23.34,1.5,1.637931548,0.2288872
6.0,21676.0,-28.44,612.0,2.0,2.0,21676.0,41.6,2.0,2.183012902,0.40795663
7.0,22176.0,-17.67,612.5,2.0,2.0,22176.0,52.370003,2.5,2.7277159070000003,0.51357424
8.0,22676.0,-12.47,613.0,2.0,2.0,22676.0,57.57,3.0,3.2727717970000003,0.5645688
9.0,23176.0,-4.5,613.5,2.0,2.0,23176.0,65.54,3.5,3.8176876190000004,0.64272785
10.0,23676.0,19.95,614.0,2.0,2.0,23676.0,89.990005,4.0,4.365660503,0.8825004
11.0,24176.0,29.1,614.5,2.0,2.0,24176.0,99.14,4.5,4.911114690000001,0.97223127
12.0,24676.0,48.87,615.0,2.0,2.0,24676.0,118.91,5.0,5.455655834000001,1.1661087
13.0,25176.0,66.29,615.5,2.0,2.0,25176.0,136.33,5.5,6.000694642,1.3369405
14.0,25676.0,79.75,616.0,2.0,2.0,25676.0,149.79001,6.0,6.545454879,1.4689381
15.0,26176.0,121.55,616.5,2.0,2.0,26176.0,191.59,6.5,7.093883313,1.8788562
16.0,26676.0,138.03,617.0,2.0,2.0,26676.0,208.07,7.0,7.6386928460000005,2.0404696
17.0,27176.0,156.54,617.5,2.0,2.0,27176.0,226.57999,7.5,8.183240001,2.2219906
18.0,27676.0,182.97,618.0,2.0,2.0,27676.0,253.01001,8.0,8.728553969,2.4811804
19.0,28176.0,215.11,618.5,2.0,2.0,28176.0,285.15,8.5,9.277009257000001,2.7963662
20.0,28676.0,241.92,619.0,2.0,2.0,28676.0,311.96,9.0,9.821768936,3.0592823
21.0,29176.0,261.1,619.5,2.0,2.0,29176.0,331.14,9.5,10.366374290000001,3.247374
22.0,29676.0,272.1,620.0,2.0,2.0,29676.0,342.14,10.0,10.911572674,3.3552473
23.0,30176.0,301.41,620.5,2.0,2.0,30176.0,371.45,10.5,11.459893002000001,3.64268
24.0,30676.0,317.2,621.0,2.0,2.0,30676.0,387.24002,11.0,12.004501773000001,3.797527
25.0,31176.0,325.64,621.5,2.0,2.0,31176.0,395.68002,11.5,12.549231383,3.8802953
26.0,31676.0,333.0,622.0,2.0,2.0,31676.0,403.04,12.0,13.094669822,3.952472
27.0,32176.0,343.85,622.5,2.0,2.0,32176.0,413.89,12.5,13.639518504000002,4.0588746
28.0,32676.0,367.97,623.0,2.0,2.0,32676.0,438.01,13.0,14.187641089000001,4.2954106
29.0,-32360.0,383.87,623.5,2.0,2.0,-32360.0,453.91,13.5,14.734700978000001,4.4513364
30.0,-31860.0,397.59,624.0,2.0,2.0,-31860.0,467.63,14.0,15.276905974000002,4.5858836
31.0,-31360.0,410.82,624.5,2.0,2.0,-31360.0,480.86002,14.5,15.822511681000002,4.715626
32.0,-30860.0,432.87,625.0,2.0,2.0,-30860.0,502.91,15.0,16.370576089,4.9318624
33.0,-30360.0,446.9,625.5,2.0,2.0,-30360.0,516.94,15.5,16.915840722000002,5.0694494
34.0,-29860.0,459.71,626.0,2.0,2.0,-29860.0,529.75,16.0,17.46057356,5.1950727
35.0,-29360.0,473.52,626.5,2.0,2.0,-29360.0,543.56,16.5,18.005725325,5.3305025
36.0,-28860.0,497.68,627.0,2.0,2.0,-28860.0,567.72,17.0,18.55436968,5.567431
37.0,-28360.0,521.71,627.5,2.0,2.0,-28360.0,591.75,17.5,19.098982744,5.8030853
38.0,-27860.0,544.87,628.0,2.0,2.0,-27860.0,614.91,18.0,19.643626675,6.0302067
39.0,-27360.0,562.5,628.5,2.0,2.0,-27360.0,632.54,18.5,20.188626275,6.2030983
40.0,-26860.0,580.33,629.0,2.0,2.0,-26860.0,650.37,19.0,20.738590624,6.377951
41.0,-26360.0,600.17,629.5,2.0,2.0,-26360.0,670.20996,19.5,21.281706195,6.5725145
42.0,-25860.0,617.37,630.0,2.0,2.0,-25860.0,687.41,20.0,21.826758515,6.741189
43.0,-25360.0,633.72,630.5,2.0,2.0,-25360.0,703.75995,20.5,22.371345411,6.9015274
44.0,-24860.0,653.03,631.0,2.0,2.0,-24860.0,723.07,21.0,22.916534984000002,7.0908947
45.0,-24360.0,671.28,631.5,2.0,2.0,-24360.0,741.32,21.5,23.46507314,7.269866
46.0,-23860.0,696.64,632.0,2.0,2.0,-23860.0,766.68,22.0,24.009665648000002,7.5185623
47.0,-23360.0,715.09,632.5,2.0,2.0,-23360.0,785.13,22.5,24.554577051000003,7.6994953
48.0,-22860.0,730.72,633.0,2.0,2.0,-22860.0,800.75995,23.0,25.099486761,7.8527727
49.0,-22360.0,751.55,633.5,2.0,2.0,-22360.0,821.58997,23.5,25.647839676,8.057045
50.0,-21860.0,769.52,634.0,2.0,2.0,-21860.0,839.56,24.0,26.193082293000003,8.233272
51.0,-21360.0,790.0,634.5,2.0,2.0,-21360.0,860.04,24.5,26.738201286000002,8.434112
52.0,-20860.0,808.85,635.0,2.0,2.0,-20860.0,878.88995,25.0,27.282561256,8.618966
53.0,-20360.0,827.03,635.5,2.0,2.0,-20360.0,897.07,25.5,27.827505263000003,8.797252
54.0,-19860.0,843.95,636.0,2.0,2.0,-19860.0,913.99,26.0,28.375332792000002,8.963181
55.0,-19360.0,860.03,636.5,2.0,2.0,-19360.0,930.07,26.5,28.920659485,9.120872
56.0,-18860.0,877.09,637.0,2.0,2.0,-18860.0,947.13,27.0,29.465646469000003,9.288173
57.0,-18360.0,893.3,637.5,2.0,2.0,-18360.0,963.33997,27.5,30.010778674,9.447138
