Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
5.0,29496.0,22.38,0.0,595,0.21947282699999998
6.0,29996.0,49.3,0.5,595,0.48346784499999995
7.0,30496.0,76.59,1.0,595,0.7510913235000001
8.0,30996.0,106.0,1.5,595,1.0395049
9.0,31496.0,135.76,2.0,595,1.331350804
10.0,31996.0,167.38,2.5,595,1.641437077
11.0,32496.0,199.55,3.0,595,1.9569170075000002
12.0,-32540.0,233.14,3.5,595,2.2863223809999997
13.0,-32040.0,265.25,4.0,595,2.6012139125
14.0,-31540.0,295.41,4.5,595,2.8969824765000003
15.0,-31040.0,328.63,5.0,595,3.2227593895
16.0,-30540.0,348.08,5.5,595,3.413498732
17.0,-30040.0,383.13,6.0,595,3.7572218145
18.0,-29540.0,417.31,6.5,595,4.0924131115
19.0,-29040.0,449.08,7.0,595,4.403970382
20.0,-28540.0,448.4,7.5,595,4.39730186
21.0,-28040.0,479.9,8.0,595,4.706211335
22.0,-27540.0,513.86,8.5,595,5.039245169
23.0,-27040.0,545.11,9.0,595,5.345702981500001
24.0,-26540.0,564.45,9.5,595,5.5353635925
25.0,-26040.0,589.52,10.0,595,5.781216308
26.0,-25540.0,618.61,10.5,595,6.0664917565000005
27.0,-25040.0,646.45,11.0,595,6.3395088925000005
28.0,-24540.0,674.34,11.5,595,6.613016361000001
29.0,-24040.0,694.86,12.0,595,6.814248819
30.0,-23540.0,719.25,12.5,595,7.0534330125
31.0,-23040.0,746.17,13.0,595,7.3174280304999995
32.0,-22540.0,782.79,13.5,595,7.6765475535
33.0,-22040.0,809.69,14.0,595,7.940346438500001
34.0,-21540.0,841.83,14.5,595,8.2555321695
35.0,-21040.0,870.97,15.0,595,8.5412979505
36.0,-20540.0,889.37,15.5,595,8.7217403105
37.0,-20040.0,899.22,16.0,595,8.818335813000001
38.0,-19540.0,901.41,16.5,595,8.8398123765
39.0,-19040.0,914.7,17.0,595,8.970142755000001
40.0,-18540.0,931.68,17.5,595,9.136659672
41.0,-18040.0,950.98,18.0,595,9.325928017
42.0,-17540.0,971.8,18.5,595,9.53010247
43.0,-17040.0,981.86,19.0,595,9.628757369
44.0,-16540.0,995.46,19.5,595,9.762127809
45.0,-16040.0,1009.91,20.0,595,9.9038339015
