Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
10.0,-32076.0,3.32,0.0,735,0.032558078
11.0,-31576.0,7.77,0.5,735,0.0761976705
12.0,-31076.0,9.31,1.0,735,0.09129991150000001
13.0,-30576.0,15.73,1.5,735,0.1542586045
14.0,-30076.0,30.8,2.0,735,0.30204482
15.0,-29576.0,39.7,2.5,735,0.38932400500000003
16.0,-29076.0,43.48,3.0,735,0.42639314199999995
17.0,-28576.0,46.74,3.5,735,0.45836282100000003
18.0,-28076.0,57.41,4.0,735,0.5629997765
19.0,-27576.0,64.89,4.5,735,0.6363535185
20.0,-27076.0,71.09,5.0,735,0.6971547485
21.0,-26576.0,46.07,5.5,735,0.4517923655
22.0,-26076.0,56.17,6.0,735,0.5508395305
23.0,-25576.0,73.52,6.5,735,0.7209849079999999
24.0,-25076.0,82.51,7.0,735,0.8091466915000001
25.0,-24576.0,86.04,7.5,735,0.843764166
26.0,-24076.0,85.56,8.0,735,0.839056974
27.0,-23576.0,94.37,8.5,735,0.9254535605
28.0,-23076.0,103.11,9.0,735,1.0111636815
29.0,-22576.0,108.31,9.5,735,1.0621582615
30.0,-22076.0,103.56,10.0,735,1.015576674
31.0,-21576.0,123.33,10.5,735,1.2094541445
32.0,-21076.0,130.24,11.0,735,1.2772180960000001
33.0,-20576.0,137.24,11.5,735,1.345864646
34.0,-20076.0,125.44,12.0,735,1.230146176
35.0,-19576.0,147.12,12.5,735,1.442754348
36.0,-19076.0,145.34,13.0,735,1.425298511
37.0,-18576.0,152.86,13.5,735,1.4990445190000001
38.0,-18076.0,155.87,14.0,735,1.5285625355
39.0,-17576.0,159.38,14.5,735,1.562983877
40.0,-17076.0,181.25,15.0,735,1.7774553125
41.0,-16576.0,182.09,15.5,735,1.7856928985
42.0,-16076.0,174.61,16.0,735,1.7123391565000001
43.0,-15576.0,178.98,16.5,735,1.755194217
44.0,-15076.0,191.93,17.0,735,1.8821903345000002
45.0,-14576.0,194.88,17.5,735,1.911119952
46.0,-14076.0,190.73,18.0,735,1.8704223544999998
47.0,-13576.0,177.39,18.5,735,1.7396016435
48.0,-13076.0,191.6,19.0,735,1.87895414
49.0,-12576.0,196.15,19.5,735,1.9235743975000001
50.0,-12076.0,203.14,20.0,735,1.9921228809999998
51.0,-11576.0,203.14,20.5,735,1.9921228809999998
52.0,-11076.0,216.55,21.0,735,2.1236300575000002
53.0,-10576.0,221.64,21.5,735,2.1735459059999997
54.0,-10076.0,230.7,22.0,735,2.262394155
55.0,-9576.0,241.03,22.5,735,2.3636968495
56.0,-9076.0,238.23,23.0,735,2.3362382294999997
57.0,-8576.0,253.89,23.5,735,2.4898103684999997
58.0,-8076.0,254.27,24.0,735,2.4935368955
59.0,-7576.0,259.78,24.5,735,2.5475715369999996
60.0,-7076.0,261.54,25.0,735,2.5648312410000003
61.0,-6576.0,269.24,25.5,735,2.640342446
62.0,-6076.0,270.22,26.0,735,2.6499529630000005
63.0,-5576.0,275.46,26.5,735,2.701339809
64.0,-5076.0,286.95,27.0,735,2.8140182174999997
65.0,-4576.0,301.24,27.5,735,2.954155246
66.0,-4076.0,309.21,28.0,735,3.0323142465
67.0,-3576.0,309.7,28.5,735,3.0371195049999997
68.0,-3076.0,317.25,29.0,735,3.1111597125
69.0,-2576.0,313.27,29.5,735,3.0721292454999998
70.0,-2076.0,320.5,30.0,735,3.143031325
71.0,-1576.0,327.45,30.5,735,3.2111875425
72.0,-1076.0,339.83,31.0,735,3.3325938694999997
73.0,-576.0,346.28,31.5,735,3.3958467619999997
74.0,-76.0,359.65,32.0,735,3.5269616724999997
75.0,424.0,353.44,32.5,735,3.466062376
76.0,924.0,365.08,33.0,735,3.5802117819999997
77.0,1424.0,373.62,33.5,735,3.663960573
78.0,1924.0,383.15,34.0,735,3.7574179475
79.0,2424.0,394.9,34.5,735,3.872646085
80.0,2924.0,404.72,35.0,735,3.968947388
81.0,3424.0,414.31,35.5,735,4.0629931615
82.0,3924.0,425.97,36.0,735,4.1773387005
83.0,4424.0,435.83,36.5,735,4.2740322695
84.0,4924.0,443.79,37.0,735,4.3520932035
85.0,5424.0,451.28,37.5,735,4.425545012
86.0,5924.0,453.33,38.0,735,4.4456486445
87.0,6424.0,465.12,38.5,735,4.561269048
88.0,6924.0,468.26,39.0,735,4.592061929
89.0,7424.0,469.91,39.5,735,4.608242901500001
