load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
6.0,-2468.0,102.36,850.0,2.0,2.0,-2468.0,0.0,0.0,2.181894598,0.0
7.0,-1968.0,129.2,850.5,2.0,2.0,-1968.0,26.839996,0.5,2.7279216510000004,0.26321054
8.0,-1468.0,167.35,851.0,2.0,2.0,-1468.0,64.990005,1.0,3.275858721,0.6373342
9.0,-968.0,185.18,851.5,2.0,2.0,-968.0,82.81999,1.5,3.8208524820000003,0.8121867
10.0,-468.0,217.79,852.0,2.0,2.0,-468.0,115.42999,2.0,4.3657633780000005,1.1319815
11.0,32.0,241.23,852.5,2.0,2.0,32.0,138.87,2.5,4.91055784,1.3618494
12.0,532.0,267.58,853.0,2.0,2.0,532.0,165.21999,3.0,5.455028962,1.6202546
13.0,1032.0,302.59,853.5,2.0,2.0,1032.0,200.23,3.5,6.003805435,1.9635855
14.0,1532.0,324.85,854.0,2.0,2.0,1532.0,222.49,4.0,6.548873765000001,2.1818814
15.0,2032.0,345.71,854.5,2.0,2.0,2032.0,243.34999,4.5,7.093587984,2.3864484
16.0,2532.0,379.66,855.0,2.0,2.0,2532.0,277.3,5.0,7.638080228000001,2.7193842
17.0,3032.0,410.11,855.5,2.0,2.0,3032.0,307.75,5.5,8.186667284,3.0179963
18.0,3532.0,437.58,856.0,2.0,2.0,3532.0,335.21997,6.0,8.731666965,3.287385
19.0,4032.0,460.39,856.5,2.0,2.0,4032.0,358.03003,6.5,9.276480187,3.511075
20.0,4532.0,488.05,857.0,2.0,2.0,4532.0,385.69,7.0,9.821310216,3.7823267
21.0,5032.0,520.83,857.5,2.0,2.0,5032.0,418.47003,7.5,10.366415939000001,4.103789
22.0,5532.0,550.67,858.0,2.0,2.0,5532.0,448.31,8.0,10.914433785,4.396419
23.0,6032.0,576.73,858.5,2.0,2.0,6032.0,474.37,8.5,11.459075386,4.6519804
24.0,6532.0,605.62,859.0,2.0,2.0,6532.0,503.26,9.0,12.004547836,4.9352946
25.0,7032.0,638.72,859.5,2.0,2.0,7032.0,536.36,9.5,12.549266602000001,5.2598944
26.0,7532.0,666.92,860.0,2.0,2.0,7532.0,564.56,10.0,13.093836943000001,5.5364423
27.0,8032.0,695.26,860.5,2.0,2.0,8032.0,592.9,10.5,13.642033080000001,5.814363
28.0,8532.0,717.35,861.0,2.0,2.0,8532.0,614.99,11.0,14.187465619000001,6.0309916
29.0,9032.0,750.87,861.5,2.0,2.0,9032.0,648.51,11.5,14.732462849000001,6.3597107
30.0,9532.0,781.12,862.0,2.0,2.0,9532.0,678.76,12.0,15.277030609,6.6563616
31.0,10032.0,807.11,862.5,2.0,2.0,10032.0,704.75,12.5,15.825508118,6.9112363
32.0,10532.0,834.03,863.0,2.0,2.0,10532.0,731.67004,13.0,16.370433957,7.1752315
33.0,11032.0,860.44,863.5,2.0,2.0,11032.0,758.08,13.5,16.915306906,7.4342256
34.0,11532.0,884.39,864.0,2.0,2.0,11532.0,782.03,14.0,17.459687898000002,7.6690946
35.0,12032.0,916.14,864.5,2.0,2.0,12032.0,813.78,14.5,18.005104626,7.980456
36.0,12532.0,934.74,865.0,2.0,2.0,12532.0,832.38,15.0,18.553384910000002,8.162859
37.0,13032.0,963.07,865.5,2.0,2.0,13032.0,860.71,15.5,19.098409656,8.440681
38.0,13532.0,993.68,866.0,2.0,2.0,13532.0,891.32,16.0,19.643286723000003,8.740863
39.0,14032.0,1020.27,866.5,2.0,2.0,14032.0,917.91003,16.5,20.188117386000002,9.001622
