load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,4676.0,-62.99,595.0,2.0,2.0,4676.0,0.0,0.0,0.0,0.0
3.0,5176.0,-53.49,595.5,2.0,2.0,5176.0,9.5,0.5,0.544857052,0.09316319
4.0,5676.0,-38.54,596.0,2.0,2.0,5676.0,24.45,1.0,1.089837465,0.23977262
5.0,6176.0,-5.61,596.5,2.0,2.0,6176.0,57.38,1.5,1.638071091,0.5627056
6.0,6676.0,28.68,597.0,2.0,2.0,6676.0,91.67,2.0,2.1828325150000003,0.8989756
7.0,7176.0,78.66,597.5,2.0,2.0,7176.0,141.65001,2.5,2.727774771,1.389112
8.0,7676.0,130.84,598.0,2.0,2.0,7676.0,193.83,3.0,3.272746803,1.9008229
9.0,8176.0,191.96,598.5,2.0,2.0,8176.0,254.95001,3.5,3.817636954,2.5002055
10.0,8676.0,245.19,599.0,2.0,2.0,8676.0,308.18,4.0,4.366001176,3.0222132
11.0,9176.0,302.66,599.5,2.0,2.0,9176.0,365.65,4.5,4.910729665000001,3.5858016
12.0,9676.0,347.76,600.0,2.0,2.0,9676.0,410.75,5.0,5.455720615000001,4.0280814
13.0,10176.0,401.64,600.5,2.0,2.0,10176.0,464.63,5.5,6.000761925,4.5564637
14.0,10676.0,427.56,601.0,2.0,2.0,10676.0,490.55,6.0,6.549041442,4.8106523
15.0,11176.0,466.17,601.5,2.0,2.0,11176.0,529.16003,6.5,7.093896359,5.189287
16.0,11676.0,500.58,602.0,2.0,2.0,11676.0,563.57,7.0,7.638819302000001,5.526734
17.0,12176.0,534.72,602.5,2.0,2.0,12176.0,597.70996,7.5,8.183600494,5.8615327
18.0,12676.0,567.66,603.0,2.0,2.0,12676.0,630.64996,8.0,8.727946757,6.1845636
19.0,13176.0,600.23,603.5,2.0,2.0,13176.0,663.22,8.5,9.276804959000001,6.5039663
20.0,13676.0,636.6,604.0,2.0,2.0,13676.0,699.58997,9.0,9.821763741,6.860634
21.0,14176.0,669.15,604.5,2.0,2.0,14176.0,732.14,9.5,10.366660044000001,7.179841
22.0,14676.0,703.78,605.0,2.0,2.0,14676.0,766.77,10.0,10.911627328,7.5194454
23.0,15176.0,736.9,605.5,2.0,2.0,15176.0,799.89,10.5,11.460085669000001,7.8442416
24.0,15676.0,778.12,606.0,2.0,2.0,15676.0,841.11,11.0,12.004881152000001,8.248471
25.0,16176.0,822.64,606.5,2.0,2.0,16176.0,885.63,11.5,12.549394262000002,8.685063
26.0,16676.0,848.48,607.0,2.0,2.0,16676.0,911.47,12.0,13.094606981,8.938467
27.0,17176.0,882.28,607.5,2.0,2.0,17176.0,945.27,12.5,13.642952265000002,9.269932
28.0,17676.0,930.97,608.0,2.0,2.0,17676.0,993.95996,13.0,14.187777523000001,9.747417
29.0,18176.0,973.83,608.5,2.0,2.0,18176.0,1036.8201,13.5,14.732477785,10.16773
30.0,18676.0,1002.78,609.0,2.0,2.0,18676.0,1065.77,14.0,15.277798270000002,10.451633
