Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
23.0,25428.0,1.23,0.0,625,0.0120621795
24.0,25928.0,3.0,0.5,625,0.02941995
25.0,26428.0,4.46,1.0,625,0.043737659
26.0,26928.0,5.6,1.5,625,0.05491724
27.0,27428.0,6.83,2.0,625,0.0669794195
28.0,27928.0,8.58,2.5,625,0.084141057
29.0,28428.0,10.02,3.0,625,0.098262633
30.0,28928.0,11.23,3.5,625,0.1101286795
31.0,29428.0,12.23,4.0,625,0.1199353295
32.0,29928.0,14.18,4.5,625,0.139058297
33.0,30428.0,16.88,5.0,625,0.165536252
34.0,30928.0,17.29,5.5,625,0.16955697849999998
35.0,31428.0,19.8,6.0,625,0.19417167000000002
36.0,31928.0,23.33,6.5,625,0.22878914449999999
37.0,32428.0,21.35,7.0,625,0.20937197750000003
38.0,-32608.0,23.24,7.5,625,0.227906546
39.0,-32108.0,22.32,8.0,625,0.218884428
40.0,-31608.0,23.54,8.5,625,0.230848541
41.0,-31108.0,26.36,9.0,625,0.258503294
42.0,-30608.0,26.16,9.5,625,0.256541964
43.0,-30108.0,28.47,10.0,625,0.2791953255
44.0,-29608.0,29.0,10.5,625,0.28439285000000003
45.0,-29108.0,30.59,11.0,625,0.2999854235
46.0,-28608.0,30.36,11.5,625,0.297729894
47.0,-28108.0,33.8,12.0,625,0.33146476999999996
48.0,-27608.0,35.62,12.5,625,0.34931287299999997
49.0,-27108.0,37.0,13.0,625,0.36284605000000003
50.0,-26608.0,38.63,13.5,625,0.37883088950000005
51.0,-26108.0,40.28,14.0,625,0.395011862
52.0,-25608.0,43.53,14.5,625,0.4268834745
53.0,-25108.0,45.53,15.0,625,0.4464967745
54.0,-24608.0,46.94,15.5,625,0.46032415099999996
55.0,-24108.0,49.46,16.0,625,0.485036909
56.0,-23608.0,49.99,16.5,625,0.4902344335
57.0,-23108.0,50.7,17.0,625,0.49719715500000006
58.0,-22608.0,51.31,17.5,625,0.5031792115
59.0,-22108.0,52.69,18.0,625,0.5167123885
60.0,-21608.0,55.86,18.5,625,0.547799469
61.0,-21108.0,57.88,19.0,625,0.567608902
62.0,-20608.0,58.99,19.5,625,0.5784942835
63.0,-20108.0,60.37,20.0,625,0.5920274605
64.0,-19608.0,61.79,20.5,625,0.6059529035
65.0,-19108.0,62.84,21.0,625,0.6162498860000001
66.0,-18608.0,63.85,21.5,625,0.6261546025
67.0,-18108.0,66.45,22.0,625,0.6516518925
68.0,-17608.0,69.58,22.5,625,0.682346707
69.0,-17108.0,70.07,23.0,625,0.6871519654999999
70.0,-16608.0,70.97,23.5,625,0.6959779505
71.0,-16108.0,71.24,24.0,625,0.6986257459999999
72.0,-15608.0,72.54,24.5,625,0.7113743910000001
73.0,-15108.0,56.94,25.0,625,0.558390651
74.0,-14608.0,60.04,25.5,625,0.588791266
75.0,-14108.0,62.97,26.0,625,0.6175247505
76.0,-13608.0,66.63,26.5,625,0.6534170895
77.0,-13108.0,68.34,27.0,625,0.670186461
78.0,-12608.0,69.53,27.5,625,0.6818563745
79.0,-12108.0,70.23,28.0,625,0.6887210295
80.0,-11608.0,72.94,28.5,625,0.715297051
81.0,-11108.0,76.81,29.0,625,0.7532487865
82.0,-10608.0,78.16,29.5,625,0.766487764
83.0,-10108.0,80.18,30.0,625,0.7862971970000001
84.0,-9608.0,83.16,30.5,625,0.815521014
85.0,-9108.0,85.61,31.0,625,0.8395473065
86.0,-8608.0,87.34,31.5,625,0.8565128110000001
87.0,-8108.0,89.88,32.0,625,0.8814217019999999
88.0,-7608.0,92.2,32.5,625,0.90417313
89.0,-7108.0,90.85,33.0,625,0.8909341525
